"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1547","m.32275",204,1,2,1,1,1,1,0,1,1,0,-6.169,-2.5778,0.992795,0.99215,0.732149,"Q9JHZ4","GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1                    "
"1548","m.32280",100,0,0,0,0,3,0,0,1,1,2,-5.737,-1.6456,0.999997,0.970767,0.859671,"Q9TW67","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Caenorhabditis elegans GN=png-1 PE=1 SV=1                     "
"1549","m.32284",203,1,1,1,2,1,1,2,2,1,1,-6.83,-2.7826,0.954415,0.98981,0.66559,"Q5XIG6","N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1                     "
"1550","m.323",492,7,9,2,4,5,1,3,2,4,6,-7.3,-2.2518,0.998468,0.989299,0.803516,"Q6PD03","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus GN=Ppp2r5a PE=2 SV=1              "
"1551","m.32350",106,0,1,0,0,1,1,0,0,0,1,-5.267,-2.4026,1,0.991009,0.775633,"Q9UHV9","Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1                    "
"1552","m.32357",153,2,3,2,1,2,0,1,1,2,3,-5.947,-2.2556,0.998489,0.989346,0.802908,"Q9EQS3","C-Myc-binding protein OS=Mus musculus GN=Mycbp PE=2 SV=5                     "
"1553","m.32358",194,1,2,1,2,0,0,1,1,2,1,-6.896,-2.5119,0.997799,0.991928,0.749992,"Q9CYL5","Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3                  "
"1554","m.32359",150,0,1,1,2,1,2,2,0,0,1,-7.553,-2.4447,0.999892,0.991417,0.766333,NA,NA
"1555","m.32372",367,0,0,0,0,1,0,0,0,0,2,-8.057,-2.6126,0.988747,0.99211,0.722002,"P22105","Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3                      "
"1556","m.32400",152,15,17,14,13,13,8,13,13,11,10,-3.33,-1.3401,0.999968,0.936903,0.869732,"Q17133","Myosin essential light chain OS=Branchiostoma floridae PE=2 SV=1                           "
"1557","m.32403",306,1,1,0,0,1,1,0,0,2,2,-7.634,-3.0455,0.869873,0.97917,0.558296,NA,NA
"1558","m.32417",162,9,9,5,6,7,4,5,5,8,7,-3.684,-1.9779,0.99879,0.98444,0.837361,"Q3SZF2","ADP-ribosylation factor 4 OS=Bos taurus GN=ARF4 PE=2 SV=3                    "
"1559","m.32419",128,1,0,0,0,0,0,0,1,0,0,-5.789,-2.0271,0.998867,0.985611,0.832539,NA,NA
"1560","m.32422",236,2,1,0,0,1,0,0,1,0,1,-7.902,-2.5701,0.993563,0.992143,0.734326,"P18503","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1                    "
"1561","m.32424",125,0,1,0,0,0,1,0,0,0,1,-6.45,-2.4114,1,0.991097,0.773747,"Q9VEN1","Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2                      "
"1562","m.32437",322,7,9,5,4,5,6,4,4,6,8,-5.185,-2.7566,0.961102,0.990411,0.674921,"Q08257","Quinone oxidoreductase OS=Homo sapiens GN=CRYZ PE=1 SV=1                     "
"1563","m.32472",518,0,0,0,0,0,0,0,0,0,1,-6.833,-2.7589,0.960522,0.990362,0.674106,"Q55GC7","Sphingomyelinase phosphodiesterase D OS=Dictyostelium discoideum GN=sgmD PE=3 SV=1                    "
"1564","m.3251",282,3,2,0,0,1,1,0,1,1,2,-5.129,-1.9725,0.998772,0.984302,0.837861,"Q8CGC7","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4                    "
"1565","m.32539",222,1,2,1,1,3,2,0,1,4,3,-7.468,-2.9903,0.889411,0.981978,0.582692,NA,NA
"1566","m.3255",868,3,4,4,3,5,1,3,4,5,4,-7.627,-2.3049,0.999084,0.989932,0.794604,"Q75WE7","von Willebrand factor A domain-containing protein 5A OS=Rattus norvegicus GN=Vwa5a PE=2 SV=1                "
"1567","m.32551",99,2,2,0,1,1,2,1,1,3,0,-6.028,-2.7497,0.962784,0.990555,0.677357,NA,NA
"1568","m.32564",491,0,0,0,0,1,0,0,0,0,0,-5.97,-1.7975,0.997927,0.978818,0.851354,"3278598","Predicted protein OS=Nematostella vectensis GN=v1g245123 PE=4 SV=1                     "
"1569","m.32621",249,2,1,0,1,2,1,1,1,2,1,-6.776,-2.5535,0.99504,0.992109,0.738938,"3276285","Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1                     "
"1570","m.32635",153,7,7,4,4,5,3,2,6,5,5,-5.548,-3.102,0.849177,0.976084,0.532363,"P72745","Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1              "
"1571","m.32645",340,0,1,0,0,1,0,0,0,0,1,-5.508,-1.84,0.997693,0.980374,0.848522,"A4Z6H1","Adenylosuccinate synthetase isozyme 2 OS=Sus scrofa GN=ADSS PE=2 SV=1                   "
"1572","m.3273",568,0,0,1,0,2,0,0,1,0,0,-8.292,-2.871,0.928846,0.987094,0.63208,NA,NA
"1573","m.3276",306,0,1,0,0,0,0,1,1,0,1,-6.254,-2.7662,0.958689,0.9902,0.671504,"P86982","Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1                  "
"1574","m.32785",121,1,1,0,0,0,0,0,0,0,0,-6.481,-2.2374,0.998333,0.98912,0.805778,"Q96CG8","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 "
"1575","m.32790",184,1,2,0,0,0,0,1,0,1,0,-5.943,-2.3339,0.999461,0.990264,0.789336,"5731708","Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_152977 PE=4 SV=1                     "
"1576","m.32828",176,12,11,7,10,9,10,10,10,10,12,-4.306,-1.8904,0.998045,0.982003,0.844815,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"1577","m.32831",225,9,9,2,6,4,3,4,5,5,10,-7.363,-2.6463,0.983832,0.991946,0.711708,"O27188","L-tyrosine decarboxylase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=mfnA PE=3 SV=1      "
"1578","m.3284",767,1,1,0,0,0,0,0,0,0,0,-6.922,-2.6839,0.977181,0.991602,0.699691,"Q9Y4W6","AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2                    "
"1579","m.32846",176,1,1,1,1,1,1,1,2,1,2,-6.386,-2.3532,0.999697,0.99048,0.785664,"O75131","Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1                      "
"1580","m.32852",395,1,1,2,1,4,1,2,2,2,2,-6.569,-2.9936,0.888259,0.981816,0.581261,"A0JPQ9","Chitinase domain-containing protein 1 OS=Rattus norvegicus GN=Chid1 PE=2 SV=2                   "
"1581","m.33026",112,3,5,3,4,5,2,2,3,4,4,-6.253,-1.789,0.998076,0.978479,0.851891,"Q8QGH2","Small ubiquitin-related modifier 1 OS=Gallus gallus GN=SUMO1 PE=3 SV=1                   "
"1582","m.33059",120,2,1,0,1,2,0,1,0,1,2,-5.453,-1.9199,0.998349,0.982875,0.842454,"3272459","Predicted protein OS=Nematostella vectensis GN=v1g241615 PE=4 SV=1                     "
"1583","m.33135",103,37,42,33,44,36,26,31,42,38,36,-4.636,-3.3137,0.764301,0.963466,0.42779,"Q6LAF1","Histone H4 OS=Dendronephthya klunzingeri GN=H4DEKL PE=3 SV=3                     "
"1584","m.33136",368,1,2,1,1,2,1,1,1,1,1,-8.752,-3.3776,0.735194,0.959531,0.394614,"Q6GMK8","Mannose-1-phosphate guanyltransferase alpha-A OS=Danio rerio GN=gmppaa PE=2 SV=1                    "
"1585","m.33160",897,0,0,0,0,2,0,0,0,0,1,-6.644,-2.3897,1,0.990875,0.778342,"O94248","Midasin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=mdn1 PE=1 SV=1                 "
"1586","m.332",282,56,58,38,34,53,51,50,42,57,65,-3.847,-8.2349,0,0.877048,0,"3652730","Small cysteine-rich protein 3a OS=Montastraea faveolata GN=SCRiP3a PE=4 SV=1                   "
"1587","m.33243",759,2,2,1,1,2,0,2,1,2,1,-6.441,-2.1315,0.998321,0.987616,0.820612,"P16295","Coagulation factor IX (Fragment) OS=Cavia porcellus GN=F9 PE=2 SV=1                   "
"1588","m.33261",166,1,3,0,0,0,0,0,0,2,0,-5.355,-2.3573,0.999765,0.990525,0.784867,"Q9Y265","RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1                     "
"1589","m.33410",147,1,1,1,1,1,1,1,1,1,1,-5.242,-1.7469,0.999391,0.976619,0.85442,NA,NA
"1590","m.33414",147,0,0,0,0,1,0,0,0,0,1,-5.456,-1.78,0.99827,0.978109,0.85245,"Q14185","Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2                  "
"1591","m.33455",109,3,5,5,5,4,2,6,7,7,7,-3.36,-0.7947,0.999887,0.694695,0.875828,"Q27245","Putative aminopeptidase W07G4.4 OS=Caenorhabditis elegans GN=W07G4.4 PE=1 SV=1                    "
"1592","m.3347",452,1,2,0,0,1,0,0,0,1,1,-6.798,-2.5714,0.993442,0.992144,0.733961,"Q3UFK8","FERM domain-containing protein 8 OS=Mus musculus GN=Frmd8 PE=1 SV=2                   "
"1593","m.33471",155,3,1,0,0,2,0,0,1,2,2,-5.991,-2.1832,0.998144,0.9884,0.813749,"Q9D7A6","Signal recognition particle 19 kDa protein OS=Mus musculus GN=Srp19 PE=2 SV=1                 "
"1594","m.33472",425,7,8,4,5,4,2,5,5,5,6,-6.198,-2.7607,0.960067,0.990322,0.673466,"3273074","Predicted protein OS=Nematostella vectensis GN=v1g241995 PE=4 SV=1                     "
"1595","m.33479",104,0,0,0,0,1,0,0,0,0,0,-6.818,-1.7568,0.998977,0.977088,0.853844,"Q9JIX0","Transcription and mRNA export factor ENY2 OS=Mus musculus GN=Eny2 PE=2 SV=1                 "
"1596","m.33492",113,1,2,2,1,2,1,1,1,1,1,-6.038,-1.8247,0.997715,0.979837,0.84957,NA,NA
"1597","m.33500",300,15,18,9,10,13,16,10,12,15,17,-4.889,-2.7332,0.966717,0.990873,0.68311,NA,NA
"1598","m.33503",162,1,2,0,2,3,0,1,1,2,2,-6.725,-1.9973,0.998862,0.984919,0.835517,"O55234","Proteasome subunit beta type-5 OS=Mus musculus GN=Psmb5 PE=1 SV=3                   "
"1599","m.33514",310,3,3,3,5,4,3,4,4,3,3,-3.734,-1.6018,0.999992,0.967636,0.861598,"Q9V3H2","26S proteasome non-ATPase regulatory subunit 14 OS=Drosophila melanogaster GN=Rpn11 PE=1 SV=1                 "
"1600","m.33520",102,2,4,1,0,0,0,1,1,1,3,-5.211,-2.2053,0.998176,0.988703,0.810599,"Q61830","Macrophage mannose receptor 1 OS=Mus musculus GN=Mrc1 PE=1 SV=2                   "
"1601","m.33573",158,2,1,0,1,2,1,0,1,1,0,-7.305,-2.6708,0.979639,0.991742,0.70394,"Q9VHM2","UPF0505 protein CG8202 OS=Drosophila melanogaster GN=CG8202 PE=2 SV=3                    "
"1602","m.33585",222,2,3,2,4,4,0,4,4,3,6,-3.126,-1.7075,1,0.974552,0.856603,"9153914","Hypothetical transporter OS=Cyanothece sp. CCY0110 GN=CY0110_03479 PE=4 SV=1                    "
"1603","m.33735",105,0,1,0,0,1,0,0,0,1,1,-6.247,-2.1269,0.998345,0.987541,0.82119,NA,NA
"1604","m.33765",180,0,1,0,0,0,0,1,1,1,1,-6.003,-1.8892,0.998035,0.981966,0.844908,"Q5F3X4","116 kDa U5 small nuclear ribonucleoprotein component OS=Gallus gallus GN=EFTUD2 PE=2 SV=1                "
"1605","m.3377",199,6,6,7,6,5,4,6,6,6,6,-6.473,-3.5164,0.662056,0.950986,0.322246,"O16277","Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3                    "
"1606","m.33823",263,5,5,6,9,11,5,11,7,10,8,-3.007,-1.7125,1,0.974829,0.856336,"3629642","Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1                     "
"1607","m.33850",297,0,0,0,0,0,0,0,0,1,0,-7.789,-3.1032,0.84873,0.976017,0.531803,"XP_001630570","predicted protein [Nematostella vectensis]                        "
"1608","m.33851",449,2,3,1,0,0,0,1,0,0,1,-6.662,-3.1835,0.818063,0.971364,0.493359,"Q13231","Chitotriosidase-1 OS=Homo sapiens GN=CHIT1 PE=1 SV=1                      "
"1609","m.33885",143,2,0,0,0,2,0,0,1,1,0,-6.204,-2.356,0.999743,0.990511,0.78512,NA,NA
"1610","m.33899",140,2,2,2,1,2,1,1,1,2,2,-7.306,-2.8812,0.925659,0.986717,0.628041,"Q922D8","C-1-tetrahydrofolate synthase cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=4                           "
"1611","m.3392",310,0,0,0,0,0,0,0,1,0,0,-6.441,-2.4097,1,0.99108,0.774114,"4191201","Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1               "
"1612","m.34056",168,4,5,1,2,4,1,3,1,6,5,-4.633,-2.2225,0.998253,0.98893,0.808053,"P27653","C-1-tetrahydrofolate synthase cytoplasmic OS=Rattus norvegicus GN=Mthfd1 PE=1 SV=3                           "
"1613","m.3406",975,0,0,0,0,0,0,1,1,0,0,-7.697,-2.4177,1,0.99116,0.772379,"P22607","Fibroblast growth factor receptor 3 OS=Homo sapiens GN=FGFR3 PE=1 SV=1                  "
"1614","m.34074",300,4,3,0,1,0,2,0,2,1,1,-7.193,-2.5363,0.996325,0.99205,0.743596,"P28622","Endoglucanase 4 OS=Bacillus sp. (strain KSM-522) PE=3 SV=2                    "
"1615","m.3410",419,2,3,2,2,4,1,2,5,4,2,-7.975,-2.9292,0.910153,0.984782,0.608569,"Q8N8S7","Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2                    "
"1616","m.34124",301,0,2,1,2,2,0,1,0,1,1,-7.168,-2.875,0.927601,0.986947,0.6305,"P25325","3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST PE=1 SV=3                     "
"1617","m.3414",517,0,1,0,0,1,0,0,0,1,0,-7.082,-2.7158,0.970624,0.991167,0.689067,"P41240","Tyrosine-protein kinase CSK OS=Homo sapiens GN=CSK PE=1 SV=1                    "
"1618","m.34153",162,1,2,0,0,1,1,1,1,2,2,-7.321,-2.0498,0.998799,0.986102,0.830149,"P48816","Lysozyme OS=Bombyx mori PE=1 SV=1                       "
"1619","m.34157",102,12,17,13,16,14,10,14,15,13,15,-2.141,-1.1282,0.999925,0.884669,0.873283,NA,NA
"1620","m.34165",271,2,1,1,2,2,0,1,2,1,2,-8.793,-4.8644,0.036795,0.896109,0.003899,NA,NA
"1621","m.34189",296,4,6,3,3,6,1,5,3,4,4,-6.877,-2.8649,0.930729,0.987313,0.634479,"P55264","Adenosine kinase OS=Mus musculus GN=Adk PE=1 SV=2                     "
"1622","m.342",284,16,15,10,15,12,6,10,8,17,17,-4.923,-3.9138,0.380687,0.926656,0.145361,"P81004","Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis GN=vdac2 PE=1 SV=1                  "
"1623","m.3422",302,0,0,0,0,2,2,0,0,1,2,-6.392,-2.873,0.928226,0.987021,0.631291,NA,NA
"1624","m.34230",432,1,1,0,2,2,1,1,0,1,2,-7.366,-2.7947,0.951167,0.989499,0.661164,"B4NC41","Nuclear cap-binding protein subunit 1 OS=Drosophila willistoni GN=Cbp80 PE=3 SV=1                  "
"1625","m.3426",883,0,0,0,0,1,0,1,0,0,1,-7.098,-2.4443,0.999897,0.991413,0.766425,"Q9W735","Prominin-1-A OS=Danio rerio GN=prom1a PE=2 SV=2                      "
"1626","m.34307",327,1,1,1,1,3,0,0,1,2,3,-6.871,-3.2237,0.802081,0.968957,0.473492,"Q8K010","5-oxoprolinase OS=Mus musculus GN=Oplah PE=2 SV=1                      "
"1627","m.34320",345,5,5,4,4,6,1,5,4,5,5,-4.342,-2.6475,0.98364,0.991938,0.711333,"O16025","Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1                    "
"1628","m.3433",518,0,1,0,1,0,0,1,0,0,1,-9.784,-3.7322,0.514579,0.937701,0.21752,"3275692","Predicted protein OS=Nematostella vectensis GN=v1g232854 PE=4 SV=1                     "
"1629","m.34388",510,1,3,1,1,2,0,1,1,2,2,-6.769,-2.3753,0.999921,0.990721,0.781291,"P51659","Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3                  "
"1630","m.34425",200,2,3,3,2,5,2,3,2,2,2,-6.093,-2.8635,0.931163,0.987363,0.635028,NA,NA
"1631","m.3444",334,1,2,1,0,2,1,0,1,3,2,-7.171,-2.6643,0.980789,0.991804,0.706024,"P26270","26S proteasome non-ATPase regulatory subunit 7 OS=Drosophila melanogaster GN=Rpn8 PE=1 SV=6                 "
"1632","m.34462",419,6,8,5,5,7,4,6,8,9,9,-6.782,-4.3953,0.158574,0.905082,0.033336,"A5PKH3","Fumarylacetoacetase OS=Bos taurus GN=FAH PE=2 SV=1                      "
"1633","m.34493",172,7,8,5,3,10,3,2,4,7,8,-6.898,-4.1201,0.262247,0.9155,0.084179,"P46426","Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1                      "
"1634","m.34511",252,0,1,0,0,0,0,0,0,0,1,-7.59,-3.2244,0.801799,0.968914,0.473143,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"1635","m.34529",167,1,2,0,0,0,0,1,1,2,0,-6.821,-2.7271,0.968106,0.990981,0.685211,"Q8W593","Probable lactoylglutathione lyase chloroplast OS=Arabidopsis thaliana GN=At1g67280 PE=2 SV=1                           "
"1636","m.34604",140,4,4,1,3,1,0,2,4,2,2,-5.15,-2.6027,0.990009,0.992134,0.724939,NA,NA
"1637","m.34605",160,1,1,1,0,1,0,0,1,1,1,-5.787,-2.4344,0.999994,0.991321,0.768674,"3275455","Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1                     "
"1638","m.3462",8400,22,21,6,13,18,6,11,9,13,19,-4.466,-2.4879,0.998852,0.991772,0.756042,"Q9QXZ0","Microtubule-actin cross-linking factor 1 OS=Mus musculus GN=Macf1 PE=1 SV=2                   "
"1639","m.3463",3039,11,12,6,11,10,5,9,9,11,10,-7.541,-3.3092,0.766269,0.963743,0.430108,"Q9QXZ0","Microtubule-actin cross-linking factor 1 isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4 739                           "
"1640","m.34688",318,4,4,1,1,1,0,0,0,3,1,-6.685,-2.6901,0.975979,0.991528,0.697656,NA,NA
"1641","m.34690",147,0,2,1,1,2,1,2,0,1,2,-6.579,-2.2943,0.998944,0.989809,0.796457,"O43897","Tolloid-like protein 1 OS=Homo sapiens GN=TLL1 PE=1 SV=1                    "
"1642","m.347",455,43,38,18,21,37,18,29,32,43,50,-5.724,-3.1357,0.836502,0.974164,0.516454,"P17336","Catalase OS=Drosophila melanogaster GN=Cat PE=1 SV=2                      "
"1643","m.34713",109,2,2,1,1,1,0,1,2,1,1,-5.989,-1.8164,0.997747,0.979535,0.850125,"3289220","Predicted protein OS=Nematostella vectensis GN=v1g225333 PE=4 SV=1                     "
"1644","m.3477",1085,21,27,12,14,21,7,15,18,23,20,-3.585,-2.2567,0.99849,0.989359,0.802731,"P11498","Pyruvate carboxylase mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2                           "
"1645","m.34772",240,1,2,0,0,1,1,0,0,2,2,-7.834,-2.9573,0.900742,0.983536,0.596818,"Q5T1M5","FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2                    "
"1646","m.34789",370,0,0,0,0,1,0,0,0,0,1,-7.526,-2.3195,0.999272,0.990101,0.791989,"F1MA98","Nucleoprotein TPR OS=Rattus norvegicus GN=Tpr PE=1 SV=1                     "
"1647","m.348",295,10,11,5,7,5,4,7,8,8,9,-5.814,-4.0384,0.303713,0.919631,0.105861,"5274797","Galaxin OS=Galaxea fascicularis GN=galaxin PE=2 SV=1                      "
"1648","m.3494",2140,165,173,105,128,122,74,118,127,130,136,-4.397,-6.1153,1.6e-05,0.883754,1e-06,"P16086","Spectrin alpha chain non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2                           "
"1649","m.34954",142,0,1,1,2,2,0,2,0,2,2,-6.59,-2.7925,0.951756,0.989557,0.661973,NA,NA
"1650","m.34960",270,0,2,0,0,0,0,1,1,1,1,-8.522,-2.5993,0.990412,0.99214,0.725938,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"1651","m.34980",153,0,0,0,0,1,1,1,1,1,1,-5.939,-2.2647,0.99859,0.989457,0.801434,"Q5R4W3","DNA polymerase epsilon subunit 3 OS=Pongo abelii GN=POLE3 PE=2 SV=1                  "
"1652","m.34991",288,3,4,2,3,2,1,3,2,4,5,-5.779,-1.5308,0.999995,0.961592,0.864335,"P55567","Uncharacterized protein y4mH OS=Rhizobium sp. (strain NGR234) GN=NGR_a02510 PE=4 SV=1                  "
"1653","m.34996",174,2,1,0,0,1,0,0,1,1,1,-7.63,-3.1703,0.823212,0.972145,0.499797,NA,NA
"1654","m.3502",403,0,1,0,0,0,0,0,0,0,1,-8.285,-3.123,0.841309,0.974894,0.522487,"Q80X82","Symplekin OS=Mus musculus GN=Sympk PE=1 SV=1                      "
"1655","m.35068",261,0,0,3,4,2,2,3,3,4,2,-5.953,-2.0175,0.998878,0.985394,0.833518,"4396302","Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1                     "
"1656","m.35071",140,2,2,3,4,3,1,2,3,3,2,-5.334,-1.5291,0.999995,0.96143,0.864395,NA,NA
"1657","m.35100",307,0,1,1,1,0,0,1,1,1,0,-5.776,-1.8222,0.997721,0.979747,0.849739,"Q00651","Integrin alpha-4 OS=Mus musculus GN=Itga4 PE=1 SV=1                     "
"1658","m.35136",334,1,4,1,2,2,1,2,3,4,4,-4.147,-1.8162,0.997749,0.979528,0.850139,NA,NA
"1659","m.35147",172,3,3,2,2,1,0,2,2,2,2,-7.201,-3.2264,0.80099,0.968794,0.472145,"Q5E9E2","Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3                  "
"1660","m.35243",207,0,1,0,0,1,0,0,0,1,1,-6.295,-1.8282,0.997698,0.979962,0.849333,"Q9UHD2","Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1                    "
"1661","m.35307",214,2,2,0,0,1,0,0,0,1,1,-5.788,-1.5833,0.999999,0.966185,0.862355,"P46940","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1                   "
"1662","m.3535",553,2,1,0,0,0,0,0,0,1,1,-5.927,-2.0799,0.998643,0.986704,0.82681,"Q4R8N7","Stress-induced-phosphoprotein 1 OS=Macaca fascicularis GN=STIP1 PE=2 SV=1                     "
"1663","m.3543",203,1,1,1,1,1,1,1,0,1,1,-6.064,-2.3537,0.999697,0.990485,0.785567,"4204622","Lipoxygenase OS=Actineria villosa GN=Avt-lox PE=2 SV=1                      "
"1664","m.3547",337,0,1,0,3,1,1,1,1,2,0,-7.524,-2.4455,0.999881,0.991424,0.766149,"44550403","RimK domain protein ATP-grasp OS=Rhodomicrobium vannielii (strain ATCC 17100 / ATH 3.1.1 / DSM 162 / LMG 4299) GN=Rvan_2759 PE=4 SV=1       "
"1665","m.3549",388,0,0,0,0,1,0,0,0,1,0,-7.262,-2.3676,0.999872,0.990638,0.782836,"Q91W89","Alpha-mannosidase 2C1 OS=Mus musculus GN=Man2c1 PE=2 SV=1                     "
"1666","m.355",256,34,36,26,28,33,18,26,29,34,31,-2.731,-2.2658,0.998596,0.98947,0.801254,"P46437","Glutathione S-transferase OS=Musca domestica PE=2 SV=1                      "
"1667","m.35511",123,3,3,1,1,1,1,2,2,2,1,-7.717,-2.6764,0.978603,0.991685,0.702132,"O00160","Unconventional myosin-If OS=Homo sapiens GN=MYO1F PE=1 SV=3                     "
"1668","m.35539",566,0,1,0,1,1,0,1,1,1,1,-6.979,-2.13,0.998319,0.987592,0.820801,"A7SDW5","Eukaryotic translation initiation factor 3 subunit L OS=Nematostella vectensis GN=v1g169424 PE=3 SV=1                "
"1669","m.35564",204,4,4,1,1,2,1,1,1,3,2,-7.337,-3.063,0.863537,0.978234,0.550366,"Q70UZ7","von Willebrand factor A domain-containing protein 2 OS=Mus musculus GN=Vwa2 PE=1 SV=1                "
"1670","m.35586",136,0,0,0,0,1,1,0,1,0,1,-6.399,-2.4501,0.99979,0.991465,0.765088,"Q8NDA8","Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3                "
"1671","m.3559",327,1,1,0,0,0,0,0,0,0,0,-8.836,-3.6124,0.601221,0.945084,0.273752,"O75897","Sulfotransferase 1C4 OS=Homo sapiens GN=SULT1C4 PE=1 SV=2                     "
"1672","m.3565",211,6,7,2,3,2,1,2,3,6,3,-5.194,-2.7,0.97398,0.9914,0.694377,"Q7ZYG4","Osteoclast-stimulating factor 1 OS=Xenopus laevis GN=ostf1 PE=2 SV=1                    "
"1673","m.357",733,0,1,0,0,0,1,0,0,0,0,-8.602,-3.4497,0.699175,0.955089,0.356909,"P00451","Coagulation factor VIII OS=Homo sapiens GN=F8 PE=1 SV=1                    "
"1674","m.35843",140,0,2,1,1,2,2,1,1,2,2,-7.703,-2.7445,0.964055,0.990659,0.679181,"4497506","Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      "
"1675","m.3586",360,1,1,0,0,0,0,0,0,0,0,-7.361,-2.1254,0.998361,0.987516,0.821377,"P50867","Cysteine synthase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=cysB PE=3 SV=2       "
"1676","m.35895",213,2,2,0,1,1,0,0,1,2,1,-5.467,-2.4159,1,0.991142,0.772771,"O18806","Coagulation factor VIII OS=Canis familiaris GN=F8 PE=2 SV=1                    "
"1677","m.35911",133,9,10,7,8,10,4,8,9,9,10,-5.832,-2.6358,0.985471,0.992011,0.714964,"Q9VEN1","Filamin-A OS=Drosophila melanogaster GN=cher PE=1 SV=2                      "
"1678","m.36003",135,2,3,2,2,2,4,4,2,3,4,-5.263,-1.3789,0.999984,0.943195,0.868832,"Q13561","Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4                    "
"1679","m.3601",988,0,0,0,1,1,0,2,1,1,0,-7.99,-5.1322,0.008539,0.892578,0.000902,"Q96D71","RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens GN=REPS1 PE=1 SV=3                  "
"1680","m.36024",385,12,12,13,13,15,10,13,13,15,17,-8.712,-5.7175,0.000272,0.886561,2.2e-05,"Q9BYH1","Seizure 6-like protein OS=Homo sapiens GN=SEZ6L PE=1 SV=1                    "
"1681","m.36049",334,6,7,1,2,3,1,2,3,6,4,-9.458,-4.3132,0.185697,0.907634,0.045146,"Q6LUR4","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Photobacterium profundum GN=mtnN PE=3 SV=1                     "
