"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1250","m.25801",239,13,12,7,8,7,7,3,7,6,7,-2.136,-0.5701,0.7193,0.411379,0.965263,"O73888","Hematopoietic prostaglandin D synthase OS=Gallus gallus GN=HPGDS PE=1 SV=3                   "
"1251","m.25802",790,1,1,1,0,1,0,0,0,1,2,-5.648,-2.0549,0.999999,0.966525,0.823854,"P24043","Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4                    "
"1252","m.25826",146,12,14,11,12,12,12,13,14,12,16,-2.387,-1.2057,1,0.883128,0.964704,"P98088","Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3                     "
"1253","m.25835",116,6,4,2,2,4,1,0,1,5,3,-3.281,-0.9058,0.985246,0.727148,0.970048,NA,NA
"1254","m.25869",277,3,4,1,3,2,0,2,2,3,4,-3.505,-0.9306,0.992464,0.745947,0.969877,"P22984","Amidase OS=Rhodococcus erythropolis GN=amdA PE=1 SV=2                      "
"1255","m.25878",131,0,0,0,0,0,0,0,1,3,1,-3.684,-1.0874,1,0.83906,0.967555,NA,NA
"1256","m.25912",450,1,1,0,0,1,0,0,0,2,0,-5.74,-2.211,0.980909,0.968406,0.720494,NA,NA
"1257","m.25930",109,1,2,2,2,1,0,1,2,1,3,-4.367,-1.5027,0.999971,0.938875,0.950099,"P21845","Tryptase beta-2 OS=Mus musculus GN=Tpsb2 PE=1 SV=2                     "
"1258","m.25949",781,2,4,1,1,3,0,1,2,1,1,-6.53,-2.0958,0.999996,0.967192,0.801236,"Q6DN12","Multiple C2 and transmembrane domain-containing protein 2 OS=Homo sapiens GN=MCTP2 PE=1 SV=3                "
"1259","m.25982",154,1,1,2,1,1,1,1,1,2,2,-3.489,-1.1185,1,0.852453,0.966911,"P20280","60S ribosomal protein L21 OS=Rattus norvegicus GN=Rpl21 PE=1 SV=3                   "
"1260","m.25985",421,20,19,10,15,17,11,14,15,18,19,-4.087,-1.4001,1,0.925596,0.956789,"P52209","6-phosphogluconate dehydrogenase decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3                           "
"1261","m.260",236,0,2,0,0,1,0,1,1,1,0,-6.27,-2.2614,0.963963,0.968472,0.678121,"O70521","Regulator of G-protein signaling 19 OS=Rattus norvegicus GN=Rgs19 PE=1 SV=1                  "
"1262","m.2600",343,7,7,2,4,5,3,3,5,4,5,-3.691,-1.1773,1,0.874144,0.965494,"P00767","Chymotrypsinogen B OS=Bos taurus PE=1 SV=1                      "
"1263","m.26006",448,70,71,47,55,56,38,54,59,66,69,-3.993,-2.7268,0.679427,0.963718,0.186587,"P94598","Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2        "
"1264","m.26013",535,1,2,1,1,2,0,0,0,0,1,-5.522,-1.6943,1,0.954265,0.92952,"Q5ZLM0","Parafibromin OS=Gallus gallus GN=CDC73 PE=2 SV=1                      "
"1265","m.26049",373,0,1,0,0,1,0,0,0,1,1,-5.705,-1.8108,1,0.959878,0.90857,NA,NA
"1266","m.26080",182,1,1,2,0,1,1,0,1,1,1,-4.67,-1.4216,1,0.928772,0.955566,"A7RFA1","Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1                     "
"1267","m.26081",187,11,11,5,6,6,8,7,8,7,8,-2.281,-0.8915,0.980436,0.715866,0.97011,"Q96CG8","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 "
"1268","m.2609",814,2,1,1,3,3,2,0,1,2,3,-4.451,-1.4548,1,0.933244,0.953501,"Q8TCJ2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1                   "
"1269","m.26093",209,3,2,1,2,2,3,1,1,3,2,-3.988,-1.2452,1,0.894225,0.963474,"Q96FZ7","Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3                  "
"1270","m.26096",232,1,1,1,0,0,1,0,2,0,0,-4.303,-1.4005,1,0.925657,0.956767,"Q5ZKI4","Coiled-coil domain-containing protein 93 OS=Gallus gallus GN=CCDC93 PE=2 SV=1                   "
"1271","m.2611",732,8,11,1,4,6,1,6,6,8,7,-3.844,-1.1402,1,0.86098,0.966421,"P81439","Equistatin OS=Actinia equina PE=1 SV=1                       "
"1272","m.26121",284,1,1,0,0,0,0,0,0,0,0,-5.258,-1.9172,1,0.963442,0.880308,"Q0KL02","Triple functional domain protein OS=Mus musculus GN=Trio PE=1 SV=3                   "
"1273","m.26158",399,5,5,3,6,5,2,3,4,5,6,-4.063,-1.3208,1,0.911631,0.960628,"Q9H3P7","Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4                   "
"1274","m.26179",500,1,3,0,0,2,0,0,1,2,2,-4.402,-1.5241,0.999865,0.94111,0.9484,"P34897","Serine hydroxymethyltransferase mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3                           "
"1275","m.26235",513,1,1,1,2,2,1,2,2,2,2,-4.829,-1.5387,0.9999,0.942546,0.947171,"O35343","Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1                    "
"1276","m.26261",222,1,2,1,0,3,1,1,0,2,3,-5.579,-2.1077,0.999996,0.967369,0.794055,NA,NA
"1277","m.26278",149,1,1,0,0,1,2,0,0,1,1,-5.47,-1.4922,1,0.937717,0.950891,"3275035","Predicted protein OS=Nematostella vectensis GN=v1g207416 PE=4 SV=1                     "
"1278","m.26302",181,4,6,1,0,2,1,2,3,3,5,-4.573,-1.4064,1,0.926551,0.956439,"O70624","Myocilin OS=Mus musculus GN=Myoc PE=1 SV=1                      "
"1279","m.2633",542,1,1,0,0,0,1,0,0,0,0,-5.992,-2.159,0.995578,0.968034,0.759837,"Q96JN8","Neuralized-like protein 4 OS=Homo sapiens GN=NEURL4 PE=1 SV=2                    "
"1280","m.26336",389,1,1,2,1,3,2,2,2,3,3,-3.286,-0.9817,0.999996,0.781421,0.96929,"P84169","26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1                 "
"1281","m.26339",197,3,3,1,2,2,1,2,1,1,2,-5.551,-1.7902,1,0.959033,0.912919,"Q9Y5H8","Protocadherin alpha-3 OS=Homo sapiens GN=PCDHA3 PE=2 SV=1                     "
"1282","m.26379",171,3,4,1,1,4,1,3,3,3,4,-4.883,-1.7102,1,0.955162,0.927134,"Q9U6D3","Calmodulin OS=Myxine glutinosa PE=2 SV=3                       "
"1283","m.26381",192,0,1,0,0,0,0,0,1,0,1,-4.447,-1.0608,0.999999,0.826414,0.968053,"Q7JZB4","Mannose-1-phosphate guanyltransferase beta OS=Drosophila melanogaster GN=CG1129 PE=2 SV=1                    "
"1284","m.26409",122,1,2,1,1,2,1,1,2,2,3,-4.672,-1.837,1,0.960874,0.902563,"4765919","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1                     "
"1285","m.26426",199,0,0,0,0,1,0,0,0,1,0,-5.217,-1.7204,1,0.955713,0.925534,"Q921X9","Protein disulfide-isomerase A5 OS=Mus musculus GN=Pdia5 PE=2 SV=1                    "
"1286","m.26433",413,0,1,0,0,0,1,0,1,0,1,-5.629,-2.3275,0.938532,0.968208,0.616341,"Q6MZM0","Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2                    "
"1287","m.26466",184,5,8,1,0,3,0,2,1,3,5,-4.319,-1.4188,1,0.928371,0.95573,"Q9H2M3","S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1                    "
"1288","m.26519",179,0,0,0,0,1,0,0,1,0,1,-3.725,-1.335,1,0.91442,0.960011,NA,NA
"1289","m.2654",386,0,0,0,0,0,0,0,0,1,0,-5.567,-1.5849,1,0.946667,0.942856,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"1290","m.2655",450,4,5,3,3,3,2,2,3,5,6,-3.814,-1.361,1,0.919186,0.958805,"Q0BUQ2","Elongation factor Tu OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=tuf PE=3 SV=1               "
"1291","m.266",1469,0,2,1,6,4,0,3,3,4,3,-4.676,-2.0752,0.999997,0.966868,0.813016,"O88307","Sortilin-related receptor OS=Mus musculus GN=Sorl1 PE=1 SV=3                     "
"1292","m.26602",100,2,1,0,1,2,0,1,1,2,2,-5.778,-1.698,1,0.954478,0.928977,"O95208","Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3                      "
"1293","m.26650",151,0,1,0,0,1,1,1,2,1,1,-4.482,-1.3367,1,0.914745,0.959936,"Q95NR9","Calmodulin OS=Metridium senile PE=1 SV=3                       "
"1294","m.26683",335,1,1,1,1,2,1,1,1,1,1,-5.085,-1.8122,1,0.959933,0.908263,"Q92973","Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2                      "
"1295","m.267",1212,0,0,0,1,1,0,1,0,1,0,-6.848,-2.4579,0.880982,0.966974,0.476568,"P16621","Tyrosine-protein phosphatase Lar OS=Drosophila melanogaster GN=Lar PE=1 SV=2                    "
"1296","m.26709",377,1,1,0,1,2,1,1,0,0,1,-4.13,-1.1789,1,0.874674,0.965452,"P79114","Unconventional myosin-X OS=Bos taurus GN=MYO10 PE=1 SV=1                     "
"1297","m.26727",287,1,1,1,0,0,0,0,0,0,0,-5.268,-1.4185,1,0.928328,0.955748,"Q6B6N4","Proliferating cell nuclear antigen OS=Haplochromis burtoni GN=pcna PE=2 SV=1                   "
"1298","m.26751",180,3,2,2,4,3,1,3,1,2,2,-4.393,-1.5431,0.999932,0.942966,0.946789,"43773995","Uncharacterized protein OS=Xanthomonas albilineans (strain GPE PC73 / CFBP 7063) GN=XALC_2793 PE=4 SV=1               "
"1299","m.2677",291,0,2,3,6,2,1,2,2,3,2,-5.085,-1.8533,1,0.961452,0.898536,"Q9NYR8","Retinol dehydrogenase 8 OS=Homo sapiens GN=RDH8 PE=1 SV=1                    "
"1300","m.26788",760,7,6,3,3,6,2,3,1,6,6,-5.828,-1.9363,1,0.96396,0.87401,"P15690","NADH-ubiquinone oxidoreductase 75 kDa subunit mitochondrial OS=Bos taurus GN=NDUFS1 PE=1 SV=1                           "
"1301","m.26791",181,0,0,0,0,0,1,1,0,1,0,-3.374,-1.0823,1,0.836723,0.967654,"Q5RCC1","Engulfment and cell motility protein 2 OS=Pongo abelii GN=ELMO2 PE=2 SV=1                 "
"1302","m.26871",106,2,4,2,2,2,3,2,1,3,3,-4.024,-1.423,1,0.928971,0.955484,NA,NA
"1303","m.26880",126,5,5,5,6,5,2,5,4,5,4,-4.656,-2.151,0.997551,0.967947,0.765496,"Q98943","Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2                      "
"1304","m.26896",558,0,1,0,0,0,0,0,0,0,0,-6.038,-1.6481,1,0.951383,0.935759,"Q9TXQ1","Poly(ADP-ribose) polymerase pme-5 OS=Caenorhabditis elegans GN=pme-5 PE=2 SV=1                    "
"1305","m.26907",311,9,9,8,9,10,6,9,11,13,15,-4.058,-1.6023,1,0.948064,0.94105,"Q7SXV9","Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1                      "
"1306","m.26926",313,6,8,4,6,6,3,6,5,7,9,-4.874,-1.9643,1,0.964661,0.863973,"O55125","Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1                   "
"1307","m.26933",140,3,5,5,5,5,3,5,4,5,4,-1.824,-0.7369,0.893048,0.576707,0.969139,"Q2HJ57","Coactosin-like protein OS=Bos taurus GN=COTL1 PE=2 SV=3                     "
"1308","m.26940",335,8,6,3,3,6,0,5,4,8,7,-5.803,-1.7993,1,0.959413,0.911037,"P00636","Fructose-16-bisphosphatase 1 OS=Sus scrofa GN=FBP1 PE=1 SV=4                           "
"1309","m.26952",376,48,47,35,40,43,40,42,45,48,45,-3.12,-1.921,1,0.963548,0.879089,NA,NA
"1310","m.26956",495,16,17,9,11,16,6,13,10,17,14,-2.766,-0.9922,0.999999,0.788084,0.969145,NA,NA
"1311","m.26970",515,1,2,0,0,1,0,1,1,0,0,-6.421,-2.0175,0.999999,0.965825,0.841956,"Q15637","Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4                    "
"1312","m.26981",281,4,5,3,1,5,2,3,5,9,5,-3.317,-0.8309,0.954323,0.66471,0.970082,"Q8BP92","Reticulocalbin-2 OS=Mus musculus GN=Rcn2 PE=2 SV=1                      "
"1313","m.2705",268,17,14,9,9,12,7,9,10,13,14,-3.777,-1.3715,1,0.920992,0.958289,"Q9MYP6","17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1                    "
"1314","m.27078",180,8,10,8,8,7,5,8,8,10,9,-1.524,-0.4794,0.600457,0.327443,0.962406,NA,NA
"1315","m.27110",419,1,1,0,1,2,0,1,1,2,2,-4.841,-1.4198,1,0.928515,0.955672,"Q58A65","C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2                   "
"1316","m.27111",329,2,2,1,0,1,1,2,3,2,2,-4.163,-1.1026,1,0.845785,0.967249,"Q9VKJ0","Homogentisate 12-dioxygenase OS=Drosophila melanogaster GN=hgo PE=1 SV=3                           "
"1317","m.27117",475,5,6,2,5,6,1,3,4,5,4,-5.533,-1.5852,1,0.946691,0.942826,"Q9DE27","RuvB-like 2 OS=Xenopus laevis GN=ruvbl2 PE=2 SV=1                     "
"1318","m.27125",414,0,0,1,1,1,0,1,1,1,1,-5.283,-1.8326,1,0.960713,0.903611,"Q5RBU7","Lysosomal Pro-X carboxypeptidase OS=Pongo abelii GN=PRCP PE=2 SV=1                    "
"1319","m.2713",305,2,2,1,1,2,2,1,1,2,3,-5.691,-1.6723,1,0.952947,0.932614,"Q0P4P2","Fibrinogen C domain-containing protein 1 OS=Xenopus tropicalis GN=fibcd1 PE=2 SV=1                  "
"1320","m.27134",171,0,1,0,0,1,0,0,0,0,0,-5.651,-1.5502,0.999999,0.94363,0.946159,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"1321","m.2715",610,23,24,19,24,19,8,19,23,25,20,-3.296,-1.3127,1,0.909978,0.960968,"Q923L3","CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=2 SV=2                 "
"1322","m.27183",206,0,1,0,1,1,1,1,0,1,1,-4.684,-1.3929,1,0.924479,0.95718,"3266122","Predicted protein OS=Nematostella vectensis GN=v1g236282 PE=4 SV=1                     "
"1323","m.27197",142,2,2,3,3,3,3,3,3,3,4,-2.94,-0.9755,0.999996,0.777381,0.969373,NA,NA
"1324","m.27198",282,0,1,0,0,0,0,0,0,0,0,-4.848,-1.6068,1,0.948412,0.940566,"Q9YGP5","RNA-binding protein with multiple splicing OS=Xenopus laevis GN=rbpms PE=2 SV=1                  "
"1325","m.27204",360,1,1,0,0,0,0,1,0,0,0,-4.332,-1.4459,1,0.932094,0.954077,"Q9UKP5","A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2               "
"1326","m.2723",969,0,1,0,0,0,0,1,1,1,1,-6.336,-1.8645,1,0.961832,0.895632,"Q92614","Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3                     "
"1327","m.27234",308,19,20,14,10,16,7,12,13,20,17,0.446,0.2072,0.065145,0.01819,0.947731,"P79136","F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1                   "
"1328","m.27301",1031,0,0,0,0,1,0,0,0,1,0,-5.51,-1.7037,1,0.954801,0.928125,"Q99LI8","Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus GN=Hgs PE=1 SV=2                 "
"1329","m.27343",272,1,2,0,0,1,1,0,0,2,2,-3.677,-1.331,1,0.913649,0.960188,NA,NA
"1330","m.27366",279,1,2,1,2,1,1,1,1,2,2,-4.413,-1.2366,1,0.891938,0.963755,"Q5RB68","Insulin-like growth factor 2 mRNA-binding protein 2 OS=Pongo abelii GN=IGF2BP2 PE=2 SV=1                "
"1331","m.2737",226,1,1,1,1,1,0,1,1,1,2,-4.703,-2.0779,1,0.966912,0.811518,NA,NA
"1332","m.27407",217,1,1,1,1,1,0,1,0,0,0,-4.818,-1.6542,1,0.951789,0.934991,"Q92002","Unconventional myosin-Ic OS=Lithobates catesbeiana GN=Myo1c PE=2 SV=1                     "
"1333","m.2744",660,3,5,0,0,0,0,0,0,0,2,-4.22,-1.6445,1,0.951139,0.936206,"Q6TMK4","Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1                     "
"1334","m.27472",139,1,2,0,0,0,0,1,0,0,1,-4.022,-1.4084,1,0.926849,0.956327,"B0DZL3","Probable Xaa-Pro aminopeptidase P OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) GN=AMPP PE=3 SV=1              "
"1335","m.2749",624,0,0,0,0,1,0,0,0,0,0,-4.882,-1.7583,1,0.957609,0.919065,"Q13614","Myotubularin-related protein 2 OS=Homo sapiens GN=MTMR2 PE=1 SV=4                    "
"1336","m.27519",235,3,3,4,4,3,2,4,4,3,3,-3.463,-1.1139,1,0.850561,0.967011,"P0C6B8","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           "
"1337","m.2752",168,11,11,8,7,11,7,8,8,9,11,-3.409,-1.0623,1,0.827158,0.968026,"P59999","Actin-related protein 3-Feb complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3                 "
"1338","m.27567",293,0,0,0,0,1,1,0,0,0,1,-4.713,-1.2657,1,0.899407,0.96277,"Q8N0W3","L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2                     "
"1339","m.2758",817,0,0,0,0,0,0,0,0,0,1,-4.939,-1.4189,1,0.928386,0.955724,"Q80T79","CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3                 "
"1340","m.27586",330,7,12,2,5,5,0,1,4,7,9,-3.686,-1.2405,1,0.892984,0.963629,"Q61425","Hydroxyacyl-coenzyme A dehydrogenase mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2                           "
"1341","m.27600",192,1,1,0,0,0,0,0,0,0,2,-4.366,-1.5844,1,0.946625,0.942907,"P86854","Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1                      "
"1342","m.27605",263,3,4,1,2,4,1,2,4,3,3,-2.48,-0.629,0.789351,0.469348,0.966892,"P70195","Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1                   "
"1343","m.27613",234,4,5,1,3,3,1,2,2,4,3,-5.117,-1.6643,1,0.952443,0.933683,"P25787","Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2                   "
"1344","m.27614",142,6,6,4,4,6,1,4,5,6,6,-3.506,-0.9938,0.999996,0.78908,0.969122,"Q7T2B9","Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1                      "
"1345","m.27625",216,0,0,1,1,1,1,0,0,0,0,-3.434,-1.2655,1,0.899359,0.962777,"Q14696","LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2                    "
"1346","m.27628",467,1,1,1,1,2,1,1,1,0,1,-5.704,-2.0587,0.999999,0.966591,0.821881,"Q99755","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1                  "
"1347","m.2764",1523,1,1,1,2,1,0,1,1,0,1,-6.084,-2.3875,0.913144,0.967721,0.554589,"P48634","Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3                     "
"1348","m.27646",180,4,4,3,3,5,3,3,5,4,6,-3.61,-1.0925,1,0.841356,0.967454,"Q9D8I1","Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2                 "
"1349","m.2765",1329,1,2,0,2,2,2,0,1,3,2,-5.904,-1.7814,1,0.958655,0.914684,"3288684","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1                    "
"1350","m.27658",363,1,1,1,2,1,1,0,0,2,1,-4.877,-1.6917,1,0.954114,0.929898,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"1351","m.27664",165,4,6,1,1,4,2,1,1,4,5,-3.885,-1.3258,1,0.912629,0.960414,NA,NA
"1352","m.27687",497,2,3,2,3,3,1,2,2,3,3,-3.353,-1.2218,1,0.887837,0.964222,"Q2KJ46","26S proteasome non-ATPase regulatory subunit 3 OS=Bos taurus GN=PSMD3 PE=2 SV=1                 "
"1353","m.27700",104,6,7,5,7,6,4,7,5,7,5,-1.85,-0.5811,0.732955,0.422059,0.965584,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"1354","m.27714",423,0,1,1,1,1,0,1,0,1,1,-5.275,-1.6159,1,0.949102,0.939564,"P12007","Isovaleryl-CoA dehydrogenase mitochondrial OS=Rattus norvegicus GN=Ivd PE=1 SV=2                           "
"1355","m.27716",303,0,0,0,0,0,0,1,0,1,0,-4.614,-1.7723,1,0.958252,0.916452,"O14562","Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens GN=UBFD1 PE=1 SV=2                   "
"1356","m.27731",112,0,0,1,0,0,0,0,0,1,0,-3.894,-1.3056,1,0.90849,0.961258,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"1357","m.27757",157,3,3,2,2,3,3,2,2,3,3,-2.917,-0.7549,0.906869,0.59418,0.969399,"P13608","Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    "
"1358","m.27772",428,2,3,2,2,3,1,2,1,3,2,-4.086,-1.5339,0.999883,0.942082,0.947582,NA,NA
"1359","m.27778",204,2,3,0,1,2,1,0,1,2,1,-4.722,-1.686,1,0.953779,0.930715,"Q5ZL33","Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2                   "
"1360","m.27791",585,7,9,4,7,9,4,6,6,6,9,-3.875,-0.9407,0.995027,0.753317,0.969784,"Q94738","97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1                  "
"1361","m.278",253,124,133,95,121,122,96,105,120,120,126,-2.291,-3.2838,0.057983,0.957163,0.005014,NA,NA
"1362","m.27802",451,0,3,1,2,1,0,0,1,2,1,-4.065,-1.3496,1,0.917149,0.959347,"O96019","Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1                    "
"1363","m.27813",362,2,2,1,1,2,2,2,2,2,2,-5.293,-2.0798,0.999997,0.966943,0.810455,"Q9Z254","PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2                   "
"1364","m.27871",99,0,1,1,2,3,0,1,2,3,1,-3.37,-1.1688,1,0.871277,0.965717,NA,NA
"1365","m.27890",192,4,7,0,0,0,1,1,0,0,4,-4.821,-1.6123,1,0.948831,0.939964,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"1366","m.2792",427,7,9,1,1,2,1,1,2,1,2,-5.356,-1.6987,1,0.954518,0.928873,"P23381","Tryptophan--tRNA ligase cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2                           "
"1367","m.2794",658,36,39,22,30,31,14,29,29,29,36,-2.094,-1.0997,1,0.844529,0.967308,"P34422","Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2                  "
"1368","m.27948",285,4,4,1,2,3,2,2,2,3,4,-4.815,-1.6646,1,0.952462,0.933643,"Q5F464","Lipoma-preferred partner homolog OS=Gallus gallus GN=LPP PE=2 SV=1                    "
"1369","m.27998",400,7,8,2,1,4,2,1,2,5,5,-6.558,-1.9929,1,0.965313,0.852647,"A6H584","Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3                    "
"1370","m.28013",833,3,3,1,2,3,1,1,2,2,3,-4.553,-1.3019,1,0.9077,0.961407,"Q8R508","Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1                    "
"1371","m.28097",108,3,4,5,4,3,2,4,3,5,3,-1.796,-0.4436,0.552634,0.296892,0.961216,NA,NA
"1372","m.28137",274,2,2,1,3,4,2,3,2,2,3,-4.264,-1.5133,0.999898,0.940002,0.949272,"O95153","Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2                  "
"1373","m.28144",117,0,1,1,1,0,1,1,1,1,0,-3.689,-1.2696,1,0.900352,0.962631,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"1374","m.28154",158,2,2,0,1,1,0,0,1,1,1,-5.175,-1.9568,1,0.96448,0.866759,"O16277","Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3                    "
"1375","m.28159",179,1,3,0,0,1,0,0,1,1,1,-4.455,-1.6378,1,0.950679,0.937022,"Q54Y55","Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1                  "
"1376","m.2824",459,3,5,4,4,4,1,4,4,5,6,-5.201,-1.7377,1,0.956607,0.922686,"Q9HB40","Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1                    "
"1377","m.28256",203,8,5,3,3,3,4,5,7,5,3,-4.181,-1.6786,1,0.953334,0.931752,"A6YG96","Ribulose bisphosphate carboxylase large chain OS=Leptosira terrestris GN=rbcL PE=3 SV=1                  "
"1378","m.28278",688,6,4,3,3,3,2,2,2,3,3,-4.139,-1.3438,1,0.916081,0.959615,"Q9JID6","Long-chain-fatty-acid--CoA ligase 1 OS=Cavia porcellus GN=ACSL1 PE=2 SV=1                    "
"1379","m.28313",382,1,1,0,0,1,0,0,1,1,1,-4.089,-1.2479,1,0.894929,0.963384,"32160160","Uncharacterized protein OS=Parabacteroides goldsteinii dnLKV18 GN=C803_04595 PE=4 SV=1                    "
"1380","m.28364",198,1,0,0,0,0,0,0,0,0,0,-4.356,-1.6178,1,0.949243,0.939351,"Q7ZU29","Nuclear pore complex protein Nup93 OS=Danio rerio GN=dye PE=2 SV=1                  "
"1381","m.284",444,7,8,4,5,6,2,5,5,6,6,-3.27,-1.0828,1,0.836954,0.967644,"O55131","Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1                      "
"1382","m.2841",371,2,1,1,1,2,0,2,1,2,2,-4.097,-1.1615,1,0.868746,0.965903,"B9LM83","Dihydroxy-acid dehydratase OS=Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl) GN=ilvD PE=3 SV=1             "
"1383","m.28413",203,1,2,2,2,2,3,3,3,4,3,-3.415,-0.9912,0.999997,0.787459,0.969159,"B0BNM9","Glycolipid transfer protein OS=Rattus norvegicus GN=GLTP PE=2 SV=1                    "
"1384","m.28419",437,3,3,2,5,4,3,2,1,3,4,-4.729,-1.6179,1,0.94925,0.939339,"Q8NBX0","Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1                    "
