"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"1428","Pocillopora_acuta_HIv1_PredGene_g26184.t1",153,10,15,23,5,-4.547,-1.0489,0.53629,0.87752,0.222914,"calmodulin, isoform C ","K02183","P07181"
"1429","Pocillopora_acuta_HIv1_PredGene_g26199.t1",1403,6,1,6,6,-9.107,-1.4988,0.294724,0.815186,0.108766,"adhesion G protein-coupled receptor B3 isoform X2 ",NA,"F1R7D0"
"1430","Pocillopora_acuta_HIv1_PredGene_g26206.t1",1682,4,5,5,4,-6.893,-1.1436,0.470396,0.864319,0.195224,"uncharacterized protein LOC101886224 isoform X4 ","","-"
"1431","Pocillopora_acuta_HIv1_PredGene_g26267.t1",499,0,0,0,0,2.095,0.1839,1,0.854411,0.613581,"arylsulfatase B precursor ","K01135","Q32KJ1"
"1432","Pocillopora_acuta_HIv1_PredGene_g26275.t1",158,2,1,2,0,-13.045,-2.5563,0.025678,0.72945,0.006235,"adaptor protein complex 1, sigma subunit, isoform B ","K12394","B8A403"
"1433","Pocillopora_acuta_HIv1_PredGene_g26278.t1",1100,0,0,0,1,-5.826,-0.6374,0.869714,0.911142,0.365697,"importin-5 isoform X1 ","K20222","B8JHR9"
"1434","Pocillopora_acuta_HIv1_PredGene_g26293.t1",1890,1,1,1,0,0.232,0.0344,1,0.875362,0.581638,"RNA polymerase II 215kD subunit ","K03006","D0Z769"
"1435","Pocillopora_acuta_HIv1_PredGene_g26305.t1",333,4,1,2,0,6.623,0.8421,0.950458,0.661548,0.692898,"calcium-binding protein 39 ","K08272","A8K8L7"
"1436","Pocillopora_acuta_HIv1_PredGene_g26308.t1",209,5,8,7,6,8.459,2.4296,0.132578,0.05241,0.694303,"Rab6, isoform B ","K07893","O18334"
"1437","Pocillopora_acuta_HIv1_PredGene_g26313.t1",471,0,0,0,0,-1.54,-0.2221,0.991086,0.899901,0.511703,"argininosuccinate lyase isoform X1 ","K01755","F1RA91"
"1438","Pocillopora_acuta_HIv1_PredGene_g26339.t1",393,5,4,5,3,2.065,0.1892,1,0.853557,0.614601,"26S proteasome regulatory subunit 10B isoform 1 ","K03064","P49719"
"1439","Pocillopora_acuta_HIv1_PredGene_g26340.t1",883,7,7,12,2,1.287,0.533,1,0.776458,0.666396,"disks large homolog 1 isoform 9 ","K12076","Q12959"
"1440","Pocillopora_acuta_HIv1_PredGene_g26347.t1",114,0,0,0,0,9.07,0.9346,0.909846,0.620815,0.697543,"60S ribosomal protein L35a ","K02917","Q9BVN7"
"1441","Pocillopora_acuta_HIv1_PredGene_g26350.t1",1587,2,1,1,0,-2.427,-0.3534,0.972617,0.907394,0.468907,"cingulin-like protein 1 ","K20478","Q9C0B4"
"1442","Pocillopora_acuta_HIv1_PredGene_g26357.t1",416,0,0,0,1,-1.918,-0.3723,0.968913,0.908189,0.462415,"glycogen synthase kinase-3 beta ","K03083","Q9YH60"
"1443","Pocillopora_acuta_HIv1_PredGene_g26361.t1",754,0,0,0,0,-4.382,-0.4333,0.954663,0.910257,0.440976,"cullin-3 isoform 1 ","K03869","Q9CTE0"
"1444","Pocillopora_acuta_HIv1_PredGene_g26362.t1",433,1,1,1,3,-8.279,-1.0828,0.511387,0.872902,0.212762,"RNAhelicase-like 8 ","K12614","Q9ZS12"
"1445","Pocillopora_acuta_HIv1_PredGene_g26372.t1",546,0,0,0,0,-1.352,-0.0944,0.999084,0.889326,0.548925,"H/ACA ribonucleoprotein complex subunit DKC1 isoform 2 ","K11131","Q9ESX5"
"1446","Pocillopora_acuta_HIv1_PredGene_g26392.t1",169,0,0,0,0,5.702,0.7927,0.966162,0.682448,0.68982,"ubiquitin-fold modifier-conjugating enzyme 1 ","K12165","D3DVF9"
"1447","Pocillopora_acuta_HIv1_PredGene_g26395.t1",380,0,0,0,0,-3.064,-0.1775,0.994896,0.896576,0.525226,"lysosome-associated membrane glycoprotein 1b precursor ","K06528","E9QCP4"
"1448","Pocillopora_acuta_HIv1_PredGene_g26404.t1",2583,0,0,0,0,5.088,0.5246,1,0.778953,0.665432,"ubiquitin carboxyl-terminal hydrolase 24 isoform X3 ","K11840","F1Q6K1"
"1449","Pocillopora_acuta_HIv1_PredGene_g26473.t1",322,17,14,17,12,0.034,0.0152,1,0.877661,0.577074,"aldo-keto reductase family 1 member A1 ","K00002","Q80XJ7"
"1450","Pocillopora_acuta_HIv1_PredGene_g26477.t1",937,2,2,4,1,-15.178,-2.5821,0.02371,0.728254,0.005693,"ribonucleoprotein PTB-binding 2 isoform X2 ","K24999","Q9NPV7"
"1451","Pocillopora_acuta_HIv1_PredGene_g26483.t1",557,5,5,6,4,-4.384,-0.7579,0.7844,0.906478,0.320979,"glucosidase 2 subunit beta isoform X1 ","K08288","Q802Z2"
"1452","Pocillopora_acuta_HIv1_PredGene_g26499.t1",364,1,0,3,1,1.135,0.104,0.999811,0.866322,0.597286,"inactive pancreatic lipase-related protein 1 precursor ","K14074","P54315"
"1453","Pocillopora_acuta_HIv1_PredGene_g26541.t1",1705,6,10,6,6,-10.644,-1.3689,0.350892,0.832209,0.137258,"vitellogenin 2 isoform 1 precursor ","","Q1MTC4"
"1454","Pocillopora_acuta_HIv1_PredGene_g26556.t1",467,0,0,0,0,5.785,0.9921,0.876495,0.594997,0.699706,"neutrophil cytosol factor 2 ",NA,"A2VCY2"
"1455","Pocillopora_acuta_HIv1_PredGene_g2657.t2",587,3,2,2,2,-6.032,-1.0312,0.549889,0.879865,0.228324,"syntaxin-binding protein 1 isoform a ","K15292","A2ARS4"
"1456","Pocillopora_acuta_HIv1_PredGene_g26583.t1",105,9,6,5,3,-2.497,-0.7096,0.821689,0.908869,0.338767,"barrier-to-autointegration factor ","K21870","Q6P026"
"1457","Pocillopora_acuta_HIv1_PredGene_g26607.t1",1490,0,0,0,0,-9.716,-1.1292,0.479691,0.866378,0.199302,"putative glycoprotein ","K01128","Q96WV6"
"1458","Pocillopora_acuta_HIv1_PredGene_g2663.t1",798,0,0,0,0,-4.509,-0.446,0.951192,0.91059,0.436428,"outer dense fiber protein 2 ","","E7F186"
"1459","Pocillopora_acuta_HIv1_PredGene_g26631.t1",1278,7,5,10,3,-3.016,-0.6207,0.879386,0.911457,0.37195,"catenin alpha-2 isoform X1 ",NA,"B7ZC77"
"1460","Pocillopora_acuta_HIv1_PredGene_g2664.t1",356,2,4,3,4,5.911,0.7353,0.980455,0.705691,0.685706,"endophilin-B1 isoform 1 ","K11248","Q9Y371"
"1461","Pocillopora_acuta_HIv1_PredGene_g26759.t1",315,2,4,1,0,-12.168,-1.0867,0.508616,0.872361,0.211611,"CDK5 and ABL1 enzyme substrate 2 isoform X2 ","K18025","E7F0B6"
"1462","Pocillopora_acuta_HIv1_PredGene_g26766.t1",2252,0,2,1,2,-13.403,-1.8737,0.158889,0.775092,0.048114,"pericentriolar material 1 protein isoform X5 ","K16537","Q9R0L6"
"1463","Pocillopora_acuta_HIv1_PredGene_g26814.t1",300,8,5,6,10,-13.915,-3.919,7.9e-05,0.698173,1.1e-05,"cathepsin Z preproprotein ","K08568","Q9UBR2"
"1464","Pocillopora_acuta_HIv1_PredGene_g26836.t1",820,0,1,0,0,7.882,1.3319,0.654376,0.451397,0.70311,"MICOS complex subunit Mic60 isoform 8 ","K17785","Q8C7V1"
"1465","Pocillopora_acuta_HIv1_PredGene_g2684.t1",2416,227,261,252,199,-1.191,-3.3784,0.001213,0.704801,2e-04,"spectrin alpha chain, non-erythrocytic 1 isoform 3 ","K06114","Q5VXV6"
"1466","Pocillopora_acuta_HIv1_PredGene_g26846.t1",587,0,0,0,0,-8.704,-0.7704,0.774188,0.905742,0.316422,"Purple acid phosphatases superfamily protein ","K22390","Q9LMG7"
"1467","Pocillopora_acuta_HIv1_PredGene_g26851.t1",1213,1,3,1,2,-10.323,-1.6651,0.229492,0.795739,0.07786,"serine/threonine-protein kinase 10 ","K08836","Q7SY52"
"1468","Pocillopora_acuta_HIv1_PredGene_g26856.t1",223,3,3,1,3,-5.838,-0.4709,0.943816,0.911143,0.427437,"serine/arginine-rich splicing factor 12 isoform a ","","B2RA22"
"1469","Pocillopora_acuta_HIv1_PredGene_g2686.t1",535,0,1,0,0,0.487,0.0846,0.999823,0.868958,0.593064,"parafibromin ","K15175","Q6P1J9"
"1470","Pocillopora_acuta_HIv1_PredGene_g26922.t1",107,0,0,0,2,8.062,1.3824,0.632554,0.431243,0.702769,"Ribosomal protein rpl-36.A ","K02929","P48166"
"1471","Pocillopora_acuta_HIv1_PredGene_g26948.t2",260,3,1,2,0,-13.086,-1.9625,0.132678,0.767489,0.038355,"protein NipSnap homolog 3A ","","F1QWR0"
"1472","Pocillopora_acuta_HIv1_PredGene_g26955.t1",765,0,1,0,0,-2.425,-0.2735,0.98523,0.903243,0.495458,"carnitine O-palmitoyltransferase 1, liver isoform isoform X1 ","K08765","P50416"
"1473","Pocillopora_acuta_HIv1_PredGene_g26986.t1",380,22,11,23,23,0.186,0.0777,0.999835,0.869873,0.591537,"uncharacterized protein LOC100000278 ","","-"
"1474","Pocillopora_acuta_HIv1_PredGene_g27025.t1",484,0,0,0,0,-12.883,-1.6131,0.249112,0.801531,0.086835,"sorting nexin-17 isoform X1 ","K17929","Q5RID7"
"1475","Pocillopora_acuta_HIv1_PredGene_g2706.t1",753,0,0,3,2,7.054,0.8117,0.960545,0.674499,0.691054,"A disintegrin and metalloproteinase with thrombospondin motifs 6 isoform X4 ","K08621","Q5IR87"
"1476","Pocillopora_acuta_HIv1_PredGene_g2708.t1",320,1,0,0,1,-7.472,-1.0628,0.525905,0.875645,0.218718,"A disintegrin and metalloproteinase with thrombospondin motifs 6 isoform X1 ","","E7FCQ4"
"1477","Pocillopora_acuta_HIv1_PredGene_g2709.t1",631,0,0,0,2,-4.156,-0.4116,0.96017,0.909609,0.448682,"A disintegrin and metalloproteinase with thrombospondin motifs 6 isoform X13 ","K08621","Q5IR87"
"1478","Pocillopora_acuta_HIv1_PredGene_g2710.t1",819,1,0,1,0,-3.367,-0.6808,0.84202,0.909957,0.349476,"phospholipase A-2-activating protein ","K14018","P27612"
"1479","Pocillopora_acuta_HIv1_PredGene_g2711.t1",550,0,1,0,0,1.749,0.1968,1,0.852318,0.616051,"SHC-transforming protein 1 isoform X4 ","K06279","E9QCZ8"
"1480","Pocillopora_acuta_HIv1_PredGene_g27114.t1",530,0,0,0,0,-2.619,-0.4652,0.945575,0.911029,0.429503,"tumor necrosis factor receptor superfamily member 6 isoform X2 ","K02373","Q9DCQ1"
"1481","Pocillopora_acuta_HIv1_PredGene_g2712.t1",975,0,0,1,0,5.224,0.6812,0.991003,0.726432,0.681285,"lon protease homolog, mitochondrial ","K08675",""
"1482","Pocillopora_acuta_HIv1_PredGene_g27132.t1",1053,1,0,1,0,-11.524,-2.2009,0.073509,0.749854,0.019637,"ubiquitin 9 ","K08770","Q9FHQ6"
"1483","Pocillopora_acuta_HIv1_PredGene_g27157.t1",165,5,0,1,5,10.145,1.171,0.750559,0.516733,0.703156,"ribosomal protein L10, isoform E ","K02866","Q86NY2"
"1484","Pocillopora_acuta_HIv1_PredGene_g27169.t1",236,0,0,0,0,-0.861,-0.0992,0.998922,0.889782,0.547611,"grpE protein homolog 1, mitochondrial precursor ","K03687","B2R783"
"1485","Pocillopora_acuta_HIv1_PredGene_g27190.t1",1859,0,1,0,0,-0.199,-0.0264,1,0.882373,0.566811,"zinc finger FYVE domain-containing protein 16 ","K04679","Q8BRD2"
"1486","Pocillopora_acuta_HIv1_PredGene_g27227.t1",5017,0,1,1,0,-17.235,-1.9501,0.136212,0.768512,0.03962,"hypothetical protein DDB_G0290503 ","K20478","Q54G05"
"1487","Pocillopora_acuta_HIv1_PredGene_g27228.t1",776,6,4,3,3,-10.985,-1.9849,0.126396,0.765671,0.03615,"protein-glutamine gamma-glutamyltransferase K ","K05619","Q197M4"
"1488","Pocillopora_acuta_HIv1_PredGene_g27233.t1",1088,8,13,11,8,0.679,0.2755,1,0.838429,0.630189,"protein-glutamine gamma-glutamyltransferase K ","K05619","Q8R0T9"
"1489","Pocillopora_acuta_HIv1_PredGene_g27237.t1",898,13,9,13,12,2.375,0.6257,0.999358,0.746448,0.676179,"staphylococcal nuclease domain-containing protein 1 ","K15979","Q96AG0"
"1490","Pocillopora_acuta_HIv1_PredGene_g2727.t1",390,0,0,0,0,-9.336,-1.5707,0.265647,0.806448,0.094619,"EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X2 ","",""
"1491","Pocillopora_acuta_HIv1_PredGene_g27297.t1",143,1,1,2,1,3.666,0.5751,1,0.763403,0.671029,"activin receptor type-2B precursor ","K04671","Q9YGU4"
"1492","Pocillopora_acuta_HIv1_PredGene_g27345.t1",293,1,6,4,2,6.341,1.2379,0.705997,0.489108,0.703395,"glucosamine-6-phosphate isomerase 1 ","K02564","D3DQE7"
"1493","Pocillopora_acuta_HIv1_PredGene_g27348.t1",319,0,0,1,0,-10.42,-1.025,0.554736,0.880674,0.230236,"ribose-phosphate pyrophosphokinase 2 isoform 2 ","K00948","Q9CS42"
"1494","Pocillopora_acuta_HIv1_PredGene_g27350.t1",1254,0,1,0,1,-5.511,-0.9864,0.585963,0.885551,0.242354,"C-Jun-amino-terminal kinase-interacting protein 3 isoform X11 ","K20317","A2A2B3"
"1495","Pocillopora_acuta_HIv1_PredGene_g2738.t1",597,1,0,0,1,-13.173,-2.314,0.053004,0.742602,0.013901,"probable GPI-anchored adhesin-like protein PGA18 ","K19899","-"
"1496","Pocillopora_acuta_HIv1_PredGene_g27381.t1",517,4,2,6,6,-3.633,-0.6989,0.829419,0.909302,0.342739,"D-3-phosphoglycerate dehydrogenase ","K00058","F1QEY8"
"1497","Pocillopora_acuta_HIv1_PredGene_g27422.t1",398,0,1,2,1,4.786,0.6718,0.992597,0.729914,0.680462,"sperm surface protein Sp17 ","K23934","Q05AK7"
"1498","Pocillopora_acuta_HIv1_PredGene_g27428.t1",216,3,0,3,0,-16.753,-1.8938,0.15277,0.773313,0.04576,"platelet-activating factor acetylhydrolase IB subunit alpha1 ","K16795","Q53X88"
"1499","Pocillopora_acuta_HIv1_PredGene_g27448.t1",312,0,1,1,1,-0.73,-0.1279,0.997822,0.892413,0.539611,"conserved Plasmodium protein, unknown function ","","Q8IKY8"
"1500","Pocillopora_acuta_HIv1_PredGene_g27456.t1",493,0,0,0,0,-6.197,-0.9425,0.623319,0.890705,0.256572,"dnaJ homolog subfamily C member 3 precursor ","K09523","Q8N4N2"
"1501","Pocillopora_acuta_HIv1_PredGene_g27473.t1",1629,6,10,8,1,-11.301,-1.2021,0.435138,0.855877,0.179132,"filamin-A isoform 1 ","K04437","E9PHF0"
"1502","Pocillopora_acuta_HIv1_PredGene_g27478.t1",658,3,1,4,1,1.368,0.3382,1,0.82585,0.640359,"ATP-dependent RNA helicase DDX3X isoform 2 ","K11594","O00571"
"1503","Pocillopora_acuta_HIv1_PredGene_g27496.t1",8435,1,0,0,0,1.986,0.1725,1,0.856219,0.611362,"zonadhesin-like ","","X1WHC4"
"1504","Pocillopora_acuta_HIv1_PredGene_g27504.t1",5166,0,0,0,0,0.887,0.0999,0.999799,0.866887,0.596403,"zonadhesin-like ","","X1WHC4"
"1505","Pocillopora_acuta_HIv1_PredGene_g27517.t1",1351,0,0,0,0,2.724,0.2916,1,0.835334,0.63289,"hypothetical protein DDB_G0283095 ","K17817","Q54RK9"
"1506","Pocillopora_acuta_HIv1_PredGene_g27519.t1",157,8,13,14,11,-12.195,-2.955,0.006214,0.714352,0.001361,"WP_010876531.1 universal stress protein ","","O26984"
"1507","Pocillopora_acuta_HIv1_PredGene_g27521.t1",170,3,4,5,4,-16.516,-2.0558,0.107392,0.760158,0.029815,"Adenine nucleotide alpha hydrolases-like superfamily protein ","","Q9C9G5"
"1508","Pocillopora_acuta_HIv1_PredGene_g2754.t1",230,10,10,9,11,0.105,0.0247,1,0.876534,0.579346,"protein usf ","K01061","I1LU40"
"1509","Pocillopora_acuta_HIv1_PredGene_g27540.t1",168,1,0,0,0,1.335,0.1992,1,0.851924,0.616506,"USP domain-containing protein ","","C6SVT0"
"1510","Pocillopora_acuta_HIv1_PredGene_g27564.t1",191,3,5,7,4,-3.575,-0.3628,0.97081,0.907798,0.465688,"collagen alpha-1(XV) chain precursor ","K04359","O35206"
"1511","Pocillopora_acuta_HIv1_PredGene_g27565.t1",193,1,0,0,0,-9.342,-1.7048,0.215035,0.791493,0.071432,"PDGF- and VEGF-related factor 1, isoform C ","K05449","X2JCH3"
"1512","Pocillopora_acuta_HIv1_PredGene_g27566.t1",310,0,0,0,2,-8.201,-0.864,0.692945,0.898666,0.28312,"PDGF- and VEGF-related factor 1, isoform A ","K05449","Q9VWP6"
"1513","Pocillopora_acuta_HIv1_PredGene_g27569.t1",204,2,0,1,0,-4.577,-0.4657,0.945422,0.911039,0.429322,"BAG family molecular chaperone regulator 1 isoform 1S ","K09555","Q60739"
"1514","Pocillopora_acuta_HIv1_PredGene_g27651.t1",415,1,0,1,0,7.234,1.0639,0.827886,0.562946,0.701655,"splicing factor 3B subunit 4 ","K12831","Q6NWB3"
"1515","Pocillopora_acuta_HIv1_PredGene_g27680.t1",108,0,0,5,3,0.055,0.0138,1,0.877826,0.576737,"Fatty acid synthase ","K04008","Q18559"
"1516","Pocillopora_acuta_HIv1_PredGene_g2770.t1",404,1,1,1,1,-15.137,-2.4634,0.033984,0.734083,0.008571,"dnaJ homolog subfamily A member 1 isoform 1 ","K09502","Q86TL9"
"1517","Pocillopora_acuta_HIv1_PredGene_g27711.t1",507,0,0,1,0,-6.936,-0.7311,0.805556,0.907894,0.330817,"cleavage and polyadenylation specificity factor subunit 7 isoform 1 ","K14398","Q8CFS8"
"1518","Pocillopora_acuta_HIv1_PredGene_g27715.t1",128,5,3,3,2,-5.324,-0.3582,0.97171,0.907603,0.467266,"myotrophin ","K06867","Q69YG1"
"1519","Pocillopora_acuta_HIv1_PredGene_g27719.t1",478,24,25,23,21,-6.355,-1.2763,0.395247,0.845182,0.159781,"cytosolic non-specific dipeptidase ","K08660","Q9D1A2"
"1520","Pocillopora_acuta_HIv1_PredGene_g2773.t1",165,0,0,0,0,1.49,0.2009,1,0.851643,0.616827,"Protein disulfide-isomerase ","K08056","G5ED07"
"1521","Pocillopora_acuta_HIv1_PredGene_g27748.t1",2746,0,1,0,0,-9.332,-1.0125,0.564665,0.882285,0.234121,"unconventional myosin-XV isoform 1 ","K10361","Q5SX93"
"1522","Pocillopora_acuta_HIv1_PredGene_g27759.t1",1976,0,1,1,0,-1.404,-0.208,0.992415,0.898892,0.516037,"CAP-Gly domain-containing linker protein 1 isoform a ","K20283","A0AVD3"
"1523","Pocillopora_acuta_HIv1_PredGene_g27765.t1",196,2,3,0,1,-6.694,-0.7477,0.792574,0.907043,0.324713,"39S ribosomal protein L12, mitochondrial isoform X1 ","K02935","X1WHQ5"
"1524","Pocillopora_acuta_HIv1_PredGene_g27770.t1",572,1,1,1,1,-8.43,-1.3394,0.364515,0.836278,0.144237,"G1 to S phase transition 1, like ","K03267","Q7T358"
"1525","Pocillopora_acuta_HIv1_PredGene_g27772.t1",1952,398,237,439,500,-3.237,-11.6423,0,0.689093,0,"myosin heavy chain 7-like ","K17751","A7E2H1"
"1526","Pocillopora_acuta_HIv1_PredGene_g27777.t1",470,3,4,5,4,-12.359,-2.8943,0.007846,0.716261,0.001741,"U2 small nuclear RNA auxiliary factor 2b ","K12837","Q6P022"
"1527","Pocillopora_acuta_HIv1_PredGene_g27793.t1",1396,6,2,1,2,-13.846,-1.2565,0.405437,0.84802,0.164831,"melanotransferrin isoform X3 ",NA,"Q9BQE2"
"1528","Pocillopora_acuta_HIv1_PredGene_g27814.t1",560,17,13,15,19,4.655,1.6175,0.568193,0.331584,0.700725,"drebrin-like b ","K20520","E7EXG2"
"1529","Pocillopora_acuta_HIv1_PredGene_g27827.t1",100,0,0,0,1,-13.692,-1.2569,0.405228,0.847963,0.164728,"methionine-R-sulfoxide reductase B1 isoform 1 ","K07305","Q9NZV6"
"1530","Pocillopora_acuta_HIv1_PredGene_g27838.t1",448,1,0,0,0,5.94,0.572,1,0.764396,0.670699,"retinoid-inducible serine carboxypeptidase precursor ","K09646","Q7ZVE2"
"1531","Pocillopora_acuta_HIv1_PredGene_g27839.t1",108,2,0,2,1,6.772,0.7604,0.974652,0.695676,0.687577,"huntingtin-interacting protein K ","","B1WB51"
"1532","Pocillopora_acuta_HIv1_PredGene_g27840.t1",452,2,2,1,2,-3.249,-0.5502,0.91445,0.911984,0.398277,"retinoid-inducible serine carboxypeptidase precursor ","K09646","Q9HB40"
"1533","Pocillopora_acuta_HIv1_PredGene_g27854.t1",441,1,0,1,1,6.293,0.8076,0.961813,0.676224,0.690793,"eukaryotic peptide chain release factor subunit 1 isoform 1 ","K03265","P62495"
"1534","Pocillopora_acuta_HIv1_PredGene_g27862.t1",301,2,1,2,0,-2.399,-0.5172,0.927847,0.91181,0.410494,"dehydrogenase/reductase SDR family member 7 isoform 1 precursor ","K11165","Q9UKU2"
"1535","Pocillopora_acuta_HIv1_PredGene_g27878.t1",149,4,6,7,8,6.829,1.928,0.459755,0.190607,0.698388,"zinc finger MYND domain-containing protein 15 isoform X1 ","","A2CFF1"
"1536","Pocillopora_acuta_HIv1_PredGene_g27886.t1",543,1,0,1,1,-7.613,-0.9673,0.602009,0.887849,0.248483,"T-complex protein 1 subunit eta ","K09499","Q3TIJ7"
"1537","Pocillopora_acuta_HIv1_PredGene_g27909.t1",268,0,0,0,1,-12.134,-2.7608,0.012997,0.720906,0.002942,"phosphoethanolamine methyltransferase isoform X1 ","K05929","Q08CI9"
"1538","Pocillopora_acuta_HIv1_PredGene_g27928.t1",883,1,0,0,0,-3.391,-0.542,0.917952,0.911965,0.401321,"prominin-1-A isoform X10 ","K06532",""
"1539","Pocillopora_acuta_HIv1_PredGene_g27929.t1",412,83,90,72,88,-3.169,-3.9171,7.9e-05,0.69819,1.1e-05,"failed axon connections homolog isoform 3 ","","Q96F61"
"1540","Pocillopora_acuta_HIv1_PredGene_g27943.t1",1291,1,0,1,1,5.517,0.7195,0.98379,0.71187,0.684471,"structural maintenance of chromosomes protein 3 ","K06669","O35667"
"1541","Pocillopora_acuta_HIv1_PredGene_g27953.t1",941,0,1,0,1,-11.915,-1.4494,0.315471,0.821477,0.119164,"ubiquitin carboxyl-terminal hydrolase 4 isoform 1 ","K11835","Q8BTL9"
"1542","Pocillopora_acuta_HIv1_PredGene_g27961.t1",541,1,0,1,2,0.815,0.0837,0.999823,0.869078,0.592865,"Schwann cell myelin protein-like ","K06773","-"
"1543","Pocillopora_acuta_HIv1_PredGene_g28008.t1",692,10,11,9,13,2.331,0.7419,0.97899,0.703081,0.686209,"acetyl-coenzyme A synthetase, cytoplasmic isoform X1 ",NA,""
"1544","Pocillopora_acuta_HIv1_PredGene_g28016.t1",490,7,2,6,4,-9.405,-2.5193,0.028737,0.731233,0.007089,"serine/threonine-protein kinase Sgk3 isoform 1 ",NA,"Q9UKG5"
"1545","Pocillopora_acuta_HIv1_PredGene_g28052.t1",375,1,0,0,0,11.381,0.7819,0.969141,0.686912,0.68909,"CD63 antigen isoform A ","","P08962"
"1546","Pocillopora_acuta_HIv1_PredGene_g28060.t1",213,0,0,0,0,-7.503,-1.1999,0.436398,0.856196,0.179724,"testis-expressed protein 52 ","K04407","Q9D448"
"1547","Pocillopora_acuta_HIv1_PredGene_g28062.t1",343,2,3,0,0,5.603,0.8044,0.962763,0.677567,0.690587,"laminin subunit alpha-2 isoform b precursor ","K21348","Q93022"
"1548","Pocillopora_acuta_HIv1_PredGene_g28106.t1",309,0,0,0,1,-5.937,-0.4852,0.939212,0.9114,0.422233,"protein HID1 isoform X1 ","","Q8C8V6"
"1549","Pocillopora_acuta_HIv1_PredGene_g28155.t1",1192,82,46,73,91,-2.855,-3.3796,0.001206,0.704782,0.000198,"myosin-10 isoform 4 ","K10352","Q6PK16"
"1550","Pocillopora_acuta_HIv1_PredGene_g28156.t1",498,76,64,77,62,-3.176,-1.8425,0.168613,0.777924,0.051941,"myosin-9 ","K10352","Q86T83"
"1551","Pocillopora_acuta_HIv1_PredGene_g28184.t1",649,1,1,0,1,-12.823,-2.1119,0.093407,0.756031,0.02546,"grainyhead-like protein 2 homolog isoform X1 ","K09275","Q9DCN4"
"1552","Pocillopora_acuta_HIv1_PredGene_g28196.t1",489,0,0,1,2,3.957,0.5664,1,0.766178,0.670098,"dihydrolipoyl dehydrogenase, mitochondrial isoform 1 precursor ","K00382","B4DT69"
"1553","Pocillopora_acuta_HIv1_PredGene_g28223.t1",831,3,1,2,0,3.207,0.4091,1,0.809807,0.650765,"rho guanine nucleotide exchange factor 7 isoform e ","K13710","B1ALK8"
"1554","Pocillopora_acuta_HIv1_PredGene_g28224.t1",760,0,0,0,0,2.454,0.3911,1,0.814074,0.648229,"arf-GAP domain and FG repeat-containing protein 1 isoform 2 ","K15044","Q15277"
"1555","Pocillopora_acuta_HIv1_PredGene_g28230.t1",230,1,0,0,0,-3.906,-0.5429,0.917571,0.911968,0.400988,"pseudouridine-5'-phosphatase isoform b ","K17623","B2R7X6"
"1556","Pocillopora_acuta_HIv1_PredGene_g28235.t1",2680,0,0,1,0,-3.225,-0.3021,0.981238,0.904875,0.486129,"sortilin-related receptor preproprotein ","K24498","B2RNX7"
"1557","Pocillopora_acuta_HIv1_PredGene_g28302.t1",1105,2,4,3,3,-6.522,-0.9451,0.621067,0.890413,0.255717,"metalloprotease TIKI2 precursor ","K25185","B1ATG9"
"1558","Pocillopora_acuta_HIv1_PredGene_g28305.t1",809,18,17,22,31,0.256,0.1314,0.999944,0.862435,0.60307,"TER94, isoform A ","K13525","Q7KN62"
"1559","Pocillopora_acuta_HIv1_PredGene_g28310.t1",755,1,1,0,0,-0.111,-0.0096,1,0.880514,0.571018,"oxysterol-binding protein-related protein 9 isoform f ","K20465","Q8R0G3"
"1560","Pocillopora_acuta_HIv1_PredGene_g28329.t1",502,2,5,5,5,-1.982,-0.2817,0.984141,0.903728,0.492804,"phenylalanine--tRNA ligase alpha subunit ","K01889","Q6NYF9"
"1561","Pocillopora_acuta_HIv1_PredGene_g28404.t1",212,2,2,2,0,-4.359,-0.5346,0.921006,0.911934,0.404064,"calcyphosin-like protein ","K23909","Q6P8Y1"
"1562","Pocillopora_acuta_HIv1_PredGene_g28441.t1",233,0,0,0,1,-4.85,-0.6624,0.854197,0.910525,0.356345,"ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor ","K01358","O88696"
"1563","Pocillopora_acuta_HIv1_PredGene_g28451.t1",414,3,6,7,7,-11.693,-1.8408,0.169152,0.778081,0.052156,"hydroxysteroid dehydrogenase-like protein 2 ","","Q6P5L8"
"1564","Pocillopora_acuta_HIv1_PredGene_g285.t1",497,0,0,1,0,-2.819,-0.4323,0.954928,0.910229,0.441333,"4-aminobutyrate aminotransferase, mitochondrial ","K13524","I3IRW7"
"1565","Pocillopora_acuta_HIv1_PredGene_g28557.t1",1401,0,0,0,0,2.199,0.198,1,0.852121,0.616279,"cleavage and polyadenylation specificity factor subunit 1 ","K14401","F6NXE7"
"1566","Pocillopora_acuta_HIv1_PredGene_g2856.t1",312,1,1,1,1,11.597,1.0635,0.828172,0.563123,0.701646,"protein SEC13 homolog ","K14004","Q7T2E1"
"1567","Pocillopora_acuta_HIv1_PredGene_g28575.t1",279,9,9,8,7,8.465,0.7447,0.978361,0.701968,0.68642,"vesicle-associated membrane protein-associated protein B ","K06096","Q8BH80"
