PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
m.152,60S acidic ribosomal protein P1 OS=Oscheius tipulae GN=rpl-21 PE=3 SV=1,3,1,0,0,0,3,1,1,2,1,3,1,0,2,2,4,1,0,0,1,2,1,2,1,0,2,3,2
m.15345,Splicing factor 3B subunit 3 OS=Pongo abelii GN=SF3B3 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
m.15419,Ragulator complex protein LAMTOR3-A OS=Xenopus laevis GN=lamtor3-a PE=2 SV=1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
m.15479,Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
m.16853,m.16853,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
m.17789,BolA-like protein 2 OS=Mus musculus GN=Bola2 PE=1 SV=1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.14269,Lysine-specific demethylase 8 OS=Xenopus tropicalis GN=kdm8 PE=2 SV=1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,3,2,0,0,0,0,1,2,1,0,0,0,0,0
m.17930,m.17930,1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,1,1,2,0,1,1,1,0,1,1,0,0,1
m.18008,Protein wntless homolog B OS=Xenopus laevis GN=wls-b PE=2 SV=1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
m.18090,Cytosol aminopeptidase OS=Xenopus tropicalis GN=lap3 PE=2 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
m.18294,UPF0390 protein zgc136864 OS=Danio rerio GN=zgc:136864 PE=3 SV=1,1,1,0,2,0,1,0,1,0,0,0,2,0,1,1,1,1,1,2,0,1,1,1,1,1,0,0,0
m.18493,Aly/REF export factor 2 OS=Mus musculus GN=Alyref2 PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
m.18909,Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Mus musculus GN=Zadh2 PE=1 SV=1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
m.19695,Predicted protein OS=Nematostella vectensis GN=v1g196762 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.19923,Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
m.20257,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_91496 PE=4 SV=1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
m.20823,Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0
m.14312,Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1,20,12,11,10,13,14,13,17,19,21,20,14,13,13,12,21,9,13,15,13,16,15,21,12,11,21,15,18
m.20970,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
m.21023,Allograft inflammatory factor 1 OS=Homo sapiens GN=AIF1 PE=1 SV=1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
m.21525,m.21525,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
m.21665,Endochitinase OS=Brugia malayi PE=1 SV=1,1,1,2,1,1,2,1,1,0,1,0,1,2,2,2,0,1,1,1,1,1,2,0,2,2,1,0,0
m.22011,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_03050 PE=4 SV=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
m.22271,Vacuolar protein sorting-associated protein VTA1 homolog OS=Bos taurus GN=VTA1 PE=2 SV=1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
m.22300,AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
m.22377,Predicted protein OS=Nematostella vectensis GN=v1g247592 PE=4 SV=1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,0
m.22547,m.22547,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0
m.2269,COP9 signalosome complex subunit 1 OS=Xenopus laevis GN=csn1 PE=2 SV=1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0
m.14349,Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2,1,0,2,0,0,2,1,1,1,1,1,0,0,1,0,2,0,0,0,0,2,1,2,1,0,0,1,2
m.22746,Myeloid differentiation primary response protein MyD88 OS=Takifugu rubripes GN=myd88 PE=2 SV=1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0
m.22792,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
m.23172,Inactive pancreatic lipase-related protein 1 OS=Homo sapiens GN=PNLIPRP1 PE=1 SV=1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
m.23218,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Mus musculus GN=Lhpp PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.23328,m.23328,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0
m.23436,Laminin subunit alpha OS=Drosophila melanogaster GN=LanA PE=1 SV=2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.23459,m.23459,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
m.23594,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_230986 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
m.23696,Katanin p80 WD40 repeat-containing subunit B1 OS=Strongylocentrotus purpuratus GN=KATNB1 PE=1 SV=1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
m.2398,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
m.14355,Glycogen phosphorylase OS=Drosophila melanogaster GN=GlyP PE=2 SV=2,15,8,9,9,9,14,13,11,14,14,10,10,10,14,12,13,7,9,12,9,13,11,14,9,10,13,9,8
m.24125,Dystrophin OS=Canis familiaris GN=DMD PE=2 SV=1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
m.24161,Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
m.24266,Predicted protein OS=Nematostella vectensis GN=v1g210155 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
m.24660,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.251,Small cysteine-rich protein 2 OS=Acropora millepora GN=SCRiP2 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.25869,Amidase OS=Rhodococcus erythropolis GN=amdA PE=1 SV=2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2
m.259,Protein CREG2 OS=Homo sapiens GN=CREG2 PE=1 SV=1,0,0,1,2,1,0,1,0,0,1,0,2,0,0,1,1,0,1,2,1,0,1,0,1,1,0,0,0
m.26118,m.26118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.26519,m.26519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.26704,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
m.1436,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=PCCB PE=1 SV=3",22,13,14,7,14,21,23,16,21,25,20,9,11,16,21,22,16,16,10,10,23,22,22,16,16,21,22,20
m.26748,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0
m.27603,Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
m.27628,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
m.27902,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_66592 PE=4 SV=1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
m.28097,m.28097,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1
m.28159,Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
m.28364,Nuclear pore complex protein Nup93 OS=Danio rerio GN=dye PE=2 SV=1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
m.28520,m.28520,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
m.29249,m.29249,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
m.2937,Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
m.1437,Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2,2,1,0,0,1,2,0,2,1,1,1,2,2,0,2,2,2,2,3,2,0,1,1,2,1,1,1,2
m.29599,Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
m.29775,m.29775,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
m.3052,Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1,2,2,2,1,1,2,1,0,2,3,2,1,2,2,1,2,2,2,0,2,0,2,2,2,2,2,0,2
m.31110,Neurobeachin OS=Drosophila melanogaster GN=rg PE=1 SV=3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
m.31848,Phosphoethanolamine N-methyltransferase 3 OS=Arabidopsis thaliana GN=NMT3 PE=2 SV=2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
m.32095,m.32095,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
m.32263,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
m.32359,m.32359,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
m.33150,Stromal cell-derived factor 2 OS=Bos taurus GN=SDF2 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
m.14375,Guanine nucleotide exchange factor MSS4 OS=Mus musculus GN=Rabif PE=2 SV=1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,2,2,1,1,0,1,1,1,2,0,0,1,1,0
m.33497,Tolloid-like protein 1 OS=Homo sapiens GN=TLL1 PE=1 SV=1,0,1,1,1,1,1,1,1,1,2,0,1,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1
m.33765,116 kDa U5 small nuclear ribonucleoprotein component OS=Gallus gallus GN=EFTUD2 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
m.34090,Tetratricopeptide repeat protein 28 OS=Crassostrea gigas GN=CGI_10002893 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m.3413,Heparanase OS=Homo sapiens GN=HPSE PE=1 SV=2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
m.3442,m.3442,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
m.34749,WAS protein family homolog 1 OS=Danio rerio GN=Wash1 PE=2 SV=2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0
m.35511,Unconventional myosin-If OS=Homo sapiens GN=MYO1F PE=1 SV=3,1,1,0,1,1,1,1,1,0,1,2,1,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1
m.3569,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
m.36024,Seizure 6-like protein OS=Homo sapiens GN=SEZ6L PE=1 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
m.36043,Mucin-6 OS=Homo sapiens GN=MUC6 PE=1 SV=3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,2,4,2,2,3,3,3,3,3,2,2
m.1440,Peroxidasin OS=Drosophila melanogaster GN=Pxn PE=1 SV=1,1,0,1,1,1,2,1,0,0,1,1,2,1,1,1,0,1,1,1,1,0,2,1,0,1,1,1,0
m.36423,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_13036 PE=4 SV=1,1,1,2,1,1,0,2,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,2,1,0,1
m.3694,"FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Gallus gallus GN=FARP1 PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.3720,Putative acyl-CoA synthetase YngI OS=Bacillus subtilis (strain 168) GN=yngI PE=3 SV=1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
m.37396,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus GN=Svep1 PE=1 SV=1",1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
m.37749,Photosystem Q(B) protein OS=Heterocapsa triquetra GN=psbA PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
m.37930,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1,1,1,0,0,2,2,1,0,2,2,2,0,2,1,0,0,1,0,0,2,2,0,1,1,0,2,0,2
m.38035,m.38035,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1
m.38315,m.38315,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
m.4233,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Nematostella vectensis GN=v1g172254 PE=3 SV=1",2,1,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
m.4415,NLR family CARD domain-containing protein 4 OS=Xenopus tropicalis GN=nlrc4 PE=2 SV=2,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
m.1041,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 OS=Xenopus tropicalis GN=khdrbs2 PE=2 SV=1",1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,2,0
m.14422,Tyrosine-protein kinase Src42A OS=Drosophila melanogaster GN=Src42A PE=2 SV=1,7,3,5,3,2,7,5,8,5,4,5,3,2,6,6,9,4,4,2,4,7,5,6,4,4,7,6,6
m.5017,m.5017,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
m.5075,COMM domain-containing protein 1 OS=Mus musculus GN=Commd1 PE=2 SV=2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m.5148,Probable chitinase 3 OS=Drosophila melanogaster GN=Cht3 PE=2 SV=2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,2,1,1,1,0,0,0,1,0,2,1
m.5376,RNMT-activating mini protein OS=Homo sapiens GN=FAM103A1 PE=1 SV=1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
m.555,Sphingomyelin phosphodiesterase OS=Bos taurus GN=SMPD1 PE=2 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.5605,m.5605,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1
m.631,Centrin-3 OS=Homo sapiens GN=CETN3 PE=2 SV=2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
m.6410,Protein phosphatase 1J OS=Homo sapiens GN=PPM1J PE=1 SV=1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
m.6550,m.6550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
m.711,Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
m.14438,"Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1",3,1,3,2,2,1,0,1,1,1,2,2,2,0,0,2,0,2,2,1,0,0,3,2,1,1,0,1
m.792,Predicted protein OS=Nematostella vectensis GN=v1g237353 PE=4 SV=1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
m.798,m.798,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0
m.8231,CUE domain-containing protein 1 OS=Homo sapiens GN=CUEDC1 PE=1 SV=1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
m.859,High affinity copper uptake protein 1 OS=Sus scrofa GN=SLC31A1 PE=2 SV=1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
m.899,Choline transporter-like protein 4 OS=Xenopus laevis GN=slc44a4 PE=2 SV=1,0,1,0,1,1,0,1,2,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
m.9026,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,0,1,1
m.912,Thymocyte nuclear protein 1 OS=Danio rerio GN=thyn1 PE=2 SV=1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
m.9152,Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.9200,Pyroglutamyl-peptidase 1 OS=Mus musculus GN=Pgpep1 PE=2 SV=1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
m.9698,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0
m.14465,m.14465,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_1036|m.2331,symbB1.EST_k37c20_1036 g.2331  ORF symbB1.EST_k37c20_1036 g.2331 symbB1.EST_k37c20_1036 m.2331 type:complete len:146 (+) symbB1.EST_k37c20_1036:73-510(+),2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
symbB1.EST_k37c20_11294|m.26043,symbB1.EST_k37c20_11294 g.26043  ORF symbB1.EST_k37c20_11294 g.26043 symbB1.EST_k37c20_11294 m.26043 type:5prime_partial len:197 (-) symbB1.EST_k37c20_11294:71-661(-),0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1
symbB1.EST_k37c20_1360|m.3153,symbB1.EST_k37c20_1360 g.3153  ORF symbB1.EST_k37c20_1360 g.3153 symbB1.EST_k37c20_1360 m.3153 type:5prime_partial len:108 (+) symbB1.EST_k37c20_1360:2-325(+),2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
symbB1.EST_k37c20_13945|m.31959,symbB1.EST_k37c20_13945 g.31959  ORF symbB1.EST_k37c20_13945 g.31959 symbB1.EST_k37c20_13945 m.31959 type:complete len:330 (+) symbB1.EST_k37c20_13945:81-1070(+),0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
symbB1.EST_k37c20_14185|m.32452,symbB1.EST_k37c20_14185 g.32452  ORF symbB1.EST_k37c20_14185 g.32452 symbB1.EST_k37c20_14185 m.32452 type:5prime_partial len:344 (-) symbB1.EST_k37c20_14185:15-1046(-),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
symbB1.EST_k37c20_15413|m.35140,symbB1.EST_k37c20_15413 g.35140  ORF symbB1.EST_k37c20_15413 g.35140 symbB1.EST_k37c20_15413 m.35140 type:complete len:461 (+) symbB1.EST_k37c20_15413:41-1423(+),1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0
symbB1.EST_k37c20_16905|m.38502,symbB1.EST_k37c20_16905 g.38502  ORF symbB1.EST_k37c20_16905 g.38502 symbB1.EST_k37c20_16905 m.38502 type:complete len:137 (+) symbB1.EST_k37c20_16905:105-515(+),1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
symbB1.EST_k37c20_1807|m.4315,symbB1.EST_k37c20_1807 g.4315  ORF symbB1.EST_k37c20_1807 g.4315 symbB1.EST_k37c20_1807 m.4315 type:5prime_partial len:605 (+) symbB1.EST_k37c20_1807:2-1816(+),1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1
symbB1.EST_k37c20_19938|m.44900,symbB1.EST_k37c20_19938 g.44900  ORF symbB1.EST_k37c20_19938 g.44900 symbB1.EST_k37c20_19938 m.44900 type:complete len:697 (-) symbB1.EST_k37c20_19938:234-2324(-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
symbB1.EST_k37c20_2060|m.4874,symbB1.EST_k37c20_2060 g.4874  ORF symbB1.EST_k37c20_2060 g.4874 symbB1.EST_k37c20_2060 m.4874 type:5prime_partial len:130 (+) symbB1.EST_k37c20_2060:1-390(+),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
m.1447,Eukaryotic translation initiation factor 3 subunit E OS=Nematostella vectensis GN=v1g163572 PE=3 SV=1,2,0,1,0,0,1,1,1,0,2,2,1,1,2,2,1,1,0,0,0,1,1,2,0,0,2,1,1
symbB1.EST_k37c20_2071|m.4896,symbB1.EST_k37c20_2071 g.4896  ORF symbB1.EST_k37c20_2071 g.4896 symbB1.EST_k37c20_2071 m.4896 type:5prime_partial len:126 (-) symbB1.EST_k37c20_2071:161-538(-),1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1
symbB1.EST_k37c20_24103|m.53339,symbB1.EST_k37c20_24103 g.53339  ORF symbB1.EST_k37c20_24103 g.53339 symbB1.EST_k37c20_24103 m.53339 type:5prime_partial len:558 (+) symbB1.EST_k37c20_24103:2-1675(+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
