"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1119","m.29137",625,1,1,1,1,0,0,-0.167,-0.158,1,0.560679,0.916951,"3275113","Predicted protein OS=Nematostella vectensis GN=v1g243188 PE=4 SV=1                     "
"1120","m.29142",223,1,1,0,0,1,0,-0.326,-0.3149,1,0.667316,0.883332,"4765919","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1                     "
"1121","m.29183",293,0,0,0,0,1,0,-0.362,-0.3742,1,0.69493,0.862587,"A8E534","Lysine-specific demethylase 8 OS=Danio rerio GN=kdm8 PE=2 SV=1                    "
"1122","m.29192",208,1,1,1,0,0,0,-0.364,-0.3709,1,0.69355,0.8639,"3284175","Predicted protein OS=Nematostella vectensis GN=v1g247993 PE=4 SV=1                     "
"1123","m.29199",285,1,1,2,2,2,2,-0.027,-0.0316,0.993826,0.436167,0.930639,"A4IFW2","Receptor-type tyrosine-protein phosphatase F OS=Danio rerio GN=ptprf PE=2 SV=1                   "
"1124","m.29219",277,13,13,12,13,12,15,0.153,0.3863,0.29942,0.06531,0.891319,"Q1HR36","14-3-3 protein zeta OS=Aedes aegypti GN=14-3-3zeta PE=2 SV=1                    "
"1125","m.29240",253,4,6,7,4,4,6,-0.385,-0.6667,0.97087,0.764526,0.62359,"C1C4R8","3-hydroxybutyrate dehydrogenase type 2 OS=Lithobates catesbeiana GN=bdh2 PE=2 SV=1                   "
"1126","m.29291",227,0,0,0,1,1,1,-0.399,-0.4188,1,0.711943,0.842683,"Q64449","C-type mannose receptor 2 OS=Mus musculus GN=Mrc2 PE=1 SV=3                   "
"1127","m.29299",328,1,1,1,1,1,1,-0.301,-0.3067,1,0.663003,0.88577,"Q9QUN9","Dickkopf-related protein 3 OS=Mus musculus GN=Dkk3 PE=2 SV=1                    "
"1128","m.29343",368,0,0,1,0,0,0,-0.206,-0.2128,1,0.60398,0.907897,"P0C6B8","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           "
"1129","m.29350",356,0,0,0,1,2,1,-0.129,-0.1245,1,0.530877,0.921437,"Q6GM78","Isoaspartyl peptidase/L-asparaginase OS=Xenopus laevis GN=asrgl1 PE=2 SV=1                     "
"1130","m.2936",227,1,0,0,0,0,0,-0.298,-0.2856,0.999921,0.651314,0.891626,"A6QR55","Ubiquitin carboxyl-terminal hydrolase 4 OS=Bos taurus GN=USP4 PE=2 SV=1                   "
"1131","m.29428",193,8,9,11,9,7,8,-0.123,-0.2759,0.999986,0.645646,0.894128,"P17719","Dihydrofolate reductase OS=Drosophila melanogaster GN=Dhfr PE=1 SV=3                     "
"1132","m.295",166,1,2,1,1,1,1,-0.246,-0.2459,1,0.626895,0.901184,"Q962R9","40S ribosomal protein S10 OS=Spodoptera frugiperda GN=RpS10 PE=2 SV=1                   "
"1133","m.29523",191,5,5,3,4,2,3,0.274,0.4264,0.234035,0.049973,0.882162,"P42325","Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2                     "
"1134","m.29527",167,3,4,2,1,1,2,-0.51,-0.5466,1,0.746437,0.756726,"P15144","Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4                     "
"1135","m.29546",408,1,1,0,2,1,2,0.449,0.4897,0.153003,0.031846,0.867487,"Q7T2Z5","Netrin receptor UNC5C OS=Gallus gallus GN=UNC5C PE=2 SV=1                    "
"1136","m.29582",292,1,0,1,1,1,1,-0.32,-0.3052,1,0.6622,0.886206,"Q8K385","Ferric-chelate reductase 1 OS=Mus musculus GN=FRRS1 PE=1 SV=1                    "
"1137","m.29599",227,1,1,1,1,1,1,-0.329,-0.3377,1,0.678658,0.876035,"P35458","Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2                    "
"1138","m.29601",249,0,1,0,0,0,0,-0.356,-0.3529,1,0.685707,0.870715,"P19218","Pancreatic secretory granule membrane major glycoprotein GP2 OS=Rattus norvegicus GN=Gp2 PE=1 SV=1                "
"1139","m.29606",138,0,0,0,1,1,0,-0.211,-0.2139,1,0.60478,0.90769,"24393482","Uncharacterized protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00025450 PE=4 SV=1                   "
"1140","m.29620",137,0,0,0,0,1,0,-0.173,-0.1782,1,0.577429,0.913882,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"1141","m.29673",125,0,0,1,0,0,0,-0.236,-0.2192,1,0.608597,0.906679,"Q86YR5","G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2                    "
"1142","m.297",271,3,3,2,2,3,4,-0.018,-0.0211,0.990085,0.424591,0.931362,"Q9ER00","Syntaxin-12 OS=Mus musculus GN=Stx12 PE=1 SV=1                      "
"1143","m.29778",253,1,1,0,1,1,1,-0.367,-0.3418,1,0.680599,0.874637,"Q16992","LWamide neuropeptides OS=Anthopleura elegantissima PE=1 SV=1                      "
"1144","m.29805",227,0,0,1,0,0,0,-0.387,-0.3441,1,0.681675,0.873841,NA,NA
"1145","m.29808",242,8,6,7,9,8,8,0.315,0.6272,0.053027,0.01064,0.837335,"Q9Z2U1","Proteasome subunit alpha type-5 OS=Mus musculus GN=Psma5 PE=1 SV=1                   "
"1146","m.29813",455,3,3,5,3,3,5,-0.318,-0.4298,1,0.715695,0.837099,"P48601","26S protease regulatory subunit 4 OS=Drosophila melanogaster GN=Rpt2 PE=1 SV=2                  "
"1147","m.29835",460,31,36,32,36,40,35,0.178,0.751,0.017563,0.003456,0.814405,"P11833","Tubulin beta chain OS=Paracentrotus lividus PE=2 SV=1                     "
"1148","m.29861",185,15,17,13,9,9,6,-0.27,-0.6509,0.980553,0.762831,0.643869,"P35041","Trypsin-7 OS=Anopheles gambiae GN=TRYP7 PE=2 SV=2                      "
"1149","m.29873",128,0,0,0,0,1,0,-0.208,-0.204,1,0.597482,0.909513,"3275002","Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1                     "
"1150","m.29888",284,8,9,10,6,6,5,-0.4,-0.832,0.773287,0.772034,0.388772,"Q16943","Vesicle-associated membrane protein/synaptobrevin-binding protein OS=Aplysia californica PE=2 SV=1                    "
"1151","m.29890",126,1,0,1,0,0,0,-0.25,-0.2616,1,0.636941,0.897616,NA,NA
"1152","m.29952",124,2,2,1,2,1,0,0.086,0.1003,0.885972,0.28808,0.933411,NA,NA
"1153","m.29972",1069,5,4,5,6,3,4,0.218,0.3897,0.293447,0.063879,0.890553,"Q15075","Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2                   "
"1154","m.29981",276,1,1,1,0,0,0,-0.256,-0.2515,1,0.630538,0.899941,"Q5ZLN0","Leucine-rich repeat-containing protein 40 OS=Gallus gallus GN=LRRC40 PE=2 SV=1                   "
"1155","m.30023",103,1,0,1,0,1,0,-0.403,-0.4096,1,0.708675,0.847137,"3275455","Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1                     "
"1156","m.3004",377,4,5,3,5,5,3,0.534,0.8287,0.008193,0.001596,0.802385,"P25391","Laminin subunit alpha-1 OS=Homo sapiens GN=LAMA1 PE=1 SV=2                    "
"1157","m.3005",453,1,1,1,0,0,0,-0.166,-0.1603,1,0.562633,0.916616,"P31029","Serine--pyruvate aminotransferase mitochondrial OS=Callithrix jacchus GN=AGXT PE=2 SV=1                           "
"1158","m.30054",147,0,0,1,0,0,0,-0.328,-0.3362,1,0.67794,0.876539,"P35458","Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2                    "
"1159","m.3013",523,1,1,1,0,1,2,-0.024,-0.024,0.991183,0.4278,0.93117,"P41636","4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1                     "
"1160","m.30171",172,1,0,0,1,1,1,-0.288,-0.2757,0.999989,0.645527,0.894178,NA,NA
"1161","m.30203",117,1,0,2,1,1,3,-0.521,-0.5444,1,0.745991,0.758656,"Q96UQ7","60S acidic ribosomal protein P2 OS=Rhodotorula glutinis PE=1 SV=1                   "
"1162","m.3030",150,2,2,2,2,1,2,-0.13,-0.1496,1,0.553442,0.918143,"Q9DBS2","Tumor protein p63-regulated gene 1-like protein OS=Mus musculus GN=Tprg1l PE=1 SV=1                 "
"1163","m.30396",488,14,16,16,14,17,14,-0.074,-0.2261,1,0.613475,0.905324,"Q5RDG4","Protein disulfide-isomerase A3 OS=Pongo abelii GN=PDIA3 PE=2 SV=1                    "
"1164","m.304",134,3,2,2,3,2,2,0.345,0.413,0.254648,0.054734,0.885248,"Q9W6Y0","40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2                   "
"1165","m.30404",107,1,2,0,1,2,0,0.006,0.0058,0.977317,0.394472,0.932845,"Q9CR41","Huntingtin-interacting protein K OS=Mus musculus GN=Hypk PE=2 SV=2                    "
"1166","m.30405",235,13,16,15,13,16,14,-0.008,-0.0202,0.989733,0.423593,0.93142,NA,NA
"1167","m.30436",263,2,2,1,2,0,0,0.287,0.3287,0.411846,0.093606,0.903784,"Q5PRE5","Proline and serine-rich protein 1 OS=Mus musculus GN=Proser1 PE=1 SV=1                  "
"1168","m.30492",247,4,3,6,4,7,4,-0.243,-0.4025,1,0.706069,0.850445,"3276169","Predicted protein OS=Nematostella vectensis GN=v1g109978 PE=4 SV=1                     "
"1169","m.30496",451,7,5,8,2,2,2,-1.143,-1.7047,0.001154,0.751857,0.00018,"Q7D5X9","Probable adenylyltransferase/sulfurtransferase MoeZ OS=Mycobacterium tuberculosis GN=moeZ PE=1 SV=1                    "
"1170","m.30517",248,1,1,1,2,2,1,0.302,0.2917,0.493263,0.116133,0.91108,"3269195","Predicted protein OS=Nematostella vectensis GN=v1g239742 PE=4 SV=1                     "
"1171","m.3052",140,2,2,2,1,1,0,-0.64,-0.7216,0.924735,0.768935,0.548584,"Q9PVV4","Pericentriolar material 1 protein OS=Xenopus laevis GN=pcm1 PE=1 SV=1                   "
"1172","m.30602",306,1,1,1,0,0,1,-0.429,-0.4189,1,0.711978,0.842633,"Q9Y376","Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1                    "
"1173","m.3061",248,4,4,2,3,3,3,0.338,0.4564,0.192347,0.040537,0.875206,NA,NA
"1174","m.30649",133,0,0,1,1,1,0,-0.244,-0.2383,1,0.621844,0.902819,"P27012","S-crystallin 4 OS=Enteroctopus dofleini PE=2 SV=1                      "
"1175","m.307",487,6,4,5,7,6,7,0.441,0.8425,0.007118,0.001384,0.800439,"P62976","Polyubiquitin OS=Cricetulus griseus PE=2 SV=2                       "
"1176","m.3079",696,6,5,6,4,3,1,-0.345,-0.6167,0.996504,0.758455,0.68525,"P13608","Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    "
"1177","m.3088",506,2,1,2,0,2,1,-0.638,-0.6443,0.984142,0.762063,0.652132,"P34528","Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2                   "
"1178","m.3090",880,6,6,5,8,6,5,0.55,0.9237,0.003017,0.000578,0.790104,"O43747","AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5                   "
"1179","m.30917",239,1,1,1,1,2,2,-0.234,-0.2319,1,0.617494,0.904151,"Q5VZK9","Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1                   "
"1180","m.30927",172,9,7,8,8,11,8,0.146,0.3105,0.451203,0.104242,0.907459,"P46426","Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1                      "
"1181","m.30955",229,9,8,9,9,10,8,0.102,0.2287,0.638593,0.162869,0.921636,"O43084","Uncharacterized protein C947.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC947.09 PE=3 SV=1               "
"1182","m.30956",124,1,1,1,0,0,0,-0.432,-0.4201,1,0.712395,0.842038,"Q8BTE0","UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2                    "
"1183","m.30965",169,2,4,2,5,4,5,0.913,1.225,7.6e-05,1.3e-05,0.765711,"Q02375","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4 mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1                           "
"1184","m.30968",150,2,3,3,3,3,3,0.082,0.1115,0.869653,0.275904,0.932964,"Q40302","Calmodulin OS=Macrocystis pyrifera PE=2 SV=3                       "
"1185","m.30969",340,0,0,0,0,1,0,-0.446,-0.4393,1,0.718802,0.832041,"Q4V9P6","Adenosine deaminase-like protein OS=Danio rerio GN=adal PE=2 SV=1                    "
"1186","m.30980",429,3,4,5,6,7,7,0.288,0.4973,0.144988,0.030099,0.865735,"Q63569","26S protease regulatory subunit 6A OS=Rattus norvegicus GN=Psmc3 PE=2 SV=1                  "
"1187","m.3100",352,0,0,1,1,1,2,-0.156,-0.1546,1,0.557769,0.917439,NA,NA
"1188","m.31093",201,1,0,0,1,0,1,-0.351,-0.3597,1,0.688733,0.868208,"A7SGU6","Proteasome assembly chaperone 2 OS=Nematostella vectensis GN=psmg2 PE=3 SV=1                   "
"1189","m.31184",221,1,1,0,0,0,0,-0.377,-0.381,1,0.69772,0.859816,"3268279","Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1                     "
"1190","m.3128",439,0,0,0,1,0,1,-0.363,-0.3529,1,0.685707,0.870715,"A5D6U8","Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1                  "
"1191","m.3130",1155,5,3,2,3,0,1,0.174,0.2335,0.627576,0.158934,0.920929,"Q16720","Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3 PE=1 SV=3                  "
"1192","m.31300",423,3,2,4,5,7,4,0.329,0.4863,0.156701,0.032654,0.868272,"P15651","Short-chain specific acyl-CoA dehydrogenase mitochondrial OS=Rattus norvegicus GN=Acads PE=1 SV=2                           "
"1193","m.31335",295,0,2,1,1,1,1,-0.288,-0.2748,0.999999,0.644991,0.894404,"Q5SVS4","Kidney mitochondrial carrier protein 1 OS=Homo sapiens GN=SLC25A30 PE=2 SV=1                  "
"1194","m.31435",113,1,1,1,2,2,1,0.277,0.3013,0.471631,0.109944,0.909254,"P81748","Macrophage migration inhibitory factor homolog OS=Trichuris trichiura PE=1 SV=2                   "
"1195","m.31437",438,2,2,3,0,0,0,-0.975,-1.0654,0.351708,0.765608,0.122498,NA,NA
"1196","m.31443",176,0,1,0,1,1,1,-0.307,-0.3013,1,0.660093,0.887325,"O34598","Guanine deaminase OS=Bacillus subtilis (strain 168) GN=guaD PE=1 SV=1                   "
"1197","m.3153",509,7,9,8,4,4,4,-0.493,-0.8466,0.7484,0.771995,0.368065,"Q9BDJ5","Pantetheinase OS=Sus scrofa GN=VNN1 PE=2 SV=1                      "
"1198","m.31539",379,1,4,4,4,3,2,0.025,0.0393,0.953944,0.35647,0.933905,"Q967D7","Protein turtle OS=Drosophila melanogaster GN=tutl PE=1 SV=2                     "
"1199","m.31542",149,1,1,1,1,0,1,-0.343,-0.33,1,0.674933,0.878587,"3275455","Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1                     "
"1200","m.316",240,2,1,0,1,3,2,-0.017,-0.018,0.988855,0.42115,0.93156,"O09131","Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2                    "
"1201","m.31603",496,1,2,1,2,3,3,0.491,0.613,0.059652,0.012004,0.84025,"Q9UBC2","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1                "
"1202","m.31623",358,2,1,2,3,2,3,0.343,0.4891,0.153651,0.031987,0.867625,"Q8K0C9","GDP-mannose 46 dehydratase OS=Mus musculus GN=Gmds PE=2 SV=1                           "
"1203","m.31625",195,0,1,0,0,0,0,-0.283,-0.2774,0.99997,0.646535,0.893748,"Q64520","Guanylate kinase OS=Mus musculus GN=Guk1 PE=1 SV=2                     "
"1204","m.3167",409,0,0,1,0,0,0,-0.266,-0.2518,1,0.630731,0.899874,"3276328","Predicted protein OS=Nematostella vectensis GN=v1g243852 PE=4 SV=1                     "
"1205","m.31712",115,2,4,3,3,3,4,0.012,0.0168,0.970623,0.382025,0.933292,"P62832","60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1                   "
"1206","m.3172",280,1,0,2,1,2,3,-0.453,-0.5471,1,0.746537,0.756284,"Q9H0E2","Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1                     "
"1207","m.31748",138,2,2,2,3,3,3,0.382,0.4861,0.156921,0.032702,0.868319,"Q9NQP4","Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1                    "
"1208","m.3177",109,0,1,0,0,1,0,-0.264,-0.2715,1,0.643012,0.895226,"Q0DAE4","Glutaredoxin-C8 OS=Oryza sativa subsp. japonica GN=GRXC8 PE=2 SV=2                    "
"1209","m.31932",104,1,1,1,1,0,1,-0.083,-0.0814,1,0.488963,0.926255,"3279464","Predicted protein OS=Nematostella vectensis GN=v1g213018 PE=4 SV=1                     "
"1210","m.31958",263,2,2,2,2,2,2,0.065,0.0766,0.916532,0.314328,0.933989,"P56571","ES1 protein homolog mitochondrial OS=Rattus norvegicus PE=1 SV=2                           "
"1211","m.31989",241,8,8,10,5,5,8,-0.577,-1.1139,0.278122,0.763769,0.088945,"P30040","Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4                  "
"1212","m.32004",521,6,6,6,5,7,5,-0.108,-0.1714,1,0.571894,0.914947,"Q1JPX3","Phenylalanine--tRNA ligase alpha subunit OS=Danio rerio GN=farsa PE=2 SV=2                   "
"1213","m.32071",562,0,3,1,2,2,1,0.203,0.206,0.689799,0.18229,0.92474,"Q63028","Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2                      "
"1214","m.32074",263,0,0,0,1,0,1,-0.271,-0.2599,1,0.635879,0.898015,"Q7SYM0","Uridine-cytidine kinase 2-A OS=Danio rerio GN=uck2a PE=2 SV=1                    "
"1215","m.321",419,0,1,1,0,1,1,-0.302,-0.3112,1,0.665386,0.884444,"O75886","Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1                  "
"1216","m.32107",309,2,2,2,4,4,3,0.639,0.8181,0.009118,0.001779,0.803918,"Q60445","Coatomer subunit epsilon OS=Cricetulus griseus GN=COPE PE=2 SV=2                    "
"1217","m.32114",195,0,0,0,1,0,2,-0.144,-0.1472,1,0.551345,0.918475,"P08836","Farnesyl pyrophosphate synthase OS=Gallus gallus GN=FDPS PE=1 SV=2                    "
"1218","m.32194",430,0,1,1,0,0,0,-0.236,-0.2463,1,0.627157,0.901096,"3282005","Predicted protein OS=Nematostella vectensis GN=v1g246919 PE=4 SV=1                     "
"1219","m.3220",414,5,4,3,4,5,4,0.477,0.6477,0.044591,0.008912,0.833225,"Q6P5L8","Hydroxysteroid dehydrogenase-like protein 2 OS=Danio rerio GN=hsdl2 PE=2 SV=1                   "
"1220","m.32200",195,0,0,0,2,2,1,0.247,0.2658,0.552757,0.134057,0.915738,"O60462","Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2                      "
"1221","m.3221",325,5,5,6,4,5,6,-0.164,-0.2564,1,0.633671,0.898827,"Q32KJ6","N-acetylgalactosamine-6-sulfatase OS=Rattus norvegicus GN=Galns PE=1 SV=1                      "
"1222","m.32224",134,1,1,0,0,0,0,-0.357,-0.3599,1,0.688821,0.868133,"4777729","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10013024 PE=4 SV=1                     "
"1223","m.32263",177,0,1,1,0,0,0,-0.362,-0.3505,1,0.68462,0.87158,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"1224","m.32275",204,1,1,1,0,1,1,-0.303,-0.2946,0.999947,0.656405,0.8892,"Q9JHZ4","GRIP1-associated protein 1 OS=Rattus norvegicus GN=Gripap1 PE=1 SV=1                    "
"1225","m.323",492,3,4,3,4,3,4,0.321,0.4782,0.165798,0.03465,0.870147,"Q6PD03","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus GN=Ppp2r5a PE=2 SV=1              "
"1226","m.32319",119,1,1,0,0,0,0,-0.394,-0.4199,1,0.712326,0.842137,NA,NA
"1227","m.32350",106,2,2,2,1,1,1,-0.608,-0.6198,0.995323,0.758893,0.681651,"Q9UHV9","Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1                    "
"1228","m.32357",153,3,4,5,3,3,3,-0.383,-0.5981,0.999998,0.755654,0.706142,"Q9EQS3","C-Myc-binding protein OS=Mus musculus GN=Mycbp PE=2 SV=5                     "
"1229","m.32359",150,1,2,0,0,1,1,-0.303,-0.308,1,0.663695,0.88539,NA,NA
"1230","m.32372",367,3,2,2,0,0,2,-0.542,-0.6249,0.993265,0.759595,0.675662,"P22105","Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3                      "
"1231","m.32400",152,11,10,11,11,13,12,0.099,0.2344,0.625504,0.158203,0.920795,"Q17133","Myosin essential light chain OS=Branchiostoma floridae PE=2 SV=1                           "
"1232","m.3241",263,1,1,0,1,0,0,-0.267,-0.2623,1,0.637377,0.89745,"P28685","Contactin-2 OS=Gallus gallus GN=CNTN2 PE=1 SV=1                      "
"1233","m.32417",162,5,5,5,4,7,5,-0.084,-0.1374,1,0.542649,0.919793,"Q3SZF2","ADP-ribosylation factor 4 OS=Bos taurus GN=ARF4 PE=2 SV=3                    "
"1234","m.32437",322,5,5,6,4,4,6,-0.273,-0.4631,1,0.726073,0.818344,"Q08257","Quinone oxidoreductase OS=Homo sapiens GN=CRYZ PE=1 SV=1                     "
"1235","m.32472",518,1,1,1,0,1,0,-0.22,-0.2237,1,0.61179,0.905801,"Q55GC7","Sphingomyelinase phosphodiesterase D OS=Dictyostelium discoideum GN=sgmD PE=3 SV=1                    "
"1236","m.3251",282,0,0,1,1,1,0,-0.191,-0.2056,1,0.598676,0.909224,"Q8CGC7","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4                    "
"1237","m.32539",222,0,1,1,0,0,1,-0.47,-0.4316,1,0.716293,0.836158,NA,NA
"1238","m.3255",868,2,1,0,0,0,0,-0.303,-0.2888,0.999923,0.653143,0.890775,"Q75WE7","von Willebrand factor A domain-containing protein 5A OS=Rattus norvegicus GN=Vwa5a PE=2 SV=1                "
"1239","m.32635",153,0,0,0,0,0,1,-0.349,-0.3379,1,0.678753,0.875967,"P72745","Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1              "
"1240","m.3273",568,1,0,1,0,2,0,-0.045,-0.0415,0.996789,0.446964,0.929886,NA,NA
"1241","m.3276",306,2,5,6,1,0,0,-1.383,-1.6431,0.002567,0.752456,0.00041,"P86982","Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1                  "
"1242","m.32828",176,4,2,3,0,0,0,-0.862,-1.009,0.447938,0.767774,0.171416,"Q8NDA2","Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=2                      "
"1243","m.32831",225,6,6,7,4,3,5,-0.366,-0.6102,0.998821,0.757509,0.692694,"O27188","L-tyrosine decarboxylase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=mfnA PE=3 SV=1      "
"1244","m.32846",176,1,1,2,2,3,1,-0.09,-0.112,1,0.519123,0.922938,"O75131","Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1                      "
"1245","m.33004",467,1,0,0,2,1,1,0.239,0.2379,0.617434,0.155381,0.920266,"5576681","Antigen KI-67 (Fragment) OS=Hydra vulgaris GN=MKI67 PE=2 SV=1                    "
"1246","m.33026",112,6,6,7,5,7,6,-0.179,-0.3069,1,0.66311,0.885712,"Q8QGH2","Small ubiquitin-related modifier 1 OS=Gallus gallus GN=SUMO1 PE=3 SV=1                   "
"1247","m.33051",377,0,0,1,0,1,1,-0.434,-0.4458,1,0.72086,0.828449,"3275455","Predicted protein OS=Nematostella vectensis GN=v1g207953 PE=4 SV=1                     "
"1248","m.33135",103,12,13,11,13,17,13,0.302,0.7668,0.015103,0.002966,0.811813,"Q6LAF1","Histone H4 OS=Dendronephthya klunzingeri GN=H4DEKL PE=3 SV=3                     "
"1249","m.33136",368,1,1,1,0,1,1,-0.245,-0.2443,1,0.625842,0.901533,"Q6GMK8","Mannose-1-phosphate guanyltransferase alpha-A OS=Danio rerio GN=gmppaa PE=2 SV=1                    "
"1250","m.332",282,19,15,23,9,9,5,-0.83,-2.0244,1e-05,0.749832,1e-06,"3652730","Small cysteine-rich protein 3a OS=Montastraea faveolata GN=SCRiP3a PE=4 SV=1                   "
"1251","m.33261",166,1,1,0,2,1,1,0.257,0.2807,0.518371,0.123526,0.913108,"Q9Y265","RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1                     "
"1252","m.33265",255,3,2,3,0,0,0,-0.856,-0.9495,0.558016,0.769872,0.234646,"XP_002602912","hypothetical protein BRAFLDRAFT_98085 [Branchiostoma floridae]                       "
"1253","m.3329",167,0,0,0,1,0,0,-0.259,-0.2522,1,0.630989,0.899784,NA,NA
"1254","m.33343",126,0,1,1,1,1,1,-0.374,-0.3547,1,0.686516,0.870059,"P70297","Signal transducing adapter molecule 1 OS=Mus musculus GN=Stam PE=2 SV=3                  "
"1255","m.3341",135,1,0,0,1,0,0,-0.347,-0.3552,1,0.686739,0.869876,"A8XKV0","Beta carbonic anhydrase 1 OS=Caenorhabditis briggsae GN=bca-1 PE=3 SV=2                   "
"1256","m.33410",147,2,2,1,1,2,2,-0.144,-0.1581,1,0.560764,0.916936,NA,NA
"1257","m.33455",109,2,1,1,1,1,1,-0.256,-0.2415,1,0.623986,0.902138,"Q27245","Putative aminopeptidase W07G4.4 OS=Caenorhabditis elegans GN=W07G4.4 PE=1 SV=1                    "
"1258","m.33472",425,1,1,1,1,1,1,-0.282,-0.276,0.999984,0.645706,0.894102,"3273074","Predicted protein OS=Nematostella vectensis GN=v1g241995 PE=4 SV=1                     "
"1259","m.33497",112,1,0,0,1,1,0,-0.278,-0.2738,1,0.644394,0.894655,"O43897","Tolloid-like protein 1 OS=Homo sapiens GN=TLL1 PE=1 SV=1                    "
"1260","m.33500",300,3,2,2,3,2,4,0.272,0.3626,0.343196,0.076004,0.896576,NA,NA
"1261","m.33503",162,1,2,1,2,2,3,0.24,0.2684,0.546736,0.132176,0.91529,"O55234","Proteasome subunit beta type-5 OS=Mus musculus GN=Psmb5 PE=1 SV=3                   "
"1262","m.33514",310,5,6,6,7,7,5,0.284,0.5486,0.09935,0.020307,0.854108,"Q9V3H2","26S proteasome non-ATPase regulatory subunit 14 OS=Drosophila melanogaster GN=Rpn11 PE=1 SV=1                 "
"1263","m.3353",326,0,0,0,0,0,1,-0.373,-0.3835,1,0.698727,0.858774,"Q28GJ2","Ester hydrolase C11orf54 homolog OS=Xenopus tropicalis GN=TEgg069a24.1 PE=2 SV=1                   "
"1264","m.33585",222,1,1,1,3,1,1,0.578,0.703,0.027405,0.005428,0.822749,"9153914","Hypothetical transporter OS=Cyanothece sp. CCY0110 GN=CY0110_03479 PE=4 SV=1                    "
