"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1367","m.26907",311,4,12,7,11,11,3,0.448,0.9786,0.002575,0.000178,0.672443,"Q7SXV9","Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1                      "
"1368","m.26926",313,0,8,4,1,7,1,-0.884,-1.0142,0.191368,0.471095,0.046822,"O55125","Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1                   "
"1369","m.26932",113,1,0,0,0,1,0,0.002,0.0022,0.994741,0.225434,0.881398,"A3KG59","Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1                  "
"1370","m.26933",140,9,5,4,10,5,2,0.897,1.6501,0,0,0.550348,"Q2HJ57","Coactosin-like protein OS=Bos taurus GN=COTL1 PE=2 SV=3                     "
"1371","m.26935",282,1,0,0,0,3,0,-0.088,-0.0842,1,0.280093,0.863003,"Q8SQ72","Gamma-sarcoglycan OS=Canis familiaris GN=SGCG PE=3 SV=1                      "
"1372","m.26940",335,3,21,7,19,10,8,1.015,2.2871,0,0,0.50041,"P00636","Fructose-16-bisphosphatase 1 OS=Sus scrofa GN=FBP1 PE=1 SV=4                           "
"1373","m.26941",195,0,0,0,0,0,1,-0.245,-0.2374,1,0.363928,0.806409,"Q54QK4","COMM domain-containing protein 3 OS=Dictyostelium discoideum GN=commd3 PE=4 SV=1                   "
"1374","m.26952",376,77,97,70,107,97,64,0.43,2.9468,0,0,0.479599,NA,NA
"1375","m.26956",495,33,40,24,33,45,23,0.379,1.4349,5e-06,0,0.578739,NA,NA
"1376","m.26981",281,7,13,5,4,10,3,-0.186,-0.3027,1,0.392055,0.768397,"Q8BP92","Reticulocalbin-2 OS=Mus musculus GN=Rcn2 PE=2 SV=1                      "
"1377","m.2705",268,28,30,19,34,38,27,0.645,2.3078,0,0,0.499428,"Q9MYP6","17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1                    "
"1378","m.27078",180,0,17,12,9,20,9,-0.206,-0.4917,0.988077,0.446856,0.586617,NA,NA
"1379","m.27080",181,5,4,2,3,4,3,0.486,0.5624,0.140916,0.011023,0.805828,NA,NA
"1380","m.27104",291,0,0,0,1,1,1,-0.228,-0.1971,1,0.344144,0.825122,"Q63603","Dedicator of cytokinesis protein 9 (Fragment) OS=Rattus norvegicus GN=Dock9 PE=2 SV=2                 "
"1381","m.27110",419,1,3,4,2,5,0,-0.497,-0.6185,0.872569,0.464736,0.414199,"Q58A65","C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2                   "
"1382","m.27111",329,0,1,0,2,0,1,0.391,0.4146,0.363392,0.032362,0.853748,"Q9VKJ0","Homogentisate 12-dioxygenase OS=Drosophila melanogaster GN=hgo PE=1 SV=3                           "
"1383","m.27117",475,17,18,12,6,25,4,-0.616,-1.2122,0.04248,0.46786,0.008293,"Q9DE27","RuvB-like 2 OS=Xenopus laevis GN=ruvbl2 PE=2 SV=1                     "
"1384","m.27125",414,2,0,0,0,0,0,-0.137,-0.1254,1,0.304761,0.8513,"Q5RBU7","Lysosomal Pro-X carboxypeptidase OS=Pongo abelii GN=PRCP PE=2 SV=1                    "
"1385","m.2713",305,2,0,1,0,1,0,-0.094,-0.0869,1,0.281747,0.862299,"Q0P4P2","Fibrinogen C domain-containing protein 1 OS=Xenopus tropicalis GN=fibcd1 PE=2 SV=1                  "
"1386","m.27134",171,1,1,1,4,9,0,1.149,1.401,8e-06,0,0.583945,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"1387","m.2715",610,21,14,18,35,14,26,0.718,2.6579,0,0,0.486769,"Q923L3","CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=2 SV=2                 "
"1388","m.27183",206,2,3,2,0,0,0,-0.612,-0.6349,0.849459,0.466166,0.391373,"3266122","Predicted protein OS=Nematostella vectensis GN=v1g236282 PE=4 SV=1                     "
"1389","m.2719",951,3,1,2,0,2,1,-0.529,-0.5658,0.934272,0.45887,0.487811,"Q99M80","Receptor-type tyrosine-protein phosphatase T OS=Mus musculus GN=Ptprt PE=2 SV=2                   "
"1390","m.27220",121,0,0,0,1,0,0,-0.128,-0.1186,1,0.300779,0.853382,"Q68SA9","A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Mus musculus GN=Adamts7 PE=1 SV=3               "
"1391","m.2723",969,0,0,1,1,0,0,-0.207,-0.1926,1,0.341824,0.827017,"Q92614","Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3                     "
"1392","m.27234",308,44,57,29,53,57,34,0.703,2.7471,0,0,0.484341,"P79136","F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1                   "
"1393","m.27245",439,0,1,1,0,2,1,-0.236,-0.2211,1,0.356144,0.81437,"Q54G05","Putative leucine-rich repeat-containing protein DDB_G0290503 OS=Dictyostelium discoideum GN=DDB_G0290503 PE=4 SV=1                  "
"1394","m.27343",272,4,4,5,5,6,5,0.072,0.1063,0.946326,0.159915,0.893352,NA,NA
"1395","m.2736",403,1,3,0,3,0,0,0.598,0.6537,0.068682,0.005122,0.774275,"P07686","Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3                    "
"1396","m.2737",226,0,4,2,1,5,2,-0.319,-0.3316,1,0.402929,0.748019,NA,NA
"1397","m.27407",217,0,6,4,5,7,2,0.298,0.5004,0.216743,0.017749,0.826851,"Q92002","Unconventional myosin-Ic OS=Lithobates catesbeiana GN=Myo1c PE=2 SV=1                     "
"1398","m.2744",660,2,0,0,0,2,0,-0.172,-0.1603,1,0.324556,0.839581,"Q6TMK4","Peroxinectin A OS=Dictyostelium discoideum GN=poxA PE=2 SV=1                     "
"1399","m.27472",139,10,6,4,10,4,4,0.888,1.7969,0,0,0.534875,"B0DZL3","Probable Xaa-Pro aminopeptidase P OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) GN=AMPP PE=3 SV=1              "
"1400","m.27474",600,0,2,0,1,1,0,-0.253,-0.2301,1,0.360479,0.810043,"Q9UKV3","Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2                "
"1401","m.27519",235,0,0,1,1,1,0,-0.083,-0.0776,1,0.276032,0.864686,"P0C6B8","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           "
"1402","m.2752",168,28,24,13,26,19,15,0.742,2.1686,0,0,0.506689,"P59999","Actin-related protein 3-Feb complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3                 "
"1403","m.2758",817,5,0,2,0,2,3,-0.335,-0.3436,1,0.407164,0.738842,"Q80T79","CUB and sushi domain-containing protein 3 OS=Mus musculus GN=Csmd3 PE=2 SV=3                 "
"1404","m.27586",330,5,8,8,8,13,5,0.05,0.1043,0.948001,0.161119,0.893234,"Q61425","Hydroxyacyl-coenzyme A dehydrogenase mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2                           "
"1405","m.27591",172,4,0,0,2,0,2,0.425,0.4576,0.283809,0.024154,0.840717,"2953346","Uncharacterized protein (Fragment) OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) GN=GLOINDRAFT_92041 PE=4 SV=1           "
"1406","m.27600",192,5,1,3,1,5,1,-0.586,-0.6425,0.83817,0.466771,0.380865,"P86854","Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1                      "
"1407","m.27603",105,2,2,2,3,3,1,0.284,0.3514,0.49887,0.048233,0.870503,"3268769","Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1                     "
"1408","m.27605",263,4,2,0,4,3,4,1.066,1.293,4.3e-05,3e-06,0.602127,"P70195","Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1                   "
"1409","m.27606",280,0,1,0,0,0,0,-0.141,-0.1374,0.999994,0.311691,0.847472,NA,NA
"1410","m.27613",234,11,7,5,9,16,6,0.615,1.1382,0.000362,2.4e-05,0.633154,"P25787","Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2                   "
"1411","m.27614",142,4,12,5,12,12,11,0.955,1.8695,0,0,0.528221,"Q7T2B9","Myotrophin OS=Danio rerio GN=mtpn PE=3 SV=1                      "
"1412","m.27625",216,0,1,1,0,0,0,-0.1,-0.1016,1,0.290664,0.85832,"Q14696","LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2                    "
"1413","m.27628",467,0,2,2,3,1,0,0.309,0.3824,0.430148,0.039841,0.862699,"Q99755","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1                  "
"1414","m.27646",180,5,4,4,8,6,3,0.74,1.413,7e-06,0,0.582076,"Q9D8I1","Marginal zone B- and B1-cell-specific protein OS=Mus musculus GN=Mzb1 PE=1 SV=2                 "
"1415","m.2765",1329,2,1,0,0,4,1,0.079,0.0751,0.968546,0.179028,0.890988,"3288684","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g224725 PE=4 SV=1                    "
"1416","m.27658",363,1,0,1,1,3,0,-0.044,-0.043,0.999483,0.254358,0.87274,"Q5EE04","Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1                    "
"1417","m.27664",165,1,5,5,6,3,7,0.34,0.6518,0.069787,0.005208,0.774929,NA,NA
"1418","m.27687",497,9,9,6,4,14,5,-0.34,-0.5256,0.968054,0.452942,0.542578,"Q2KJ46","26S proteasome non-ATPase regulatory subunit 3 OS=Bos taurus GN=PSMD3 PE=2 SV=1                 "
"1419","m.27691",423,0,0,1,3,6,1,0.821,1.0063,0.001862,0.000128,0.665057,"Q9Z2W1","Serine/threonine-protein kinase 25 OS=Mus musculus GN=Stk25 PE=1 SV=2                    "
"1420","m.27700",104,8,17,10,15,13,10,0.468,1.1257,0.000426,2.8e-05,0.63595,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"1421","m.27731",112,4,3,2,5,3,2,0.784,1.1318,0.000394,2.6e-05,0.634579,"Q9NQW7","Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3                    "
"1422","m.27736",105,1,2,0,2,1,0,0.459,0.4837,0.241442,0.020057,0.832346,"P06684","Complement C5 OS=Mus musculus GN=C5 PE=1 SV=2                     "
"1423","m.27757",157,17,6,5,10,6,8,0.711,1.3198,2.9e-05,2e-06,0.597374,"P13608","Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3                    "
"1424","m.27772",428,0,0,2,0,0,3,-0.552,-0.5855,0.91351,0.461301,0.460378,NA,NA
"1425","m.27778",204,4,7,5,10,9,3,0.647,1.2503,7.9e-05,5e-06,0.610056,"Q5ZL33","Serine-threonine kinase receptor-associated protein OS=Gallus gallus GN=STRAP PE=2 SV=2                   "
"1426","m.2778",160,3,2,0,0,0,0,-0.163,-0.1664,1,0.327898,0.837342,"P13676","Acylamino-acid-releasing enzyme OS=Rattus norvegicus GN=Apeh PE=1 SV=1                     "
"1427","m.27791",585,9,27,17,32,17,19,0.7,2.4045,0,0,0.495252,"Q94738","97 kDa heat shock protein OS=Strongylocentrotus franciscanus GN=HSP110 PE=2 SV=1                  "
"1428","m.278",253,202,254,163,303,254,171,0.629,6.8969,0,0,0.461933,NA,NA
"1429","m.27802",451,4,2,5,0,6,0,-1.106,-1.3421,0.011917,0.466139,0.002147,"O96019","Actin-like protein 6A OS=Homo sapiens GN=ACTL6A PE=1 SV=1                    "
"1430","m.27813",362,9,8,5,8,10,5,0.496,0.9043,0.00595,0.00042,0.69341,"Q9Z254","PDZ domain-containing protein GIPC1 OS=Rattus norvegicus GN=Gipc1 PE=1 SV=2                   "
"1431","m.27819",169,1,1,1,1,3,2,-0.151,-0.1425,0.999982,0.314598,0.845783,"3266649","Predicted protein OS=Nematostella vectensis GN=v1g196994 PE=4 SV=1                     "
"1432","m.27822",350,3,1,2,0,3,1,-0.47,-0.4857,0.990874,0.44567,0.594143,NA,NA
"1433","m.27879",255,0,0,0,1,0,0,-0.283,-0.256,1,0.372441,0.796621,"O14980","Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1                      "
"1434","m.27902",108,3,2,2,0,2,0,-0.375,-0.3883,1,0.421529,0.700676,"3674544","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_66592 PE=4 SV=1                    "
"1435","m.2792",427,4,40,0,11,22,10,2.033,2.6681,0,0,0.48648,"P23381","Tryptophan--tRNA ligase cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2                           "
"1436","m.2794",658,49,101,48,85,60,52,0.583,3.0836,0,0,0.476837,"P34422","Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2                  "
"1437","m.27948",285,0,0,0,0,0,1,-0.245,-0.2398,1,0.365049,0.805189,"Q5F464","Lipoma-preferred partner homolog OS=Gallus gallus GN=LPP PE=2 SV=1                    "
"1438","m.27954",454,1,1,0,2,1,1,0.373,0.4026,0.387621,0.035008,0.857175,"3274168","Predicted protein OS=Nematostella vectensis GN=v1g242640 PE=4 SV=1                     "
"1439","m.27979",288,3,3,0,2,3,0,0.434,0.4438,0.308055,0.026581,0.845015,"O43822","Protein C21orf2 OS=Homo sapiens GN=C21orf2 PE=1 SV=1                     "
"1440","m.27998",400,18,17,6,12,23,3,0.761,1.6186,0,0,0.554051,"A6H584","Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3                    "
"1441","m.2800",281,0,0,0,0,2,1,-0.067,-0.0573,0.999991,0.263386,0.869565,"Q9NQX3","Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1                      "
"1442","m.28013",833,12,13,6,11,12,5,0.622,1.2974,4e-05,2e-06,0.601335,"Q8R508","Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1                    "
"1443","m.28035",226,0,1,0,0,1,1,-0.164,-0.1535,1,0.320787,0.842008,"Q7ZXT3","Enhancer of mRNA-decapping protein 4 OS=Xenopus laevis GN=edc4 PE=2 SV=1                  "
"1444","m.28068",132,8,8,5,15,7,4,1.069,2.2662,0,0,0.501435,NA,NA
"1445","m.28097",108,3,3,2,2,3,2,0.004,0.0045,0.994323,0.223955,0.881784,NA,NA
"1446","m.2811",300,0,0,0,0,1,0,-0.131,-0.1205,1,0.301895,0.852807,"Q8BH79","Anoctamin-10 OS=Mus musculus GN=Ano10 PE=2 SV=1                      "
"1447","m.28137",274,11,12,6,13,19,7,0.812,1.6666,0,0,0.548465,"O95153","Peripheral-type benzodiazepine receptor-associated protein 1 OS=Homo sapiens GN=BZRAP1 PE=1 SV=2                  "
"1448","m.28144",117,6,3,1,3,4,3,0.676,0.7334,0.03385,0.002463,0.747226,"Q55G75","PH domain-containing protein DDB_G0267786 OS=Dictyostelium discoideum GN=DDB_G0267786 PE=4 SV=1                   "
"1449","m.28151",99,0,0,0,2,1,0,0.308,0.3415,0.521448,0.051174,0.872805,NA,NA
"1450","m.28154",158,4,15,3,12,5,3,1.417,2.283,0,0,0.500608,"O16277","Putative histone H1.6 OS=Caenorhabditis elegans GN=hil-6 PE=3 SV=3                    "
"1451","m.28159",179,3,2,2,3,2,1,0.28,0.3487,0.505002,0.049022,0.87114,"Q54Y55","Dual specificity protein kinase shkC OS=Dictyostelium discoideum GN=shkC PE=3 SV=1                  "
"1452","m.2821",497,1,0,1,0,1,0,-0.175,-0.1725,1,0.331203,0.835042,"P59015","Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2                 "
"1453","m.2824",459,11,24,9,17,22,9,0.685,1.6686,0,0,0.54824,"Q9HB40","Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1                    "
"1454","m.28261",194,0,0,2,0,0,0,-0.675,-0.7041,0.734707,0.470456,0.298666,"Q24322","Semaphorin-1A OS=Drosophila melanogaster GN=Sema-1a PE=2 SV=2                      "
"1455","m.28278",688,2,2,2,4,6,6,0.709,0.8305,0.013039,0.000932,0.715791,"Q9JID6","Long-chain-fatty-acid--CoA ligase 1 OS=Cavia porcellus GN=ACSL1 PE=2 SV=1                    "
"1456","m.28289",123,2,0,2,0,3,1,-0.619,-0.6481,0.829601,0.467194,0.373158,"Q5XXA6","Anoctamin-1 OS=Homo sapiens GN=ANO1 PE=1 SV=1                      "
"1457","m.28313",382,4,0,4,0,8,2,-0.92,-1.1047,0.102741,0.469565,0.022343,"32160160","Uncharacterized protein OS=Parabacteroides goldsteinii dnLKV18 GN=C803_04595 PE=4 SV=1                    "
"1458","m.28364",198,0,1,0,1,2,0,-0.132,-0.1176,1,0.30019,0.853683,"Q7ZU29","Nuclear pore complex protein Nup93 OS=Danio rerio GN=dye PE=2 SV=1                  "
"1459","m.284",444,10,11,7,6,11,9,0.067,0.1243,0.929682,0.149232,0.894208,"O55131","Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=1                      "
"1460","m.2841",371,8,0,2,2,8,3,0.132,0.1602,0.887289,0.128861,0.894751,"B9LM83","Dihydroxy-acid dehydratase OS=Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl) GN=ilvD PE=3 SV=1             "
"1461","m.28410",144,3,3,1,4,3,1,0.909,1.0997,0.000594,3.9e-05,0.641914,NA,NA
"1462","m.28413",203,4,2,3,4,2,2,0.274,0.3799,0.435549,0.040473,0.86336,"B0BNM9","Glycolipid transfer protein OS=Rattus norvegicus GN=GLTP PE=2 SV=1                    "
"1463","m.28417",112,0,3,0,1,0,1,-0.158,-0.1503,1,0.318998,0.843125,NA,NA
"1464","m.28419",437,1,3,0,8,6,5,1.672,2.1578,0,0,0.50732,"Q8NBX0","Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1                    "
"1465","m.28430",410,1,0,0,0,4,0,0.08,0.0742,0.969071,0.179589,0.890904,"Q6P8G1","Interleukin enhancer-binding factor 2 homolog OS=Xenopus tropicalis GN=ilf2 PE=2 SV=1                  "
"1466","m.28435",230,8,8,4,7,11,3,0.633,1.0945,0.000634,4.2e-05,0.643132,"A6QPN6","Gamma-interferon-inducible lysosomal thiol reductase OS=Bos taurus GN=IFI30 PE=2 SV=1                   "
"1467","m.28438",291,6,4,3,6,5,4,0.672,1.0281,0.001436,9.8e-05,0.659412,"Q9DB05","Alpha-soluble NSF attachment protein OS=Mus musculus GN=Napa PE=1 SV=1                   "
"1468","m.28444",404,9,6,7,7,12,3,0.143,0.2641,0.698316,0.078786,0.887129,"Q3B8Q2","Eukaryotic initiation factor 4A-III OS=Rattus norvegicus GN=Eif4a3 PE=1 SV=1                   "
"1469","m.2848",287,4,8,7,7,7,6,0.107,0.1938,0.836223,0.111117,0.8938,"Q91FT7","Putative methyltransferase 235L OS=Invertebrate iridescent virus 6 GN=IIV6-235L PE=3 SV=1                  "
"1470","m.28480",131,2,14,8,16,15,0,0.746,1.8012,0,0,0.534464,NA,NA
"1471","m.28497",512,0,0,2,1,1,1,-0.561,-0.5854,0.913622,0.46129,0.460518,"Q9UQB3","Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3                     "
"1472","m.285",338,7,3,3,3,3,7,0.053,0.0696,0.971666,0.182462,0.890459,"Q9ESB5","N-terminal EF-hand calcium-binding protein 1 OS=Rattus norvegicus GN=Necab1 PE=1 SV=1                  "
"1473","m.28515",510,6,10,3,7,10,2,0.737,1.2012,0.000156,1e-05,0.619749,NA,NA
"1474","m.28519",329,2,1,1,1,4,3,0.054,0.0493,0.981357,0.195265,0.888226,"Q26636","Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1                      "
"1475","m.28520",237,1,2,0,0,0,1,-0.269,-0.2615,1,0.374883,0.793576,NA,NA
"1476","m.2853",518,8,10,5,10,11,10,0.775,1.5663,1e-06,0,0.560521,"Q9Y5X2","Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1                     "
"1477","m.28534",505,11,8,4,15,7,11,1.386,2.5893,0,0,0.488798,"Q9IBG7","Kielin/chordin-like protein OS=Xenopus laevis GN=kcp PE=2 SV=1                     "
"1478","m.28537",125,14,8,9,10,14,6,0.224,0.5028,0.213348,0.017437,0.826053,"Q3SZE2","Prefoldin subunit 1 OS=Bos taurus GN=PFDN1 PE=2 SV=1                    "
"1479","m.28546",235,48,46,30,47,31,23,0.48,1.9999,0,0,0.517747,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"1480","m.2856",532,35,35,25,47,49,32,0.675,2.7544,0,0,0.484152,"Q14409","Putative glycerol kinase 3 OS=Homo sapiens GN=GK3P PE=5 SV=2                   "
"1481","m.2860",768,17,37,33,42,38,24,0.308,1.2657,6.4e-05,4e-06,0.607145,"P13590","Neural cell adhesion molecule 1 OS=Gallus gallus GN=NCAM1 PE=1 SV=3                  "
"1482","m.28601",246,1,0,0,1,3,1,-0.032,-0.0304,0.998707,0.246341,0.875361,"Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2                 "
"1483","m.28662",374,4,0,1,4,1,1,0.954,1.1096,0.000524,3.5e-05,0.639619,"O74542","Uncharacterized aminotransferase C777.03c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC777.03c PE=3 SV=1               "
"1484","m.28687",461,2,8,2,5,5,3,0.78,1.023,0.001527,0.000104,0.660719,"P27926","Hexokinase-3 OS=Rattus norvegicus GN=Hk3 PE=2 SV=1                      "
"1485","m.28742",295,12,12,8,10,14,11,0.283,0.6312,0.082755,0.006231,0.782036,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"1486","m.2877",192,0,1,0,2,3,2,0.411,0.4359,0.322496,0.028056,0.847428,"Q8N0W3","L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2                     "
"1487","m.28770",229,13,12,7,12,12,6,0.534,1.1847,0.000196,1.3e-05,0.623151,"P21158","C-factor OS=Myxococcus xanthus GN=csgA PE=1 SV=1                      "
"1488","m.28774",853,0,0,1,1,3,0,-0.093,-0.0846,1,0.280339,0.862899,"Q8R1B4","Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1                "
"1489","m.2878",281,11,10,9,15,14,8,0.497,1.1733,0.000228,1.5e-05,0.625547,NA,NA
"1490","m.288",547,0,3,3,3,2,2,-0.052,-0.0714,1,0.272193,0.866223,"Q3SYU7","Transportin-1 OS=Bos taurus GN=TNPO1 PE=1 SV=2                      "
"1491","m.28820",245,19,25,16,27,24,10,0.602,1.9285,0,0,0.523258,"Q9UIJ7","GTP:AMP phosphotransferase AK3 mitochondrial OS=Homo sapiens GN=AK3 PE=1 SV=4                           "
"1492","m.28880",200,1,3,2,3,3,2,0.333,0.4288,0.335814,0.029438,0.849567,NA,NA
"1493","m.28920",220,3,1,2,3,2,2,0.253,0.2927,0.634073,0.067608,0.88264,"P28472","Gamma-aminobutyric acid receptor subunit beta-3 OS=Homo sapiens GN=GABRB3 PE=1 SV=1                  "
"1494","m.28999",107,0,0,1,0,0,0,-0.278,-0.2695,1,0.378371,0.789019,NA,NA
"1495","m.29",104,18,12,6,13,13,6,0.863,1.6463,0,0,0.550787,"Q38900","Peptidyl-prolyl cis-trans isomerase CYP19-1 OS=Arabidopsis thaliana GN=CYP19-1 PE=1 SV=1                   "
"1496","m.2905",396,9,10,6,8,6,6,0.356,0.6969,0.047226,0.003469,0.759507,"Q8IZX4","Transcription initiation factor TFIID subunit 1-like OS=Homo sapiens GN=TAF1L PE=1 SV=1                 "
"1497","m.29084",160,3,14,7,10,9,11,0.389,0.8058,0.016768,0.001203,0.723592,NA,NA
"1498","m.29115",136,9,4,3,6,6,3,0.684,1.1197,0.00046,3e-05,0.637308,"3268118","Predicted protein OS=Nematostella vectensis GN=v1g239078 PE=4 SV=1                     "
"1499","m.29137",625,1,2,2,3,2,4,0.376,0.4603,0.279214,0.023701,0.839865,"3275113","Predicted protein OS=Nematostella vectensis GN=v1g243188 PE=4 SV=1                     "
"1500","m.29142",223,5,7,7,9,9,5,0.365,0.7594,0.026466,0.001915,0.738618,"4765919","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1                     "
"1501","m.29147",109,1,0,0,0,0,0,-0.255,-0.2267,1,0.358852,0.811697,NA,NA
"1502","m.29183",293,0,0,0,0,1,0,-0.162,-0.1551,1,0.321678,0.841443,"A8E534","Lysine-specific demethylase 8 OS=Danio rerio GN=kdm8 PE=2 SV=1                    "
"1503","m.29192",208,6,0,1,2,1,2,0.319,0.3012,0.614542,0.064509,0.881118,"3284175","Predicted protein OS=Nematostella vectensis GN=v1g247993 PE=4 SV=1                     "
"1504","m.29199",285,7,6,3,1,4,2,-0.755,-0.8619,0.429031,0.472955,0.132814,"A4IFW2","Receptor-type tyrosine-protein phosphatase F OS=Danio rerio GN=ptprf PE=2 SV=1                   "
"1505","m.29219",277,40,64,38,66,52,35,0.603,2.869,0,0,0.481341,"Q1HR36","14-3-3 protein zeta OS=Aedes aegypti GN=14-3-3zeta PE=2 SV=1                    "
"1506","m.29240",253,18,2,9,18,17,12,0.761,1.9481,0,0,0.521692,"C1C4R8","3-hydroxybutyrate dehydrogenase type 2 OS=Lithobates catesbeiana GN=bdh2 PE=2 SV=1                   "
"1507","m.29249",121,0,3,1,1,0,2,-0.11,-0.1058,1,0.293183,0.857134,NA,NA
"1508","m.29291",227,0,0,2,2,3,2,0.129,0.1561,0.892767,0.131118,0.89477,"Q64449","C-type mannose receptor 2 OS=Mus musculus GN=Mrc2 PE=1 SV=3                   "
"1509","m.29299",328,3,4,0,4,3,0,1.006,1.2666,6.3e-05,4e-06,0.606976,"Q9QUN9","Dickkopf-related protein 3 OS=Mus musculus GN=Dkk3 PE=2 SV=1                    "
"1510","m.29343",368,2,0,2,0,0,2,-0.568,-0.5605,0.939373,0.458164,0.495143,"P0C6B8","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           "
"1511","m.2935",127,1,0,1,0,0,0,-0.281,-0.2604,1,0.374397,0.794191,"P21956","Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3                      "
"1512","m.29350",356,1,4,0,1,1,0,-0.153,-0.1457,0.999999,0.31641,0.844703,"Q6GM78","Isoaspartyl peptidase/L-asparaginase OS=Xenopus laevis GN=asrgl1 PE=2 SV=1                     "
"1513","m.2936",227,3,2,0,2,2,3,0.418,0.4468,0.302676,0.026037,0.844089,"A6QR55","Ubiquitin carboxyl-terminal hydrolase 4 OS=Bos taurus GN=USP4 PE=2 SV=1                   "
"1514","m.2937",301,0,1,0,1,0,0,-0.179,-0.1637,1,0.326423,0.83834,"3283494","Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1                     "
"1515","m.29378",194,0,2,1,0,2,0,-0.147,-0.137,0.999997,0.311462,0.847603,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"1516","m.29414",119,0,1,0,0,0,2,0.002,0.0019,0.994794,0.225627,0.881347,"3282232","Predicted protein OS=Nematostella vectensis GN=v1g216575 PE=4 SV=1                     "
