"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1065","m.23986",259,0,0,0,2,1,2,0.253,0.2784,0.391159,0.122831,0.817808,"3269669","Predicted protein OS=Nematostella vectensis GN=v1g240016 PE=4 SV=1                     "
"1066","m.23996",320,1,0,0,0,0,0,-0.35,-0.3348,1,0.787197,0.750285,"Q9Z2Z6","Mitochondrial carnitine/acylcarnitine carrier protein OS=Mus musculus GN=Slc25a20 PE=1 SV=1                   "
"1067","m.23997",257,0,2,2,2,2,2,-0.107,-0.1186,1,0.609556,0.811843,"Q03249","Galactose-1-phosphate uridylyltransferase OS=Mus musculus GN=Galt PE=2 SV=3                     "
"1068","m.24011",345,4,2,5,4,3,3,-0.18,-0.2722,1,0.750008,0.774416,"Q4QL83","5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Haemophilus influenzae (strain 86-028NP) GN=mtnN PE=3 SV=1                   "
"1069","m.24029",442,1,4,2,2,3,1,-0.176,-0.2165,1,0.707926,0.791062,"Q7XMK8","DEAD-box ATP-dependent RNA helicase 6 OS=Oryza sativa subsp. japonica GN=Os04g0533000 PE=2 SV=1                "
"1070","m.24081",202,5,4,2,1,1,1,-0.692,-0.7347,0.88894,0.877563,0.393905,"Q9QUM9","Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1                   "
"1071","m.24092",176,0,0,0,1,0,0,-0.355,-0.3474,1,0.793563,0.744622,"Q1JQA5","Neudesin OS=Bos taurus GN=NENF PE=2 SV=1                      "
"1072","m.241",287,6,7,7,0,0,0,-1.597,-1.9826,1.7e-05,0.773382,2e-06,"Q7M316","Carbonic anhydrase 1 OS=Gorilla gorilla gorilla GN=CA1 PE=3 SV=3                   "
"1073","m.24113",335,2,1,2,0,0,0,-0.677,-0.7019,0.923509,0.876777,0.434594,"Q642M9","Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Danio rerio GN=dhdh PE=2 SV=2                           "
"1074","m.2412",527,2,1,1,0,1,2,-0.24,-0.2312,1,0.71994,0.787058,NA,NA
"1075","m.24125",101,0,0,1,0,0,0,-0.389,-0.3605,1,0.799826,0.738418,NA,NA
"1076","m.2413",303,1,0,0,0,0,0,-0.37,-0.3785,0.999992,0.80787,0.729344,NA,NA
"1077","m.24137",338,1,2,0,1,1,1,-0.361,-0.3588,1,0.799033,0.739241,NA,NA
"1078","m.24143",156,0,0,1,1,1,1,-0.333,-0.3315,1,0.785472,0.751721,NA,NA
"1079","m.24170",270,1,0,1,0,0,0,-0.422,-0.4057,1,0.818883,0.71435,NA,NA
"1080","m.24183",283,1,1,1,0,0,0,-0.276,-0.243,1,0.729101,0.783649,NA,NA
"1081","m.24205",912,1,1,1,0,1,2,-0.285,-0.2672,1,0.746601,0.776081,"O42184","CAP-Gly domain-containing linker protein 1 OS=Gallus gallus GN=CLIP1 PE=2 SV=1                  "
"1082","m.24213",244,0,0,0,1,0,0,-0.453,-0.4107,1,0.820767,0.711417,"Q96CG8","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 "
"1083","m.24219",687,5,2,6,2,1,2,-0.937,-1.3284,0.045636,0.808223,0.010081,"O16025","Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1                    "
"1084","m.24247",254,0,0,0,0,0,1,-0.39,-0.3734,1,0.805655,0.731981,"Q6P4T2","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus GN=Snrnp200 PE=1 SV=1                "
"1085","m.2425",858,1,1,0,1,1,0,-0.459,-0.4431,1,0.832014,0.691007,"4499359","Uncharacterized protein (Fragment) OS=Strongylocentrotus purpuratus PE=4 SV=1                     "
"1086","m.24250",139,1,1,1,0,0,0,-0.355,-0.3563,1,0.797857,0.740443,NA,NA
"1087","m.24266",335,0,1,0,0,0,0,-0.437,-0.4099,1,0.820469,0.71189,NA,NA
"1088","m.24308",388,1,2,3,0,0,1,-0.994,-1.0999,0.239459,0.83931,0.062857,NA,NA
"1089","m.24310",205,1,0,0,0,1,0,-0.282,-0.2662,1,0.745911,0.77641,NA,NA
"1090","m.24316",262,2,2,3,1,1,0,-0.894,-0.9618,0.483899,0.860062,0.147733,NA,NA
"1091","m.2433",832,1,2,1,0,0,0,-0.507,-0.5171,0.999805,0.852296,0.634423,NA,NA
"1092","m.24351",185,0,1,1,0,0,0,-0.411,-0.3711,1,0.804639,0.733153,NA,NA
"1093","m.24356",255,1,0,0,0,0,0,-0.333,-0.3453,1,0.792526,0.745586,NA,NA
"1094","m.2438",9514,17,18,23,4,3,5,-1.578,-3.3356,0,0.766096,0,NA,NA
"1095","m.24423",342,3,2,2,3,1,3,0.305,0.3702,0.224825,0.067971,0.808404,NA,NA
"1096","m.24493",298,2,1,1,2,1,0,0.2,0.2172,0.531139,0.17496,0.823139,NA,NA
"1097","m.24508",120,0,1,1,0,1,0,-0.437,-0.3929,1,0.813864,0.721604,NA,NA
"1098","m.24565",525,0,1,0,0,0,0,-0.404,-0.3855,1,0.810831,0.725636,NA,NA
"1099","m.24569",99,1,3,3,0,1,1,-1.057,-1.1988,0.125155,0.824634,0.030337,NA,NA
"1100","m.24620",241,2,3,3,5,4,4,0.514,0.7444,0.011437,0.002845,0.778718,NA,NA
"1101","m.247",406,2,1,2,0,2,1,-0.61,-0.6413,0.967785,0.872583,0.507463,NA,NA
"1102","m.24722",174,3,3,2,1,1,0,-0.942,-0.982,0.443525,0.857206,0.13195,NA,NA
"1103","m.24851",900,17,16,15,4,10,9,-1.177,-2.2059,0,0.769694,0,NA,NA
"1104","m.24916",265,0,0,1,2,0,0,0.197,0.202,0.567745,0.189997,0.824256,NA,NA
"1105","m.24926",333,1,1,1,3,3,3,0.691,0.7884,0.007501,0.001782,0.776893,"Q8BHP7","Olfactomedin-like protein 2A OS=Mus musculus GN=Olfml2a PE=1 SV=1                    "
"1106","m.24931",171,0,0,1,0,0,0,-0.327,-0.3126,1,0.775111,0.759576,"Q5RAN1","Rab GTPase-activating protein 1 OS=Pongo abelii GN=RABGAP1 PE=2 SV=1                   "
"1107","m.24936",844,1,2,1,4,3,1,0.954,1.1083,0.000173,2.9e-05,0.769744,"P24043","Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4                    "
"1108","m.24947",295,4,3,5,3,4,2,-0.441,-0.6583,0.957763,0.874126,0.487502,"Q5XIH7","Prohibitin-2 OS=Rattus norvegicus GN=Phb2 PE=1 SV=1                      "
"1109","m.24948",811,1,3,2,0,1,2,-0.689,-0.6692,0.95039,0.874964,0.474477,NA,NA
"1110","m.2495",336,1,0,0,0,0,1,-0.363,-0.357,1,0.798187,0.740108,"Q28GD4","ELAV-like protein 2 OS=Xenopus tropicalis GN=elavl2 PE=2 SV=2                    "
"1111","m.24952",767,0,1,0,0,0,0,-0.255,-0.2564,1,0.739,0.779557,"XP_002168407","PREDICTED: uncharacterized protein LOC100207559"
"1112","m.24964",992,7,5,7,3,2,3,-0.733,-1.163,0.160347,0.82979,0.039933,"P07814","Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5                    "
"1113","m.24975",251,3,5,4,5,5,4,0.326,0.5226,0.075343,0.021821,0.793294,"P25788","Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2                   "
"1114","m.24983",433,0,2,3,2,2,1,-0.453,-0.567,0.993849,0.862397,0.587959,"Q9YHV4","Follistatin-A OS=Danio rerio GN=fsta PE=2 SV=2                      "
"1115","m.24984",390,0,1,0,0,0,0,-0.268,-0.2659,1,0.745703,0.776508,"Q5VYX0","Renalase OS=Homo sapiens GN=RNLS PE=1 SV=1                      "
"1116","m.2503",175,2,1,0,0,1,0,-0.332,-0.3119,1,0.774711,0.759855,"Q13425","Beta-2-syntrophin OS=Homo sapiens GN=SNTB2 PE=1 SV=1                      "
"1117","m.25041",188,2,3,3,3,3,3,0.034,0.0425,0.897901,0.390683,0.828012,"Q5R5F2","Coatomer subunit zeta-1 OS=Pongo abelii GN=COPZ1 PE=2 SV=1                    "
"1118","m.25047",221,5,5,4,4,3,4,0.008,0.0121,0.936113,0.434175,0.826646,NA,NA
"1119","m.25100",471,1,1,2,1,0,0,-0.755,-0.7403,0.882255,0.877597,0.386941,NA,NA
"1120","m.25115",481,0,1,1,0,1,0,-0.303,-0.301,1,0.76833,0.764099,NA,NA
"1121","m.25121",520,0,1,0,1,1,2,-0.273,-0.246,1,0.731364,0.782753,NA,NA
"1122","m.25139",549,8,9,9,6,5,5,-0.325,-0.6673,0.951731,0.874826,0.476759,NA,NA
"1123","m.25151",247,0,0,0,0,1,0,-0.454,-0.431,1,0.828003,0.698921,NA,NA
"1124","m.25161",139,0,0,1,0,0,0,-0.428,-0.4019,1,0.817422,0.716541,NA,NA
"1125","m.25176",115,3,2,3,0,0,0,-0.875,-0.9629,0.481679,0.859909,0.146842,NA,NA
"1126","m.25195",896,1,1,2,2,0,0,-0.209,-0.2341,1,0.722231,0.786236,NA,NA
"1127","m.2520",559,2,2,1,2,1,1,0.162,0.1781,0.625445,0.215312,0.825799,NA,NA
"1128","m.25217",316,0,0,0,1,0,0,-0.328,-0.3064,1,0.771528,0.762021,NA,NA
"1129","m.25218",280,3,3,3,3,1,1,-0.17,-0.2224,1,0.71283,0.789486,NA,NA
"1130","m.2523",295,0,1,0,0,0,0,-0.523,-0.4823,1,0.843604,0.662843,NA,NA
"1131","m.25244",393,5,3,2,2,2,2,-0.066,-0.075,0.997671,0.555235,0.818389,NA,NA
"1132","m.25258",278,4,5,6,2,3,2,-0.824,-1.2728,0.071818,0.814789,0.01651,NA,NA
"1133","m.25260",257,3,2,1,2,1,2,0.015,0.0162,0.931519,0.428299,0.826875,NA,NA
"1134","m.25270",173,2,0,1,1,1,1,-0.512,-0.479,1,0.842706,0.665368,NA,NA
"1135","m.25292",283,1,2,2,1,1,1,-0.738,-0.7395,0.883225,0.877594,0.387936,NA,NA
"1136","m.2531",239,6,5,6,4,3,4,-0.408,-0.6338,0.971664,0.87181,0.516114,"Q5R5W0","LIM and SH3 domain protein 1 OS=Pongo abelii GN=LASP1 PE=2 SV=1                 "
"1137","m.25325",239,2,2,1,0,1,1,-0.405,-0.3764,1,0.806964,0.730436,"Q5R806","Prostaglandin reductase 2 OS=Pongo abelii GN=PTGR2 PE=2 SV=2                    "
"1138","m.25327",306,1,1,1,0,0,0,-0.427,-0.4029,1,0.817809,0.715967,NA,NA
"1139","m.25376",167,0,1,2,1,0,0,-0.837,-0.8667,0.676771,0.8714,0.23768,"3674619","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_79665 PE=4 SV=1                    "
"1140","m.2539",1354,6,9,4,3,3,3,-0.286,-0.4238,1,0.825511,0.703463,"Q5GN48","Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1                      "
"1141","m.25409",132,2,2,2,0,0,1,-0.69,-0.7052,0.920382,0.876902,0.430519,NA,NA
"1142","m.25410",350,6,7,9,6,5,4,-0.378,-0.7512,0.868591,0.87758,0.373405,"Q5RJR2","Twinfilin-1 OS=Rattus norvegicus GN=Twf1 PE=2 SV=1                      "
"1143","m.2542",649,5,8,8,2,1,2,-1.189,-1.7151,0.000823,0.781047,0.000129,"Q8N8V2","Guanylate-binding protein 7 OS=Homo sapiens GN=GBP7 PE=2 SV=2                    "
"1144","m.25428",275,1,0,0,0,0,0,-0.422,-0.4117,1,0.821139,0.710824,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"1145","m.25435",194,1,0,0,0,0,0,-0.313,-0.3379,1,0.788795,0.748919,"Q58DG1","UPF0160 protein MYG1"
"1146","m.25456",233,0,0,0,0,0,1,-0.389,-0.3822,0.999997,0.809446,0.727397,NA,NA
"1147","m.255",815,4,4,3,2,3,1,-0.354,-0.459,1,0.836963,0.680058,"Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2                 "
"1148","m.25538",553,1,1,1,0,1,1,-0.4,-0.3968,1,0.815423,0.719432,"Q63850","Nuclear pore glycoprotein p62 OS=Mus musculus GN=Nup62 PE=1 SV=2                   "
"1149","m.25546",453,5,6,5,5,5,5,0.084,0.1408,0.712937,0.258718,0.827608,NA,NA
"1150","m.25552",512,1,2,1,1,0,1,-0.246,-0.244,1,0.729859,0.783351,NA,NA
"1151","m.2558",405,0,0,0,1,0,0,-0.382,-0.3659,1,0.802306,0.735764,"Q6P0H6","COP9 signalosome complex subunit 4 OS=Danio rerio GN=cops4 PE=2 SV=1                  "
"1152","m.25638",115,4,2,2,2,2,1,-0.126,-0.1459,1,0.6403,0.806971,NA,NA
"1153","m.25678",189,7,6,7,6,6,6,-0.005,-0.0083,0.956521,0.463337,0.8253,"Q98SJ2","DAZ-associated protein 1 OS=Xenopus laevis GN=dazap1 PE=1 SV=1                    "
"1154","m.25694",384,1,0,0,0,0,0,-0.313,-0.316,1,0.777037,0.758208,"O01761","Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3                  "
"1155","m.25703",334,0,0,0,0,1,1,-0.456,-0.4236,1,0.825441,0.703587,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"1156","m.25715",184,1,1,1,2,1,0,0.255,0.2597,0.432095,0.137346,0.819557,"Q9MYY0","Heparanase OS=Bos taurus GN=HPSE PE=2 SV=2                      "
"1157","m.25727",713,1,0,0,0,0,0,-0.398,-0.3929,1,0.813864,0.721604,"P55196","Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3                      "
"1158","m.25744",213,3,3,2,2,1,2,-0.186,-0.2266,1,0.716253,0.788339,NA,NA
"1159","m.25761",371,1,0,1,0,0,0,-0.377,-0.3586,1,0.798939,0.739338,"P11532","Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3                      "
"1160","m.25763",303,0,1,1,1,0,1,-0.468,-0.418,1,0.823445,0.707034,"Q5ZJP7","BTB/POZ domain-containing protein KCTD7 OS=Gallus gallus GN=KCTD7 PE=2 SV=1                   "
"1161","m.25801",239,12,13,12,11,12,13,0.093,0.2234,0.516314,0.169067,0.822656,NA,NA
"1162","m.25802",790,0,0,1,0,1,0,-0.495,-0.5194,0.99966,0.852822,0.632428,NA,NA
"1163","m.25826",146,3,4,4,3,4,4,-0.196,-0.2935,1,0.763767,0.766909,NA,NA
"1164","m.25835",116,4,5,5,3,3,3,-0.416,-0.6308,0.973127,0.871485,0.519545,NA,NA
"1165","m.25869",277,1,1,2,1,2,2,-0.782,-0.8649,0.680275,0.87157,0.239612,"P22984","Amidase OS=Rhodococcus erythropolis GN=amdA PE=1 SV=2                      "
"1166","m.25878",131,1,1,1,0,0,0,-0.477,-0.4693,1,0.839986,0.672623,NA,NA
"1167","m.259",296,0,1,0,0,0,1,-0.426,-0.4255,1,0.826107,0.702402,"Q8IUH2","Protein CREG2 OS=Homo sapiens GN=CREG2 PE=1 SV=1                     "
"1168","m.25920",229,1,2,1,0,0,0,-0.39,-0.346,1,0.792873,0.745265,"Q04609","Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 PE=1 SV=1                    "
"1169","m.2593",497,1,1,0,0,0,0,-0.321,-0.3289,1,0.784095,0.752838,NA,NA
"1170","m.25982",154,1,1,1,0,0,0,-0.337,-0.3291,1,0.784202,0.752752,NA,NA
"1171","m.25985",421,15,16,15,9,10,9,-0.384,-0.9229,0.563389,0.865189,0.18149,NA,NA
"1172","m.2600",343,3,2,4,3,2,2,-0.301,-0.4218,1,0.824805,0.704703,NA,NA
"1173","m.26006",448,36,28,36,28,29,31,-0.187,-0.8253,0.754152,0.874776,0.28391,NA,NA
"1174","m.26013",535,1,0,1,0,0,0,-0.347,-0.3335,1,0.78652,0.750853,NA,NA
"1175","m.26030",262,1,2,1,0,1,2,-0.222,-0.2117,1,0.703854,0.792314,NA,NA
"1176","m.26049",373,1,2,1,0,2,0,-0.38,-0.3888,1,0.812196,0.723852,NA,NA
"1177","m.26080",182,1,2,2,3,3,2,0.333,0.4078,0.174634,0.05228,0.804451,"A7RFA1","Phosphotriesterase-related protein OS=Nematostella vectensis GN=v1g177083 PE=3 SV=1                     "
"1178","m.26081",187,4,4,4,4,6,6,0.119,0.1859,0.606659,0.206829,0.825326,"Q96CG8","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 "
"1179","m.26093",209,3,2,2,2,2,2,-0.228,-0.275,1,0.751886,0.773467,"Q96FZ7","Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3                  "
"1180","m.26096",232,0,0,0,1,0,0,-0.555,-0.5438,0.997446,0.858039,0.610384,"Q5ZKI4","Coiled-coil domain-containing protein 93 OS=Gallus gallus GN=CCDC93 PE=2 SV=1                   "
"1181","m.2611",732,6,5,5,7,6,5,0.369,0.673,0.02185,0.005797,0.782362,"P81439","Equistatin OS=Actinia equina PE=1 SV=1                       "
"1182","m.26116",135,1,0,0,1,1,0,-0.305,-0.303,1,0.769523,0.763335,NA,NA
"1183","m.26130",154,1,1,1,1,0,2,-0.302,-0.2955,1,0.764998,0.766168,NA,NA
"1184","m.26158",399,4,3,2,2,2,2,-0.015,-0.016,0.963181,0.474275,0.8247,"Q9H3P7","Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4                   "
"1185","m.26179",500,1,1,0,1,0,1,-0.371,-0.3433,1,0.791529,0.746496,"P34897","Serine hydroxymethyltransferase"
"1186","m.26224",229,1,0,2,1,1,1,-0.674,-0.6731,0.947566,0.875235,0.469779,NA,NA
"1187","m.26235",513,1,1,2,1,0,0,-0.758,-0.7739,0.837398,0.877207,0.34539,"O35343","Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1                    "
"1188","m.26243",545,2,2,2,2,1,1,-0.122,-0.142,1,0.636066,0.807706,"Q8AY68","SHC-transforming protein 1 OS=Xenopus laevis GN=shc1 PE=1 SV=2                    "
"1189","m.26261",222,3,1,2,0,1,0,-0.757,-0.7875,0.817,0.876771,0.328799,NA,NA
"1190","m.26278",149,2,3,2,3,3,2,0.299,0.3714,0.223065,0.067417,0.808277,"3275035","Predicted protein OS=Nematostella vectensis GN=v1g207416 PE=4 SV=1                     "
"1191","m.26295",159,0,1,0,0,0,0,-0.431,-0.4166,1,0.822938,0.707884,NA,NA
"1192","m.26296",112,1,1,1,1,1,0,-0.385,-0.3753,1,0.806486,0.731005,"Q0V8T6","Contactin-associated protein like 1-May OS=Rattus norvegicus GN=Cntnap5a PE=2 SV=1                   "
"1193","m.26302",181,0,1,1,6,7,6,1.416,1.6068,0,0,0.766803,"O70624","Myocilin OS=Mus musculus GN=Myoc PE=1 SV=1                      "
"1194","m.26336",389,5,5,5,2,2,1,-0.801,-1.0815,0.266753,0.842145,0.071218,"P84169","26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1                 "
"1195","m.26339",197,3,4,3,3,4,4,0.013,0.0169,0.930711,0.427295,0.826912,"Q9Y5H8","Protocadherin alpha-3 OS=Homo sapiens GN=PCDHA3 PE=2 SV=1                     "
"1196","m.26379",171,2,3,2,1,1,1,-0.815,-0.9392,0.529937,0.863109,0.166811,"Q9U6D3","Calmodulin OS=Myxine glutinosa PE=2 SV=3                       "
"1197","m.26381",192,1,1,1,0,0,0,-0.386,-0.3548,1,0.797145,0.741158,"Q7JZB4","Mannose-1-phosphate guanyltransferase beta OS=Drosophila melanogaster GN=CG1129 PE=2 SV=1                    "
"1198","m.26392",100,0,1,0,1,1,1,-0.362,-0.3557,1,0.797572,0.740729,"13902141","Methylase involved in ubiquinone/menaquinone biosynthesis OS=Moorea producens 3L GN=LYNGBM3L_32850 PE=4 SV=1                 "
"1199","m.26409",122,1,0,2,1,2,2,-0.542,-0.6382,0.969428,0.872271,0.511051,"4765919","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1                     "
"1200","m.26428",129,1,0,0,0,0,0,-0.276,-0.2645,1,0.744731,0.776965,NA,NA
"1201","m.26433",413,1,0,1,1,1,0,-0.35,-0.3505,1,0.795078,0.743183,"Q6MZM0","Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2                    "
"1202","m.26466",184,2,2,3,1,1,2,-0.858,-0.9577,0.492202,0.860627,0.151083,"Q9H2M3","S-methylmethionine--homocysteine S-methyltransferase BHMT2 OS=Homo sapiens GN=BHMT2 PE=1 SV=1                    "
"1203","m.26467",454,2,2,2,1,1,1,-0.647,-0.715,0.91064,0.877213,0.418385,"P04088","Inhibin beta B chain OS=Sus scrofa GN=INHBB PE=1 SV=2                   "
"1204","m.26522",211,3,2,3,4,5,6,0.276,0.4033,0.180115,0.053981,0.804921,"Q58A42","Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1                     "
"1205","m.2655",450,6,5,6,5,4,6,-0.066,-0.117,1,0.607674,0.812109,"Q0BUQ2","Elongation factor Tu OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=tuf PE=3 SV=1               "
"1206","m.26602",100,0,1,0,0,0,0,-0.404,-0.405,1,0.818616,0.714756,NA,NA
"1207","m.26618",221,0,0,0,1,0,0,-0.344,-0.3254,1,0.782218,0.754323,"P78357","Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1                    "
"1208","m.2665",420,0,0,0,1,0,0,-0.479,-0.4456,1,0.832816,0.689327,"O70172","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus GN=Pip4k2a PE=1 SV=1                  "
"1209","m.26680",176,1,0,0,0,0,0,-0.422,-0.4361,1,0.82972,0.695628,"4191201","Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1               "
"1210","m.26683",335,2,1,1,1,1,0,-0.426,-0.4321,1,0.828376,0.698216,"Q92973","Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2                      "
"1211","m.26704",140,0,0,1,0,0,0,-0.489,-0.4638,1,0.838389,0.676627,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"1212","m.26709",377,0,0,0,0,0,1,-0.232,-0.2262,1,0.71593,0.788449,"P79114","Unconventional myosin-X OS=Bos taurus GN=MYO10 PE=1 SV=1                     "
"1213","m.26727",287,1,2,1,0,1,1,-0.394,-0.3451,1,0.792427,0.745677,"Q6B6N4","Proliferating cell nuclear antigen OS=Haplochromis burtoni GN=pcna PE=2 SV=1                   "
"1214","m.26748",214,0,1,0,1,0,0,-0.348,-0.3587,1,0.798986,0.73929,"Q9NZM1","Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1                      "
"1215","m.26751",180,4,1,3,0,0,0,-1.103,-1.1555,0.168585,0.830896,0.042232,"43773995","Uncharacterized protein OS=Xanthomonas albilineans (strain GPE PC73 / CFBP 7063) GN=XALC_2793 PE=4 SV=1               "
"1216","m.26788",760,6,8,7,8,7,7,0.156,0.3316,0.287205,0.087926,0.81246,"P15690","NADH-ubiquinone oxidoreductase 75 kDa subunit"
"1217","m.26880",126,8,8,9,4,3,6,-0.646,-1.2042,0.120417,0.823877,0.029073,"Q98943","Caspase-2 OS=Gallus gallus GN=CASP2 PE=2 SV=2                      "
"1218","m.26905",195,0,1,0,0,0,0,-0.363,-0.3487,1,0.794201,0.744021,"P03697","Exonuclease OS=Enterobacteria phage lambda GN=exo PE=1 SV=1                     "
"1219","m.26906",143,3,2,2,1,1,1,-0.785,-0.7632,0.852554,0.877439,0.358556,"2718961","Dipeptidyl-peptidase 5 OS=Pseudozyma hubeiensis (strain SY62) GN=PHSY_001159 PE=4 SV=1                   "
"1220","m.26907",311,4,5,6,2,1,1,-1.01,-1.3924,0.026107,0.801598,0.005493,"Q7SXV9","Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1                      "
"1221","m.26926",313,1,4,1,0,1,0,-0.47,-0.4251,1,0.825967,0.702652,NA,NA
"1222","m.26932",113,1,0,0,0,0,0,-0.532,-0.4981,1,0.847723,0.65035,NA,NA
"1223","m.26933",140,3,3,3,3,3,3,0.043,0.0573,0.875844,0.369714,0.828407,NA,NA
"1224","m.26935",282,0,1,0,0,0,0,-0.362,-0.4043,1,0.818348,0.715161,NA,NA
"1225","m.26940",335,6,6,5,4,2,3,-0.214,-0.3201,1,0.779322,0.756532,NA,NA
"1226","m.26952",376,32,3,33,33,32,35,0.072,0.3045,0.337668,0.104565,0.815238,NA,NA
"1227","m.26956",495,16,14,14,14,8,14,0.093,0.2527,0.447905,0.143096,0.820187,NA,NA
"1228","m.26981",281,4,3,5,2,1,2,-0.852,-1.2135,0.112591,0.822586,0.027,NA,NA
"1229","m.2705",268,10,11,12,9,11,10,-0.2,-0.4406,1,0.831203,0.692671,"Q9MYP6","17-beta-hydroxysteroid dehydrogenase 14 OS=Bos taurus GN=HSD17B14 PE=2 SV=1                    "
"1230","m.27078",180,5,6,6,3,4,4,-0.61,-0.9185,0.57242,0.865732,0.185582,NA,NA
"1231","m.27080",181,1,1,1,1,1,1,-0.302,-0.3118,1,0.774654,0.759895,NA,NA
"1232","m.27104",291,1,0,1,0,0,0,-0.24,-0.2266,1,0.716253,0.788339,"Q63603","Dedicator of cytokinesis protein 9 (Fragment) OS=Rattus norvegicus GN=Dock9 PE=2 SV=2                 "
"1233","m.27110",419,1,1,1,0,1,0,-0.307,-0.2905,1,0.761902,0.768008,"Q58A65","C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2                   "
"1234","m.27111",329,2,0,0,0,1,1,-0.542,-0.5217,0.999509,0.853342,0.630419,"Q9VKJ0","Homogentisate 1"
"1235","m.27117",475,6,8,7,3,5,4,-0.679,-1.0557,0.30813,0.846128,0.084367,"Q9DE27","RuvB-like 2 OS=Xenopus laevis GN=ruvbl2 PE=2 SV=1                     "
"1236","m.2713",305,0,0,0,0,0,1,-0.301,-0.2912,1,0.762339,0.767753,"Q0P4P2","Fibrinogen C domain-containing protein 1 OS=Xenopus tropicalis GN=fibcd1 PE=2 SV=1                  "
"1237","m.27134",171,1,1,1,1,1,0,-0.431,-0.4451,1,0.832656,0.689664,"4941088","Uncharacterized protein OS=Stylophora pistillata PE=4 SV=1                      "
"1238","m.2715",610,12,12,9,10,9,10,0.186,0.4362,0.143138,0.042551,0.801526,"Q923L3","CUB and sushi domain-containing protein 1 OS=Mus musculus GN=Csmd1 PE=2 SV=2                 "
"1239","m.2719",951,0,0,0,0,0,1,-0.393,-0.3803,0.999999,0.80864,0.7284,NA,NA
"1240","m.27220",121,0,1,1,0,0,0,-0.402,-0.399,1,0.816291,0.718192,NA,NA
"1241","m.27234",308,21,20,20,20,19,19,0.036,0.1146,0.770192,0.291776,0.828379,NA,NA
"1242","m.27245",439,0,0,1,0,0,0,-0.431,-0.4279,1,0.82694,0.700891,NA,NA
"1243","m.27343",272,0,1,1,0,1,1,-0.519,-0.5074,1,0.850011,0.642679,NA,NA
"1244","m.2736",403,1,0,0,0,0,0,-0.282,-0.2726,1,0.750278,0.774281,"P07686","Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3                    "
"1245","m.2737",226,1,1,2,3,4,2,0.349,0.4459,0.133543,0.039602,0.800547,NA,NA
