"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"1140","Pocillopora_acuta_HIv1_PredGene_g20989.t1",211,0,1,1,1,-14.759,-1.2319,0.995728,0.892731,0.708568,"protein CDV3 homolog isoform X2 ","","Q7T370"
"1141","Pocillopora_acuta_HIv1_PredGene_g20999.t1",403,1,0,2,0,-4.731,-0.6987,1,0.856399,0.813381,"cytosolic phospholipase A2 isoform 2 ","K07452","B1AKG4"
"1142","Pocillopora_acuta_HIv1_PredGene_g21.t1",603,85,129,83,91,-8.017,-3.7727,0.075075,0.853704,0.017459,"WD repeat-containing protein 1 ","K24736","Q3TJY2"
"1143","Pocillopora_acuta_HIv1_PredGene_g21003.t1",315,0,0,1,0,-3.904,-0.4026,1,0.820279,0.846186,"endonuclease domain-containing 1 protein-like ","K15049","-"
"1144","Pocillopora_acuta_HIv1_PredGene_g21009.t1",344,0,0,0,0,5.446,1.318,0.544866,0.367966,0.857347,"galactose mutarotase ","K01785","V9HWA8"
"1145","Pocillopora_acuta_HIv1_PredGene_g21048.t1",116,0,0,0,1,-10.747,-1.387,0.96462,0.897948,0.664622,"Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase ","K00566","Q2M7D2"
"1146","Pocillopora_acuta_HIv1_PredGene_g21062.t1",761,0,1,0,4,11.779,2.2539,0.250438,0.098589,0.842739,"hypothetical protein DDB_G0288735 ","K00232","Q54II1"
"1147","Pocillopora_acuta_HIv1_PredGene_g21070.t1",692,8,8,10,12,-14.522,-1.7761,0.911368,0.901848,0.530803,"hypothetical protein DDB_G0288735 ","K00232","Q54II1"
"1148","Pocillopora_acuta_HIv1_PredGene_g21089.t1",1010,0,0,0,0,-6.395,-0.9999,1,0.880326,0.763125,"poly ","K24070","Q5RHR0"
"1149","Pocillopora_acuta_HIv1_PredGene_g21104.t1",346,0,0,3,0,2.911,0.3011,0.846118,0.683449,0.873042,"acyl-CoA dehydrogenase family member 11 ","K11730","Q9H9R3"
"1150","Pocillopora_acuta_HIv1_PredGene_g21105.t1",387,0,0,0,0,-2.246,-0.369,1,0.81514,0.849117,"extracellular endoglucanase precursor (expansin) ","K20628","O34918"
"1151","Pocillopora_acuta_HIv1_PredGene_g21120.t1",1210,10,11,12,20,-1.974,-0.9336,1,0.87592,0.775983,"pyruvate carboxylase, mitochondrial precursor ","K01958","P11498"
"1152","Pocillopora_acuta_HIv1_PredGene_g21148.t1",894,0,0,0,3,-28.813,-3.6183,0.106526,0.85626,0.026885,"hemicentin-1 isoform X1 ","K06841","A6NGE3"
"1153","Pocillopora_acuta_HIv1_PredGene_g2116.t1",729,3,6,14,6,-14.815,-5.0159,0.0016,0.843036,0.000171,"LOW QUALITY PROTEIN: acylamino-acid-releasing enzyme ","K01303","Q6PFN2"
"1154","Pocillopora_acuta_HIv1_PredGene_g2117.t1",153,5,2,11,3,-5.788,-1.5356,0.934792,0.900441,0.618129,"ubiquitin-conjugating enzyme E2 N ","K10580","Q53Y81"
"1155","Pocillopora_acuta_HIv1_PredGene_g21171.t1",275,0,0,0,0,-5.931,-0.8674,1,0.871073,0.787746,"COP9 signalosome complex subunit 7b isoform g ","K12180","Q5BJG3"
"1156","Pocillopora_acuta_HIv1_PredGene_g21176.t1",237,4,4,3,5,0.019,0.0038,0.936535,0.743268,0.871701,"retbindin isoform X1 ","K13649",""
"1157","Pocillopora_acuta_HIv1_PredGene_g21189.t1",320,3,1,27,2,-2.003,-0.5391,1,0.838825,0.832735,"no_annotation","","-"
"1158","Pocillopora_acuta_HIv1_PredGene_g21196.t1",557,0,0,0,0,-4.059,-0.3267,1,0.808317,0.852614,"coatomer subunit beta' ","K17302","Q6JWU7"
"1159","Pocillopora_acuta_HIv1_PredGene_g21199.t1",352,3,5,2,4,-1.331,-0.1596,0.994132,0.777163,0.864493,"coatomer subunit beta' ","K17302","B4DZI8"
"1160","Pocillopora_acuta_HIv1_PredGene_g21201.t1",558,1,1,1,2,-0.408,-0.0423,0.955471,0.752812,0.870233,"uncharacterized protein Dmel_CG6763, isoform B ","K05502","Q9VCN5"
"1161","Pocillopora_acuta_HIv1_PredGene_g21219.t1",290,2,2,4,1,-4.105,-0.8007,1,0.865695,0.798588,"pancreatic lipase-related protein 2 precursor ","","Q4VBW7"
"1162","Pocillopora_acuta_HIv1_PredGene_g21222.t1",354,2,4,3,0,-7.621,-0.8756,1,0.871699,0.786344,"inactive pancreatic lipase-related protein 1 precursor ","","O70478"
"1163","Pocillopora_acuta_HIv1_PredGene_g21283.t1",1003,1,0,2,0,-10.115,-2.0053,0.813765,0.900682,0.437098,"B-cell receptor CD22-like ","K17341","-"
"1164","Pocillopora_acuta_HIv1_PredGene_g21328.t1",177,0,0,1,0,-5.493,-0.4772,1,0.830857,0.839156,"WP_034350009.1 transcription termination factor NusA ","K01466","-"
"1165","Pocillopora_acuta_HIv1_PredGene_g21374.t1",249,2,3,0,1,-7.519,-1.6377,0.923483,0.901267,0.583111,"3-hydroxybutyrate dehydrogenase type 2 ","K00019","B8JI04"
"1166","Pocillopora_acuta_HIv1_PredGene_g21388.t1",1908,0,0,2,0,0.748,0.1043,0.895864,0.722924,0.873456,"supervillin isoform X1 ","K10369","Q38HW9"
"1167","Pocillopora_acuta_HIv1_PredGene_g21390.t1",101,2,2,2,2,5.394,0.9276,0.731571,0.495667,0.866529,"U6 snRNA-associated Sm-like protein LSm3 ","K12622","Q9Y4Z1"
"1168","Pocillopora_acuta_HIv1_PredGene_g21392.t1",336,3,4,7,5,-8.563,-2.4403,0.540476,0.886295,0.280194,"mitogen-activated protein kinase 14B ","K04441","F1RAA2"
"1169","Pocillopora_acuta_HIv1_PredGene_g21396.t1",1062,0,0,0,1,-11.908,-1.6755,0.920807,0.901476,0.569378,"endosome/lysosome-associated apoptosis and autophagy regulator family member 2 isoform 1 precursor ","","Q8BKX9"
"1170","Pocillopora_acuta_HIv1_PredGene_g21397.t1",546,0,0,2,2,-2.03,-0.2325,1,0.791603,0.859679,"phospholipase B-like 1 precursor ","","Q8VCI0"
"1171","Pocillopora_acuta_HIv1_PredGene_g21401.t1",1045,0,0,0,0,-6.277,-0.9978,1,0.880193,0.76355,"angiopoietin-1 receptor isoform X1 ","K05121","Q80YS4"
"1172","Pocillopora_acuta_HIv1_PredGene_g21409.t1",1546,1,1,0,1,0.6,0.0721,0.908315,0.729369,0.873092,"hemicentin-1 isoform X1 ","K17341","A6NGE3"
"1173","Pocillopora_acuta_HIv1_PredGene_g21449.t1",710,2,1,6,0,-11,-2.0791,0.758222,0.899254,0.407685,"pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 ","K12820","Q9NQT7"
"1174","Pocillopora_acuta_HIv1_PredGene_g21460.t1",204,0,0,1,0,-10.651,-2.0258,0.798946,0.900346,0.428822,"WP_194018918.1 DUF924 domain-containing protein ","","-"
"1175","Pocillopora_acuta_HIv1_PredGene_g21462.t1",516,3,2,8,10,-8.097,-1.5318,0.935385,0.9004,0.619379,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase ","K15633","Q8IA68"
"1176","Pocillopora_acuta_HIv1_PredGene_g21506.t1",2135,0,0,0,0,-0.597,-0.0544,0.960237,0.755331,0.869773,"nuclear pore complex protein Nup214 isoform 3 ","K14317","Q15010"
"1177","Pocillopora_acuta_HIv1_PredGene_g21538.t1",150,6,7,5,7,12.361,2.038,0.318997,0.149638,0.844788,"allograft inflammatory factor 1 isoform 3 ","K18617","A8K406"
"1178","Pocillopora_acuta_HIv1_PredGene_g21607.t1",320,17,4,13,13,-19.619,-6.5186,1e-06,0.839111,0,"calumenin isoform 2 precursor ","K23901","Q6XLQ8"
"1179","Pocillopora_acuta_HIv1_PredGene_g21633.t1",298,0,0,0,2,-8.238,-1.8812,0.883807,0.901808,0.488119,"uricase ","K00365","Q543J0"
"1180","Pocillopora_acuta_HIv1_PredGene_g21639.t1",402,3,1,12,4,-8.952,-1.4804,0.944407,0.899745,0.635943,"WP_011278374.1 ketol-acid reductoisomerase ","","M1JDH8"
"1181","Pocillopora_acuta_HIv1_PredGene_g21654.t1",254,1,1,0,2,-3.241,-0.227,1,0.790559,0.860063,"ribose-5-phosphate isomerase ","K01807","Q5U3H4"
"1182","Pocillopora_acuta_HIv1_PredGene_g21679.t1",347,7,10,9,4,-13.075,-2.3127,0.596529,0.891438,0.322674,"trans-3-hydroxy-L-proline dehydratase ","K18384",""
"1183","Pocillopora_acuta_HIv1_PredGene_g21718.t1",350,5,4,9,3,-7.375,-1.0231,1,0.881769,0.758357,"cathepsin B precursor ","K01363","Q6PH75"
"1184","Pocillopora_acuta_HIv1_PredGene_g21728.t1",1012,0,2,0,1,4.225,0.5496,0.835996,0.622123,0.870854,"general vesicular transport factor p115 isoform X3 ","","Q3U1C7"
"1185","Pocillopora_acuta_HIv1_PredGene_g21729.t1",183,4,3,2,3,-11.258,-1.9554,0.846585,0.901313,0.457492,"marginal zone B- and B1-cell-specific protein precursor ","","D2IYS1"
"1186","Pocillopora_acuta_HIv1_PredGene_g21732.t1",389,2,0,0,0,-6.935,-1.1239,1,0.887499,0.735913,"mitochondrial dynamics protein MID51 isoform 1 ","K23507","Q7L890"
"1187","Pocillopora_acuta_HIv1_PredGene_g21756.t1",175,32,34,31,35,-0.366,-0.2424,1,0.793464,0.858981,"Rapid alkalinization factor (RALF) family protein ","","A8MRK3"
"1188","Pocillopora_acuta_HIv1_PredGene_g21757.t1",176,43,52,50,50,-3.13,-1.7349,0.916266,0.90173,0.546939,"uncharacterized protein LOC555379 isoform X1 ","K10088","Q1LV74"
"1189","Pocillopora_acuta_HIv1_PredGene_g21760.t1",352,0,0,0,0,5.836,0.7966,0.788506,0.541583,0.868551,"adenosine deaminase ","K01488","Q6DG22"
"1190","Pocillopora_acuta_HIv1_PredGene_g21767.t1",513,0,1,0,0,4.238,0.8185,0.780207,0.533924,0.868263,"COP1-interactive protein 1 ","K07210","I1K6B1"
"1191","Pocillopora_acuta_HIv1_PredGene_g21769.t1",453,1,1,2,1,-13.791,-2.495,0.522009,0.88416,0.262412,"mitogen-activated protein kinase 8 isoform 4 ","K04440","G3X8U9"
"1192","Pocillopora_acuta_HIv1_PredGene_g21791.t1",673,0,1,0,0,-5.342,-1.4331,0.954252,0.898946,0.650681,"clathrin interactor 1a ","K24721","Q6DRL7"
"1193","Pocillopora_acuta_HIv1_PredGene_g21834.t1",92,9,9,11,8,-14.613,-2.5098,0.517354,0.883597,0.257635,"small ubiquitin-related modifier 1 isoform a precursor ","K12160","P63165"
"1194","Pocillopora_acuta_HIv1_PredGene_g21846.t1",803,0,0,1,1,-5.84,-0.5016,1,0.834082,0.836692,"uncharacterized protein Dmel_CG32809, isoform K ","","M9PGM6"
"1195","Pocillopora_acuta_HIv1_PredGene_g21849.t1",697,1,1,1,2,-9.9,-1.7565,0.913978,0.901799,0.538533,"double-stranded RNA-specific editase 1 isoform 1 ","K13194","C3TTQ1"
"1196","Pocillopora_acuta_HIv1_PredGene_g21856.t1",391,1,1,2,1,-11.27,-2.3972,0.557017,0.888023,0.29436,"glycerol-3-phosphate dehydrogenase 1a ","K00006","Q567A1"
"1197","Pocillopora_acuta_HIv1_PredGene_g21877.t1",1098,1,0,0,1,0.143,0.0152,0.931759,0.740926,0.871997,"leucine-rich PPR motif-containing protein, mitochondrial precursor ","K17964","Q9CRX4"
"1198","Pocillopora_acuta_HIv1_PredGene_g21910.t1",305,0,0,0,0,2.51,0.3703,0.840156,0.66835,0.872408,"adhesion G protein-coupled receptor L1-like ",NA,"-"
"1199","Pocillopora_acuta_HIv1_PredGene_g21941.t1",273,4,6,6,5,1.227,0.1587,0.877132,0.712143,0.873718,"ras-related protein R-Ras2 ",NA,"Q568M0"
"1200","Pocillopora_acuta_HIv1_PredGene_g21946.t1",328,0,1,0,1,-16.275,-1.1995,0.99984,0.891267,0.717122,"ELAV-like protein 2 isoform 3 ",NA,"Q80UJ0"
"1201","Pocillopora_acuta_HIv1_PredGene_g21965.t1",988,0,0,0,0,-1.064,-0.1098,0.980093,0.766879,0.867273,"cell wall protein DAN4-like ","","-"
"1202","Pocillopora_acuta_HIv1_PredGene_g21993.t1",322,1,2,3,6,-10.201,-3.1014,0.302768,0.865947,0.096227,"quinone oxidoreductase isoform a ","K00344","A6NN60"
"1203","Pocillopora_acuta_HIv1_PredGene_g2200.t1",124,1,1,2,1,-6.718,-1.0689,1,0.884478,0.748515,"splicing factor 3B subunit 6 ","K12833","Q6IQM0"
"1204","Pocillopora_acuta_HIv1_PredGene_g22000.t1",843,71,62,91,66,-6.465,-2.5413,0.50773,0.882423,0.247518,"elongation factor 2b ","K03234","Q6P3J5"
"1205","Pocillopora_acuta_HIv1_PredGene_g22005.t1",498,18,7,19,21,-6.192,-1.5385,0.934363,0.900471,0.617173,"FERM domain-containing protein 5 isoform X11 ","K23969","B0R0I9"
"1206","Pocillopora_acuta_HIv1_PredGene_g22007.t1",678,3,2,7,2,4.421,0.5568,0.835678,0.620021,0.870798,"mucosa-associated lymphoid tissue lymphoma translocation protein 1 isoform a ","K07369","Q9UDY8"
"1207","Pocillopora_acuta_HIv1_PredGene_g2201.t2",212,4,3,6,4,3.722,0.7073,0.815581,0.57229,0.869542,"tumor protein D54 isoform e ","","Q6FGS1"
"1208","Pocillopora_acuta_HIv1_PredGene_g22011.t1",1488,0,0,1,0,-16.366,-2.2581,0.627921,0.893575,0.341509,"pregnancy zone protein precursor ","",""
"1209","Pocillopora_acuta_HIv1_PredGene_g22012.t1",439,0,0,0,0,-5.361,-0.5301,1,0.83771,0.833704,"acid phosphatase type 7 precursor ","K22390","A5D6U8"
"1210","Pocillopora_acuta_HIv1_PredGene_g22031.t1",467,6,5,14,7,3.965,1.0764,0.655789,0.4448,0.863406,"argininosuccinate synthase ","K01940","Q66I24"
"1211","Pocillopora_acuta_HIv1_PredGene_g22032.t1",330,3,3,12,7,6.745,0.6507,0.826654,0.590999,0.87005,"quinone oxidoreductase 1 ","K00344","I1LVH0"
"1212","Pocillopora_acuta_HIv1_PredGene_g22050.t1",330,6,5,30,13,-3.664,-1.004,1,0.880585,0.762293,"quinone oxidoreductase 1 ","K00344","I1LVH0"
"1213","Pocillopora_acuta_HIv1_PredGene_g22056.t1",326,0,0,0,4,1.842,0.3473,0.841601,0.673501,0.872624,"quinone oxidoreductase 1 ","K00344","I1LVH0"
"1214","Pocillopora_acuta_HIv1_PredGene_g22057.t1",303,0,0,0,1,-7.411,-0.8109,1,0.866552,0.796992,"quinone oxidoreductase 1 ","K00344","I1LVH0"
"1215","Pocillopora_acuta_HIv1_PredGene_g22065.t1",1015,1,2,0,2,-4.963,-0.8503,1,0.869744,0.790619,"Uncharacterized protein CELE_C05D11.1 ","","P48053"
"1216","Pocillopora_acuta_HIv1_PredGene_g22066.t1",277,1,0,2,0,-4.908,-0.7358,1,0.85994,0.808237,"proteasome subunit beta type-7 ","K02739","A4QN82"
"1217","Pocillopora_acuta_HIv1_PredGene_g22067.t1",308,0,0,0,0,-4.506,-0.6351,1,0.849873,0.821611,"serine/threonine-protein kinase Nek7 ","K20876","Q8TDX7"
"1218","Pocillopora_acuta_HIv1_PredGene_g2207.t1",540,0,0,0,0,-0.259,-0.0383,0.95387,0.75198,0.870378,"Syntrophin-like 2, isoform A ","K24065","Q8SX22"
"1219","Pocillopora_acuta_HIv1_PredGene_g22075.t1",218,2,4,6,6,-2.586,-0.5061,1,0.834664,0.836228,"ras-related protein Rab-14 ","K07881","Q7ZVX4"
"1220","Pocillopora_acuta_HIv1_PredGene_g22078.t1",330,1,5,3,1,-7.107,-0.6336,1,0.849712,0.821796,"quinone reductase ","K00344","F2GEU6"
"1221","Pocillopora_acuta_HIv1_PredGene_g22083.t1",1184,5,4,2,3,-10.864,-1.8694,0.888313,0.901845,0.492981,"large proline-rich protein BAG6 isoform X1 ","K23390",""
"1222","Pocillopora_acuta_HIv1_PredGene_g22108.t1",314,7,2,7,5,-2.636,-0.6268,1,0.848977,0.822632,"aminoacyl tRNA synthase complex-interacting multifunctional protein 1 isoform a precursor ","K15437","B3KTR2"
"1223","Pocillopora_acuta_HIv1_PredGene_g22121.t1",1961,0,0,0,0,-5.248,-0.8433,1,0.86919,0.791776,"low-density lipoprotein receptor-related protein 4 isoform X2 ","K20051","O75096"
"1224","Pocillopora_acuta_HIv1_PredGene_g2213.t1",180,2,0,2,2,-5.651,-0.8552,1,0.870128,0.789802,"ribosomal protein L11, isoform B ","K02868","P46222"
"1225","Pocillopora_acuta_HIv1_PredGene_g22132.t1",314,1,0,1,4,5.88,1.4748,0.494748,0.320044,0.853599,"endonuclease domain-containing 1 protein-like ","","-"
"1226","Pocillopora_acuta_HIv1_PredGene_g22133.t1",369,1,0,1,2,-1.089,-0.167,0.995854,0.778673,0.864039,"endonuclease domain-containing 1 protein-like ","K15049","-"
"1227","Pocillopora_acuta_HIv1_PredGene_g22143.t1",418,0,0,1,0,1.052,0.1391,0.883507,0.716018,0.87367,"BRO1 domain-containing protein BROX isoform a ","","B7Z953"
"1228","Pocillopora_acuta_HIv1_PredGene_g22202.t1",450,2,2,3,1,-3.858,-0.5531,1,0.840532,0.831204,"cilia- and flagella-associated protein 36 ","K25395","Q8C6E0"
"1229","Pocillopora_acuta_HIv1_PredGene_g22204.t1",170,1,3,3,2,2.244,0.3786,0.839745,0.666454,0.87233,"neudesin precursor ","K17278","A1KYQ8"
"1230","Pocillopora_acuta_HIv1_PredGene_g22209.t1",118,0,0,0,0,-7.753,-1.3023,0.983192,0.895469,0.689203,"protein dpy-30 homolog isoform 1 ","K14965","D6W578"
"1231","Pocillopora_acuta_HIv1_PredGene_g22256.t1",1227,1,0,2,1,4.296,0.7886,0.791388,0.544372,0.868652,"serrate RNA effector molecule homolog isoform X8 ","","Q9BWP6"
"1232","Pocillopora_acuta_HIv1_PredGene_g22273.t1",144,0,0,0,0,10.372,0.9687,0.711121,0.481389,0.865746,"centrosomal protein of 44 kDa ","K06846","Q5DTV5"
"1233","Pocillopora_acuta_HIv1_PredGene_g22276.t1",578,0,0,0,0,-4.222,-0.8836,1,0.872303,0.784962,"WP_011074318.1 DUF885 domain-containing protein ","","Q8E8D3"
"1234","Pocillopora_acuta_HIv1_PredGene_g22290.t1",755,0,0,0,2,-6.733,-0.753,1,0.861518,0.805763,"neurogenic locus notch homolog protein 1b precursor ","K02599","A0PGH6"
"1235","Pocillopora_acuta_HIv1_PredGene_g22300.t1",491,0,1,1,0,-7.129,-0.8068,1,0.866209,0.797636,"NPC intracellular cholesterol transporter 1 precursor ","K12385","Q9P130"
"1236","Pocillopora_acuta_HIv1_PredGene_g22302.t2",1794,0,0,0,0,1.726,0.1578,0.87742,0.712321,0.873717,"NPC intracellular cholesterol transporter 1 precursor ","K12385",""
"1237","Pocillopora_acuta_HIv1_PredGene_g22317.t1",503,0,0,1,4,10.257,0.6954,0.818301,0.576284,0.869655,"leukocyte tyrosine kinase receptor precursor ","","B0LVZ8"
"1238","Pocillopora_acuta_HIv1_PredGene_g22319.t1",397,1,0,0,3,3.514,0.5708,0.834942,0.615881,0.870688,"chitinase domain-containing protein 1 isoform 1 precursor ","K17525","Q922Q9"
"1239","Pocillopora_acuta_HIv1_PredGene_g22338.t1",494,33,11,16,33,12.126,6.1648,0,0,0.835584,"protein disulfide-isomerase A3 precursor ","K08056",""
"1240","Pocillopora_acuta_HIv1_PredGene_g22345.t1",148,4,1,5,5,-13.701,-3.3634,0.20769,0.8608,0.052312,"RPL17-C18orf32 protein isoform 2 ","K02880",""
"1241","Pocillopora_acuta_HIv1_PredGene_g22348.t1",447,0,0,1,0,-3.113,-0.2702,1,0.798554,0.856966,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 ","K19028","Q803Y6"
"1242","Pocillopora_acuta_HIv1_PredGene_g22350.t1",381,1,2,2,0,-6.597,-0.4622,1,0.828819,0.84063,"dual specificity mitogen-activated protein kinase kinase 1 ","K04368","A4QPA9"
"1243","Pocillopora_acuta_HIv1_PredGene_g22376.t1",567,65,70,66,74,-3.955,-1.8614,0.891141,0.901865,0.496271,"lamin-B1 isoform 1 ","K07611","Q3SYN7"
"1244","Pocillopora_acuta_HIv1_PredGene_g22386.t1",247,7,2,4,5,5.311,0.9276,0.731571,0.495667,0.866529,"40S ribosomal protein S6 ","K02991","P62753"
"1245","Pocillopora_acuta_HIv1_PredGene_g22405.t1",474,21,24,27,23,-1.151,-0.3553,1,0.812974,0.850273,"tropomyosin alpha-3 chain isoform Tpm3.2cy ","K10373","Q969Q2"
"1246","Pocillopora_acuta_HIv1_PredGene_g22465.t2",387,1,0,1,0,-6.787,-1.1538,1,0.88904,0.728689,"nuclear pore complex protein Nup50 ","K14295","Q6P0F8"
"1247","Pocillopora_acuta_HIv1_PredGene_g22479.t1",212,10,12,7,13,-2.236,-0.3114,1,0.805748,0.853827,"protein lin-7 homolog B ","K19931","O88951"
"1248","Pocillopora_acuta_HIv1_PredGene_g22494.t1",944,2,3,3,2,-15.515,-3.0136,0.330989,0.868055,0.114997,"reticulocyte binding protein 2 homologue a ","","Q8IDX6"
"1249","Pocillopora_acuta_HIv1_PredGene_g22495.t1",1341,1,0,1,0,-8.925,-1.0767,1,0.884922,0.74678,"apoptotic protease-activating factor 1 isoform X1 ","K02084","E7F2V1"
"1250","Pocillopora_acuta_HIv1_PredGene_g2256.t1",469,0,0,2,0,-4.803,-0.5929,1,0.845203,0.826684,"V-type proton ATPase subunit H isoform 2 ","K02144","Q6PC35"
"1251","Pocillopora_acuta_HIv1_PredGene_g22576.t1",471,0,0,2,2,-17.631,-2.388,0.560834,0.888395,0.297405,"pejvakin ","K22147","F8W4T7"
"1252","Pocillopora_acuta_HIv1_PredGene_g2258.t1",358,8,2,9,8,-9.983,-3.9883,0.047943,0.850889,0.008981,"CUB and zona pellucida-like domain-containing protein 1 ","K24793","-"
"1253","Pocillopora_acuta_HIv1_PredGene_g22580.t1",880,1,0,4,0,-7.318,-1.8932,0.87884,0.90176,0.483166,"importin subunit beta-1 ","K14293","P70168"
"1254","Pocillopora_acuta_HIv1_PredGene_g22588.t1",1695,2,1,2,7,-15.265,-1.8357,0.89905,0.9019,0.506797,"mucin-5AC precursor ","K21125","O60460"
"1255","Pocillopora_acuta_HIv1_PredGene_g2259.t1",380,16,7,14,18,10.184,1.3013,0.551309,0.373091,0.85777,"uncharacterized protein LOC100000278 ","","-"
"1256","Pocillopora_acuta_HIv1_PredGene_g22611.t1",2742,1,0,1,0,-2.238,-0.3001,1,0.803816,0.854707,"low-density lipoprotein receptor-related protein 1B ","K06233","F1QN45"
"1257","Pocillopora_acuta_HIv1_PredGene_g22639.t1",325,1,2,6,0,-11.179,-1.9221,0.865167,0.901595,0.471226,"epidermal growth factor receptor substrate 15 isoform X1 ","K16461","F1QIJ6"
"1258","Pocillopora_acuta_HIv1_PredGene_g2264.t1",117,5,2,1,1,-11.843,-2.2261,0.648516,0.894769,0.352804,"60S acidic ribosomal protein family ","K02942","Q9FLV1"
"1259","Pocillopora_acuta_HIv1_PredGene_g22641.t1",370,0,0,7,2,2.808,0.787,0.791956,0.544929,0.868672,"uroporphyrinogen decarboxylase ","K01599","Q9PTS2"
"1260","Pocillopora_acuta_HIv1_PredGene_g2266.t1",141,6,0,7,4,0.865,0.0882,0.901985,0.726139,0.873296,"60S ribosomal protein L30 ","K02908","P04645"
"1261","Pocillopora_acuta_HIv1_PredGene_g22660.t1",507,0,1,2,0,-1.237,-0.13,0.986282,0.771071,0.866204,"guanylate-binding protein 3 ","K20899","I1M1Y5"
"1262","Pocillopora_acuta_HIv1_PredGene_g22675.t1",861,1,0,0,0,-6.869,-0.3877,1,0.81803,0.847503,"guanylate binding protein 8 isoform X5 ","K20899","Q2V6D6"
"1263","Pocillopora_acuta_HIv1_PredGene_g22697.t1",1372,1,0,0,2,-11.218,-1.6919,0.919685,0.901555,0.563287,"deubiquitinating protein VCPIP1 ","K11861","Q8BP90"
"1264","Pocillopora_acuta_HIv1_PredGene_g22703.t1",274,0,0,0,0,-0.046,-0.0068,0.940956,0.745453,0.871403,"START domain containing 14 isoform X1 ","","B7ZVH2"
"1265","Pocillopora_acuta_HIv1_PredGene_g22729.t1",443,3,3,5,4,3.607,0.5252,0.836809,0.629106,0.871047,"phosphonopyruvate decarboxylase-like protein ","K09459","E9BJP2"
"1266","Pocillopora_acuta_HIv1_PredGene_g22731.t1",4993,0,0,0,0,0.445,0.0723,0.908236,0.729329,0.873095,"E3 ubiquitin-protein ligase rnf213-alpha ","K22754",""
"1267","Pocillopora_acuta_HIv1_PredGene_g22735.t1",3519,11,2,30,9,-13.554,-4.3484,0.014388,0.847266,0.002599,"agrin isoform 3 ","K06254","Q5SVA1"
"1268","Pocillopora_acuta_HIv1_PredGene_g22738.t1",349,0,0,1,0,-13.148,-3.0657,0.313769,0.866777,0.103623,"WP_003976918.1 MULTISPECIES: zinc-dependent alcohol dehydrogenase family protein ","K17818","D6ELB8"
"1269","Pocillopora_acuta_HIv1_PredGene_g22762.t1",621,1,0,5,3,-10.92,-2.3143,0.595686,0.891374,0.32213,"bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2b ","K13811","Q802U9"
"1270","Pocillopora_acuta_HIv1_PredGene_g22763.t1",10316,71,3,6,10,-5.921,-2.6174,0.484686,0.879725,0.223413,"nidogen-2 isoform X1 ","K06238","X1WFV5"
"1271","Pocillopora_acuta_HIv1_PredGene_g2278.t1",976,2,2,3,3,-5.318,-0.6283,1,0.849139,0.822448,"CAP, isoform N ","K06086","Q966U7"
"1272","Pocillopora_acuta_HIv1_PredGene_g22824.t1",224,0,0,1,0,-8.64,-1.3823,0.965691,0.897833,0.666021,"eukaryotic translation initiation factor 4E isoform X1 ","K03259","Q8C470"
"1273","Pocillopora_acuta_HIv1_PredGene_g22847.t1",276,10,11,15,11,-7.92,-1.4001,0.961638,0.898255,0.660701,"Na(+)/H(+) exchange regulatory cofactor NHE-RF2-like ","K13365","-"
"1274","Pocillopora_acuta_HIv1_PredGene_g22859.t1",399,12,16,25,19,5.674,3.4992,0.009624,0.002303,0.837446,"3-ketoacyl-CoA thiolase, mitochondrial ","K07508","Q9BUT6"
"1275","Pocillopora_acuta_HIv1_PredGene_g22863.t1",200,0,1,0,1,-1.141,-0.1015,0.977367,0.765151,0.867689,"dnaJ homolog subfamily C member 5 ","K09525","E7FF34"
"1276","Pocillopora_acuta_HIv1_PredGene_g22865.t1",296,0,0,0,1,-7.827,-1.5297,0.93571,0.900376,0.620068,"pleckstrin homology domain-containing family F member 2 ","K23858","Q91WB4"
"1277","Pocillopora_acuta_HIv1_PredGene_g22875.t1",566,0,0,0,0,-13.037,-1.6036,0.92641,0.90104,0.595132,"putative chitinase precursor ","K01183","C6T8G2"
"1278","Pocillopora_acuta_HIv1_PredGene_g22894.t1",653,1,0,1,0,-4.025,-0.4778,1,0.830938,0.839096,"guanylate-binding protein 1 ","K20899","I1M057"
"1279","Pocillopora_acuta_HIv1_PredGene_g22896.t1",444,15,15,16,19,-14.872,-2.9154,0.368486,0.870651,0.138328,"rab GDP dissociation inhibitor alpha ","K17255","A2AR68"
"1280","Pocillopora_acuta_HIv1_PredGene_g22907.t1",273,9,7,9,8,7.909,1.4567,0.499684,0.325603,0.854004,"17-beta-hydroxysteroid dehydrogenase 14 ","","Q6DEH9"
"1281","Pocillopora_acuta_HIv1_PredGene_g22909.t1",416,6,5,17,9,6.731,0.8758,0.755948,0.513809,0.867416,"isocitrate dehydrogenase ","K00031","Q802Y2"
