ID,PROTLEN,DEFLINE,PD30.100b,PD12.C,PD30.1m,PD30.100m,PD12.10m,PD30.C,PD30-C2,PD12.1m,PD30.100m2,PD12.100m,PD30.10m,PD30.10m2,PD30.1m2,UniprotID
Pocillopora_acuta_HIv1_PredGene_g22865.t1,296,Pocillopora_acuta_HIv1_PredGene_g22865.t1,0,2,1,0.5,2.5,0.5,0,0.5,0.5,0,0.5,1,2,Q91WB4
Pocillopora_acuta_HIv1_PredGene_g22875.t1,566,Pocillopora_acuta_HIv1_PredGene_g22875.t1,0,0,1,0,0,0,0.5,0,0,0,0,0,1,C6T8G2
Pocillopora_acuta_HIv1_PredGene_g22894.t1,653,Pocillopora_acuta_HIv1_PredGene_g22894.t1,0,1.5,1,1.5,1,1,0.5,0.5,1.5,1,1.5,0.5,1,I1M057
Pocillopora_acuta_HIv1_PredGene_g22896.t1,444,Pocillopora_acuta_HIv1_PredGene_g22896.t1,12.5,18,17,16.5,17.5,15,15,11,17,12,16,19.5,18,A2AR68
Pocillopora_acuta_HIv1_PredGene_g22907.t1,273,Pocillopora_acuta_HIv1_PredGene_g22907.t1,6,10.5,9.5,8,8,9.5,7,6,4.5,5,9,8,11,Q6DEH9
Pocillopora_acuta_HIv1_PredGene_g22909.t1,416,Pocillopora_acuta_HIv1_PredGene_g22909.t1,5.5,19,12,5.5,11.5,6,5,5,13,6.5,17.5,9,6,Q802Y2
Pocillopora_acuta_HIv1_PredGene_g22910.t1,873,Pocillopora_acuta_HIv1_PredGene_g22910.t1,0,0,0,0,0,0.5,0,0,0,1.5,0,0,0,A2AM72
Pocillopora_acuta_HIv1_PredGene_g22931.t1,713,Pocillopora_acuta_HIv1_PredGene_g22931.t1,2,2,4,0.5,1.5,0.5,1.5,1.5,0.5,1.5,2.5,1,0,Q91Z40
Pocillopora_acuta_HIv1_PredGene_g22934.t1,815,Pocillopora_acuta_HIv1_PredGene_g22934.t1,0,0,0,1,0,1,0,0,1,0.5,0.5,0.5,0,Q8BTS3
Pocillopora_acuta_HIv1_PredGene_g22972.t1,389,Pocillopora_acuta_HIv1_PredGene_g22972.t1,10,4.5,8,12.5,4.5,7.5,6,5.5,7,8,13.5,16,12,Q4QRH5
Pocillopora_acuta_HIv1_PredGene_g23025.t1,114,Pocillopora_acuta_HIv1_PredGene_g23025.t1,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,V9HWN8
Pocillopora_acuta_HIv1_PredGene_g23028.t1,693,Pocillopora_acuta_HIv1_PredGene_g23028.t1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,Q9H6R3
Pocillopora_acuta_HIv1_PredGene_g23064.t1,648,Pocillopora_acuta_HIv1_PredGene_g23064.t1,0,1.5,1,0.5,0.5,0.5,0,0,0,0,1.5,0,0,Q61365
Pocillopora_acuta_HIv1_PredGene_g23067.t1,365,Pocillopora_acuta_HIv1_PredGene_g23067.t1,0.5,2.5,1,0.5,1,0.5,0,1,2,0.5,0.5,0,0,Q5XIZ7
Pocillopora_acuta_HIv1_PredGene_g23069.t1,753,Pocillopora_acuta_HIv1_PredGene_g23069.t1,2.5,4,2.5,2.5,1,2,1.5,4.5,3.5,1,1.5,3.5,3,Q9CQN1
Pocillopora_acuta_HIv1_PredGene_g23070.t1,388,Pocillopora_acuta_HIv1_PredGene_g23070.t1,12.5,38.5,24.5,22,24.5,23.5,16.5,8.5,24,10,36.5,20,28,V9HWF4
Pocillopora_acuta_HIv1_PredGene_g23072.t1,619,Pocillopora_acuta_HIv1_PredGene_g23072.t1,0.5,0.5,1,1,1,0.5,0.5,1,1.5,1,0,0.5,2,B4E0G8
Pocillopora_acuta_HIv1_PredGene_g23085.t1,3914,Pocillopora_acuta_HIv1_PredGene_g23085.t1,0.5,0.5,0,0,0,0,0,0,0,0.5,0,1,0,E9QBH9
Pocillopora_acuta_HIv1_PredGene_g23092.t1,1340,Pocillopora_acuta_HIv1_PredGene_g23092.t1,1.5,1.5,2.5,0.5,2,2.5,0,0,0.5,2.5,0,1,0,G8JLG1
Pocillopora_acuta_HIv1_PredGene_g23094.t1,144,Pocillopora_acuta_HIv1_PredGene_g23094.t1,0,1,0,0,0,0.5,0,0,0.5,0,3,0,0,Q6IB08
Pocillopora_acuta_HIv1_PredGene_g23095.t1,515,Pocillopora_acuta_HIv1_PredGene_g23095.t1,0,0,0,1,0.5,0,0,0,0,1.5,0,0,1,Q6DRE2
Pocillopora_acuta_HIv1_PredGene_g23138.t1,241,Pocillopora_acuta_HIv1_PredGene_g23138.t1,2.5,6,4.5,1.5,5.5,3.5,3.5,4,1,3.5,6.5,5,2,A7YT77
Pocillopora_acuta_HIv1_PredGene_g23141.t1,541,Pocillopora_acuta_HIv1_PredGene_g23141.t1,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0,A2BIC6
Pocillopora_acuta_HIv1_PredGene_g23144.t1,498,Pocillopora_acuta_HIv1_PredGene_g23144.t1,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0,B4E1T7
Pocillopora_acuta_HIv1_PredGene_g23170.t1,415,Pocillopora_acuta_HIv1_PredGene_g23170.t1,3,5,4,7.5,6,3.5,3.5,1,6,2.5,9,7,9,Q7ZUW8
Pocillopora_acuta_HIv1_PredGene_g23310.t1,236,Pocillopora_acuta_HIv1_PredGene_g23310.t1,1.5,4,2,2.5,3.5,2.5,1.5,2,0.5,2,8.5,5,4,Q6PFU4
Pocillopora_acuta_HIv1_PredGene_g23311.t1,435,Pocillopora_acuta_HIv1_PredGene_g23311.t1,2.5,11.5,6.5,4,9,7,4.5,7,10,3.5,7.5,4.5,4,B7Z5E2
Pocillopora_acuta_HIv1_PredGene_g23340.t2,2149,Pocillopora_acuta_HIv1_PredGene_g23340.t2,107.5,88.5,122.5,142.5,111.5,113,123.5,101,102.5,101,131,138,127,Q66GT7
Pocillopora_acuta_HIv1_PredGene_g23408.t1,256,Pocillopora_acuta_HIv1_PredGene_g23408.t1,0,0,1,0,0,0,0,0,0,0,3,0,0,Q7D6D0
Pocillopora_acuta_HIv1_PredGene_g23435.t1,633,Pocillopora_acuta_HIv1_PredGene_g23435.t1,0,0,0.5,0,0.5,1,0,0,0,0,2,0,0,P46087
Pocillopora_acuta_HIv1_PredGene_g23441.t1,764,Pocillopora_acuta_HIv1_PredGene_g23441.t1,2,1.5,2,0,2,1,0.5,0.5,0.5,0,1,2,0,Q53SK1
Pocillopora_acuta_HIv1_PredGene_g23442.t1,417,Pocillopora_acuta_HIv1_PredGene_g23442.t1,0,0.5,1.5,0,1.5,1.5,1,0,0,0,0.5,0,0,I3IT41
Pocillopora_acuta_HIv1_PredGene_g23485.t1,158,Pocillopora_acuta_HIv1_PredGene_g23485.t1,2.5,5,5,5,9.5,7.5,0,1,2,2,0.5,3,15,A2A7Z4
Pocillopora_acuta_HIv1_PredGene_g23492.t1,75,Pocillopora_acuta_HIv1_PredGene_g23492.t1,4,2.5,5,4.5,3,5,3,1,5.5,3.5,5,5,6,Q54Y95
Pocillopora_acuta_HIv1_PredGene_g2351.t1,289,Pocillopora_acuta_HIv1_PredGene_g2351.t1,2,5.5,3,2,4,0.5,1.5,1.5,0.5,0.5,2.5,0.5,0,Q8CDN6
Pocillopora_acuta_HIv1_PredGene_g23567.t1,503,Pocillopora_acuta_HIv1_PredGene_g23567.t1,28.5,53,49,43,56.5,39.5,39.5,20,45.5,20,87,65,31,Q9BQE3
Pocillopora_acuta_HIv1_PredGene_g2357.t1,2527,Pocillopora_acuta_HIv1_PredGene_g2357.t1,0.5,1,0,0.5,0,0,2.5,0,0,0,0.5,1,0,G5EBQ8
Pocillopora_acuta_HIv1_PredGene_g23573.t1,101,Pocillopora_acuta_HIv1_PredGene_g23573.t1,2,1,1.5,4,1,1.5,2,0,0.5,0.5,2.5,5,3,
Pocillopora_acuta_HIv1_PredGene_g23585.t1,148,Pocillopora_acuta_HIv1_PredGene_g23585.t1,0,0.5,0,1,0.5,1.5,0.5,1,1,0.5,2.5,1,0,Q9VFG6
Pocillopora_acuta_HIv1_PredGene_g23586.t1,148,Pocillopora_acuta_HIv1_PredGene_g23586.t1,0,2.5,0,2,3.5,4,3.5,1,2.5,3.5,6,1,0,Q9VFG6
Pocillopora_acuta_HIv1_PredGene_g23589.t1,153,Pocillopora_acuta_HIv1_PredGene_g23589.t1,0,0,0,1,0,0,0,0,0,0,0,0,1,Q9VAM6
Pocillopora_acuta_HIv1_PredGene_g23611.t1,452,Pocillopora_acuta_HIv1_PredGene_g23611.t1,0,1,1,0.5,0.5,1,1.5,0,0.5,1,1.5,1,0,X1WG48
Pocillopora_acuta_HIv1_PredGene_g23619.t1,94,Pocillopora_acuta_HIv1_PredGene_g23619.t1,4,3,7.5,4,4,4.5,3.5,4.5,3.5,2,5.5,4,3,B3LFB3
Pocillopora_acuta_HIv1_PredGene_g23620.t1,267,Pocillopora_acuta_HIv1_PredGene_g23620.t1,6.5,15,17,18,31.5,16,16.5,12.5,10,14.5,25,18.5,26,Q6P3J9
Pocillopora_acuta_HIv1_PredGene_g23649.t1,392,Pocillopora_acuta_HIv1_PredGene_g23649.t1,0.5,1,1,1,0,1,0.5,0.5,0.5,0,0.5,0.5,1,Q8ILB9
Pocillopora_acuta_HIv1_PredGene_g23689.t1,537,Pocillopora_acuta_HIv1_PredGene_g23689.t1,2.5,4.5,3,2,4,4.5,2.5,4.5,4,4,8,3,3,Q6NZ29
Pocillopora_acuta_HIv1_PredGene_g23701.t1,120,Pocillopora_acuta_HIv1_PredGene_g23701.t1,1.5,1.5,2,2,1.5,0.5,2,0,0,1.5,1.5,2.5,3,Q6NYL2
Pocillopora_acuta_HIv1_PredGene_g23704.t1,977,Pocillopora_acuta_HIv1_PredGene_g23704.t1,3.5,3,2.5,2.5,5.5,0.5,5,2.5,2.5,2.5,2,1.5,2,Q3UW09
Pocillopora_acuta_HIv1_PredGene_g23711.t1,114,Pocillopora_acuta_HIv1_PredGene_g23711.t1,7.5,6,8.5,6,7,5,6.5,5,7,4,15,8.5,2,-
Pocillopora_acuta_HIv1_PredGene_g23734.t1,848,Pocillopora_acuta_HIv1_PredGene_g23734.t1,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0,0,Q3UMC3
Pocillopora_acuta_HIv1_PredGene_g2379.t1,191,Pocillopora_acuta_HIv1_PredGene_g2379.t1,5,6.5,5,5,5.5,5.5,3,5,8,5.5,7,10,8,P55115
Pocillopora_acuta_HIv1_PredGene_g23814.t1,370,Pocillopora_acuta_HIv1_PredGene_g23814.t1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,Q6DRM4
Pocillopora_acuta_HIv1_PredGene_g23831.t1,129,Pocillopora_acuta_HIv1_PredGene_g23831.t1,0,10,5.5,5,2,0,1,0,0,0,1,0.5,0,Q7ZV23
Pocillopora_acuta_HIv1_PredGene_g23832.t1,1977,Pocillopora_acuta_HIv1_PredGene_g23832.t1,158,160.5,215.5,175.5,197,209.5,131.5,166,205.5,158,124.5,194,127,Q61879
Pocillopora_acuta_HIv1_PredGene_g23839.t1,1246,Pocillopora_acuta_HIv1_PredGene_g23839.t1,0.5,1.5,2,0.5,0.5,1.5,1,0,0.5,0,0.5,0.5,1,F8WK50
Pocillopora_acuta_HIv1_PredGene_g2384.t1,1016,Pocillopora_acuta_HIv1_PredGene_g2384.t1,1,0,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,2,Q9P2P2
Pocillopora_acuta_HIv1_PredGene_g23841.t1,522,Pocillopora_acuta_HIv1_PredGene_g23841.t1,0.5,27.5,34,25,25.5,32.5,4,3.5,23.5,8.5,22.5,30.5,9,Q9HVJ7
Pocillopora_acuta_HIv1_PredGene_g23869.t1,400,Pocillopora_acuta_HIv1_PredGene_g23869.t1,0,1,0.5,0,0,0.5,0,1.5,2,0,0.5,0,0,A3KP57
Pocillopora_acuta_HIv1_PredGene_g23873.t1,294,Pocillopora_acuta_HIv1_PredGene_g23873.t1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,P02513
Pocillopora_acuta_HIv1_PredGene_g23910.t1,111,Pocillopora_acuta_HIv1_PredGene_g23910.t1,0,3.5,1,1.5,2.5,2,1.5,0,2.5,0.5,0,1,1,Q9D548
Pocillopora_acuta_HIv1_PredGene_g23913.t1,225,Pocillopora_acuta_HIv1_PredGene_g23913.t1,4,1,5,9,3.5,6.5,3,2,2,2,7,9,11,Q6PFJ6
Pocillopora_acuta_HIv1_PredGene_g23919.t1,4187,Pocillopora_acuta_HIv1_PredGene_g23919.t1,0.5,0,0,0,0,0,1,0.5,0,0,0,0.5,0,F1Q6J7
Pocillopora_acuta_HIv1_PredGene_g23978.t1,3381,Pocillopora_acuta_HIv1_PredGene_g23978.t1,0.5,0,0.5,0,0,0,0,0.5,0,0,1,0.5,1,Q09666
Pocillopora_acuta_HIv1_PredGene_g23986.t1,317,Pocillopora_acuta_HIv1_PredGene_g23986.t1,0.5,0.5,0,0.5,0,0,0,0,1,0.5,0.5,0,1,Q9VAG9
Pocillopora_acuta_HIv1_PredGene_g23990.t1,912,Pocillopora_acuta_HIv1_PredGene_g23990.t1,0,1.5,0,0.5,2.5,0.5,0,0.5,2,0.5,4.5,0.5,1,B3KXI2
Pocillopora_acuta_HIv1_PredGene_g23993.t1,1826,Pocillopora_acuta_HIv1_PredGene_g23993.t1,0,2,1,1,2,0,0,1,1,0,0,0,0,-
Pocillopora_acuta_HIv1_PredGene_g24051.t1,512,Pocillopora_acuta_HIv1_PredGene_g24051.t1,7,11,6,7,7,9,1.5,6.5,5,6,14.5,10,7,B0YIW5
Pocillopora_acuta_HIv1_PredGene_g24053.t1,701,Pocillopora_acuta_HIv1_PredGene_g24053.t1,7.5,28.5,12.5,10,21,15,23.5,11.5,7,17.5,15,12,17,O35962
Pocillopora_acuta_HIv1_PredGene_g24055.t1,795,Pocillopora_acuta_HIv1_PredGene_g24055.t1,18,32,34.5,31.5,26,28,23,33,28,19,28.5,35,22,B3DH85
Pocillopora_acuta_HIv1_PredGene_g24062.t1,149,Pocillopora_acuta_HIv1_PredGene_g24062.t1,2,3.5,5,3,5,3.5,3.5,2,2.5,2,3.5,3,4,B1AQP2
Pocillopora_acuta_HIv1_PredGene_g24120.t1,603,Pocillopora_acuta_HIv1_PredGene_g24120.t1,3,2.5,6,4,5,3,5,5.5,1.5,5.5,0.5,4.5,7,Q3U985
Pocillopora_acuta_HIv1_PredGene_g24153.t1,280,Pocillopora_acuta_HIv1_PredGene_g24153.t1,0,5,1,0,0,0,0,0,0,0.5,0.5,0,1,Q6IQD0
Pocillopora_acuta_HIv1_PredGene_g24155.t1,186,Pocillopora_acuta_HIv1_PredGene_g24155.t1,0,0,2.5,2.5,2,2,2,0,1,1,3.5,2.5,3,Q6PEI8
Pocillopora_acuta_HIv1_PredGene_g24162.t1,435,Pocillopora_acuta_HIv1_PredGene_g24162.t1,7.5,27,13,10,13,11.5,8.5,4.5,10.5,4,23,14.5,11,Q803T5
Pocillopora_acuta_HIv1_PredGene_g24165.t1,520,Pocillopora_acuta_HIv1_PredGene_g24165.t1,2,1,1,1.5,1.5,1.5,1.5,0,1,0,3.5,2.5,2,Q58ER0
Pocillopora_acuta_HIv1_PredGene_g24193.t1,226,Pocillopora_acuta_HIv1_PredGene_g24193.t1,3.5,0,0.5,2.5,0.5,1,1,0,2.5,1,1.5,2.5,1,Q1RMA0
Pocillopora_acuta_HIv1_PredGene_g24196.t1,2133,Pocillopora_acuta_HIv1_PredGene_g24196.t1,2,1,1.5,2.5,1,1.5,0.5,1,0.5,2,0.5,2,2,A0A2R8RQJ0
Pocillopora_acuta_HIv1_PredGene_g24251.t1,580,Pocillopora_acuta_HIv1_PredGene_g24251.t1,6.5,7,6.5,4.5,7,3.5,6.5,3.5,4.5,6,7,6,5,Q9QYN2
Pocillopora_acuta_HIv1_PredGene_g24320.t1,177,Pocillopora_acuta_HIv1_PredGene_g24320.t1,4.5,4.5,1,1.5,3,3,0,1.5,1.5,0,1,2.5,0,Q02543
Pocillopora_acuta_HIv1_PredGene_g24465.t1,1659,Pocillopora_acuta_HIv1_PredGene_g24465.t1,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,Q7ZUL5
Pocillopora_acuta_HIv1_PredGene_g24472.t1,73,Pocillopora_acuta_HIv1_PredGene_g24472.t1,10,8.5,7,11,8,6.5,4,14,3.5,6,8.5,12.5,10,K7LLK9
Pocillopora_acuta_HIv1_PredGene_g24477.t1,95,Pocillopora_acuta_HIv1_PredGene_g24477.t1,2.5,2,1,1.5,1.5,1,2,1,2,0,2,1.5,0,I1L4M5
Pocillopora_acuta_HIv1_PredGene_g24479.t1,509,Pocillopora_acuta_HIv1_PredGene_g24479.t1,1,6.5,6.5,2,4,1,1.5,0.5,0.5,2,9,4.5,2,Q1LUX8
Pocillopora_acuta_HIv1_PredGene_g24489.t1,962,Pocillopora_acuta_HIv1_PredGene_g24489.t1,26.5,38,43.5,35.5,47,36,34,25,26.5,24.5,48,45,56,Q3UD67
Pocillopora_acuta_HIv1_PredGene_g24494.t1,538,Pocillopora_acuta_HIv1_PredGene_g24494.t1,1,0.5,0.5,2,0,0,0,0,1.5,0.5,1,0.5,2,Q7T342
Pocillopora_acuta_HIv1_PredGene_g245.t1,552,Pocillopora_acuta_HIv1_PredGene_g245.t1,1,1.5,0,2,0.5,1,0.5,0,1.5,0,3,1,0,Q9H7Z2
Pocillopora_acuta_HIv1_PredGene_g24502.t1,997,Pocillopora_acuta_HIv1_PredGene_g24502.t1,1.5,1.5,2,3,3,1.5,1.5,2.5,2,3,1.5,2,3,Q66HY6
Pocillopora_acuta_HIv1_PredGene_g24516.t1,325,Pocillopora_acuta_HIv1_PredGene_g24516.t1,2.5,1.5,0.5,0,1.5,1,1,0.5,1,0,2.5,3,5,Q8BUX1
Pocillopora_acuta_HIv1_PredGene_g24522.t1,501,Pocillopora_acuta_HIv1_PredGene_g24522.t1,0.5,2,2,0.5,2.5,2.5,2.5,2,0.5,2.5,2.5,1.5,2,Q9CWK4
Pocillopora_acuta_HIv1_PredGene_g24527.t1,404,Pocillopora_acuta_HIv1_PredGene_g24527.t1,0,1.5,1.5,0.5,0,1,2,0.5,0.5,2.5,0.5,1,2,Q7ZUP5
Pocillopora_acuta_HIv1_PredGene_g24536.t1,309,Pocillopora_acuta_HIv1_PredGene_g24536.t1,0.5,0,0,1,0,0,0,0,1,0,0,1,1,A5PLI6
Pocillopora_acuta_HIv1_PredGene_g24566.t1,939,Pocillopora_acuta_HIv1_PredGene_g24566.t1,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,Q9H3U8
Pocillopora_acuta_HIv1_PredGene_g24595.t1,100,Pocillopora_acuta_HIv1_PredGene_g24595.t1,0,0,0.5,0,2.5,2,0,0,0,0,0,0,0,-
Pocillopora_acuta_HIv1_PredGene_g24707.t1,1165,Pocillopora_acuta_HIv1_PredGene_g24707.t1,1.5,16.5,16.5,10,11,14,7,5.5,6.5,8.5,15,12,12,F1QSY7
Pocillopora_acuta_HIv1_PredGene_g24708.t1,117,Pocillopora_acuta_HIv1_PredGene_g24708.t1,0,0,0,1,0,0,0,0,0,0.5,0,0,0,Q9CY90
Pocillopora_acuta_HIv1_PredGene_g2479.t1,245,Pocillopora_acuta_HIv1_PredGene_g2479.t1,0.5,1,1.5,1,1.5,1,0.5,0,0.5,0.5,0.5,1,2,Q567K5
Pocillopora_acuta_HIv1_PredGene_g24829.t1,859,Pocillopora_acuta_HIv1_PredGene_g24829.t1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,F1RCY7
Pocillopora_acuta_HIv1_PredGene_g2483.t1,1387,Pocillopora_acuta_HIv1_PredGene_g2483.t1,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,E7F2Z9
Pocillopora_acuta_HIv1_PredGene_g24837.t1,490,Pocillopora_acuta_HIv1_PredGene_g24837.t1,0,0.5,0,0.5,0.5,0,0,1,0,0.5,2,0,0,Q5RGV1
Pocillopora_acuta_HIv1_PredGene_g24838.t1,370,Pocillopora_acuta_HIv1_PredGene_g24838.t1,2,1.5,1,2.5,1,1.5,2,2.5,0.5,1.5,2,4,3,Q9UGA4
Pocillopora_acuta_HIv1_PredGene_g24846.t1,1089,Pocillopora_acuta_HIv1_PredGene_g24846.t1,8.5,5.5,6.5,6.5,5,5.5,5.5,1,5.5,5.5,5,7,8,Q6NYQ7
Pocillopora_acuta_HIv1_PredGene_g24858.t2,562,Pocillopora_acuta_HIv1_PredGene_g24858.t2,0.5,0,0.5,0,1.5,0,0.5,1,0,1,0,0,0,P26367
Pocillopora_acuta_HIv1_PredGene_g24905.t1,88,Pocillopora_acuta_HIv1_PredGene_g24905.t1,0,1.5,2,0,2.5,2,1.5,2.5,0.5,1,1.5,0,0,Q9BTE1
Pocillopora_acuta_HIv1_PredGene_g24931.t1,763,Pocillopora_acuta_HIv1_PredGene_g24931.t1,1,1.5,4,5,3,3,3.5,1,0.5,1.5,4.5,3,6,E7EYP9
Pocillopora_acuta_HIv1_PredGene_g24936.t1,1625,Pocillopora_acuta_HIv1_PredGene_g24936.t1,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,A0A962
Pocillopora_acuta_HIv1_PredGene_g2494.t1,159,Pocillopora_acuta_HIv1_PredGene_g2494.t1,0,0.5,0,0,0,0,0,0,1,0,0,0,0,Q9W6H5
Pocillopora_acuta_HIv1_PredGene_g24944.t1,369,Pocillopora_acuta_HIv1_PredGene_g24944.t1,1,0.5,1,1.5,2,1,0,0,1.5,0.5,5,2.5,2,Q1LVF8
Pocillopora_acuta_HIv1_PredGene_g2495.t1,496,Pocillopora_acuta_HIv1_PredGene_g2495.t1,0,0.5,0.5,1,1,1,1,0,0,2,1,1,0,Q9Z2A0
Pocillopora_acuta_HIv1_PredGene_g24956.t1,459,Pocillopora_acuta_HIv1_PredGene_g24956.t1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,Q6P4V4
Pocillopora_acuta_HIv1_PredGene_g24960.t1,1399,Pocillopora_acuta_HIv1_PredGene_g24960.t1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,Q1LUT1
Pocillopora_acuta_HIv1_PredGene_g24966.t1,547,Pocillopora_acuta_HIv1_PredGene_g24966.t1,0,0.5,0.5,0.5,0.5,0,0,0,0.5,1,2,0.5,1,E7FBR2
Pocillopora_acuta_HIv1_PredGene_g24977.t1,4510,Pocillopora_acuta_HIv1_PredGene_g24977.t1,31.5,47.5,59,42.5,59,48,53,36,42.5,45,80,61,47,A2BGT8
Pocillopora_acuta_HIv1_PredGene_g2498.t1,251,Pocillopora_acuta_HIv1_PredGene_g2498.t1,0.5,1,0,2,1,0,0.5,0,0,0,1,0.5,1,Q5SRX7
Pocillopora_acuta_HIv1_PredGene_g2499.t1,301,Pocillopora_acuta_HIv1_PredGene_g2499.t1,0,0,0.5,0.5,0.5,0,0,0,0,0,1,1,0,E7F811
Pocillopora_acuta_HIv1_PredGene_g24995.t1,101,Pocillopora_acuta_HIv1_PredGene_g24995.t1,2,0.5,3,2,3,2,3.5,4,0,2.5,4,3,1,-
Pocillopora_acuta_HIv1_PredGene_g250.t1,2605,Pocillopora_acuta_HIv1_PredGene_g250.t1,0.5,0,0,1.5,0.5,1.5,0,1,0.5,0.5,0.5,3,1,Q9ES77
Pocillopora_acuta_HIv1_PredGene_g25007.t1,271,Pocillopora_acuta_HIv1_PredGene_g25007.t1,0.5,0,0,0,0,0,1,0.5,0,0,0,0.5,1,A7MCR1
Pocillopora_acuta_HIv1_PredGene_g25010.t1,1031,Pocillopora_acuta_HIv1_PredGene_g25010.t1,50,70.5,64.5,49.5,58,57.5,55.5,58.5,76.5,42,59.5,51.5,51,Q546R3
Pocillopora_acuta_HIv1_PredGene_g25012.t1,478,Pocillopora_acuta_HIv1_PredGene_g25012.t1,0,0.5,0,0,1,0.5,0,0,0.5,0,2.5,0,0,A4IG27
Pocillopora_acuta_HIv1_PredGene_g25024.t1,260,Pocillopora_acuta_HIv1_PredGene_g25024.t1,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,Q6UW91
Pocillopora_acuta_HIv1_PredGene_g25033.t1,633,Pocillopora_acuta_HIv1_PredGene_g25033.t1,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,B3KWB9
Pocillopora_acuta_HIv1_PredGene_g25051.t1,654,Pocillopora_acuta_HIv1_PredGene_g25051.t1,4,9,10,8,7.5,6,5.5,3,6,4.5,11,5.5,3,Q3U8G5
Pocillopora_acuta_HIv1_PredGene_g25071.t1,265,Pocillopora_acuta_HIv1_PredGene_g25071.t1,0,0,0,0,0,0.5,0,0,1.5,0.5,0,1.5,2,Q2HIY8
Pocillopora_acuta_HIv1_PredGene_g25073.t1,456,Pocillopora_acuta_HIv1_PredGene_g25073.t1,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,Q6P2V1
Pocillopora_acuta_HIv1_PredGene_g2509.t1,235,Pocillopora_acuta_HIv1_PredGene_g2509.t1,0.5,1,0.5,0.5,2.5,1.5,0.5,1,0,1,0,0,1,O02513
Pocillopora_acuta_HIv1_PredGene_g2511.t1,453,Pocillopora_acuta_HIv1_PredGene_g2511.t1,0,0,0,0,0,1.5,0.5,0.5,0,0,2,0,0,Q9QX97
Pocillopora_acuta_HIv1_PredGene_g25112.t1,2356,Pocillopora_acuta_HIv1_PredGene_g25112.t1,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,Q6GQR9
Pocillopora_acuta_HIv1_PredGene_g25129.t1,138,Pocillopora_acuta_HIv1_PredGene_g25129.t1,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,K8ESP0
Pocillopora_acuta_HIv1_PredGene_g25143.t1,470,Pocillopora_acuta_HIv1_PredGene_g25143.t1,0.5,3,1,1.5,2.5,2,2,0.5,1,0.5,3.5,1,1,Q8BUU7
Pocillopora_acuta_HIv1_PredGene_g25149.t1,1208,Pocillopora_acuta_HIv1_PredGene_g25149.t1,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,1,Q8TC60
Pocillopora_acuta_HIv1_PredGene_g25158.t1,674,Pocillopora_acuta_HIv1_PredGene_g25158.t1,18.5,37,23.5,16.5,20.5,24.5,15.5,17.5,22.5,11.5,15,22,24,Q8IDX6
Pocillopora_acuta_HIv1_PredGene_g2521.t1,354,Pocillopora_acuta_HIv1_PredGene_g2521.t1,0,0.5,0.5,0,0.5,1,0.5,0,1,0,1,0.5,0,Q5RGY0
Pocillopora_acuta_HIv1_PredGene_g25223.t1,684,Pocillopora_acuta_HIv1_PredGene_g25223.t1,12,19,14,15,14,15.5,15,5.5,6,12.5,14,15.5,17,B3KQA2
Pocillopora_acuta_HIv1_PredGene_g25261.t1,428,Pocillopora_acuta_HIv1_PredGene_g25261.t1,0,0,0,1.5,0,0,0,1,1,0,1,1,1,Q8IHN4
Pocillopora_acuta_HIv1_PredGene_g25263.t1,698,Pocillopora_acuta_HIv1_PredGene_g25263.t1,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0.5,1,-
Pocillopora_acuta_HIv1_PredGene_g25269.t1,244,Pocillopora_acuta_HIv1_PredGene_g25269.t1,1.5,4.5,3.5,4,4,3.5,3.5,0,1.5,2,5,4,3,Q6NYJ1
Pocillopora_acuta_HIv1_PredGene_g2532.t1,452,Pocillopora_acuta_HIv1_PredGene_g2532.t1,2,11.5,5.5,3,3.5,2.5,2,4,5,2,10.5,3,4,Q61620
Pocillopora_acuta_HIv1_PredGene_g25324.t1,101,Pocillopora_acuta_HIv1_PredGene_g25324.t1,0,1,1,0.5,1,1.5,1,1,1.5,0.5,1,0,1,Q9BZL1
